anio,banco_estandarizado,meses_con_dato,activos_totales,patrimonio,roe,morosidad,solvencia_proxy,cluster,pca_1,pca_2,perfil_cluster,puntaje_cluster,roe_real,roe_estimado,error_roe,error_abs_roe,puntaje_roe_modelo,cambio_proyectado_activos_totales,cambio_proyectado_morosidad,cambio_proyectado_roe,cambio_proyectado_solvencia_proxy,cambio_proyectado_pct_activos_totales,cambio_proyectado_pct_morosidad,cambio_proyectado_pct_roe,cambio_proyectado_pct_solvencia_proxy,valor_base_activos_totales,valor_base_morosidad,valor_base_roe,valor_base_solvencia_proxy,valor_proyectado_activos_totales,valor_proyectado_morosidad,valor_proyectado_roe,valor_proyectado_solvencia_proxy,puntaje_activos_proyectados,puntaje_roe_proyectado,puntaje_morosidad_proyectada,puntaje_solvencia_proyectada,puntaje_tendencia_general,score_salud,tipo_score,lectura_score,ranking_score,analisis_ejecutivo
2009,COFIEC,12,12.694166666666666,8.4225,16.88416666666667,13.3575,49.34,1,-2.285804732560948,1.0286947644547186,Pequeños con mayor solvencia proxy,75,16.88416666666667,12.829899611013984,4.054267055652683,15.330506889522516,96.15,32.93297047899226,53.57412242320022,28.99274008454475,-13.77273398543582,,,,-47.5742106578094,0.0,0.0,0.0,28.95,32.93297047899226,53.57412242320022,28.99274008454475,15.177266014564179,,,,,,86.75,historico_sin_proyecciones,Salud financiera favorable,1,"En 2009, COFIEC obtiene un score de salud financiera de 86.75/100, clasificado como: Salud financiera favorable. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Pequeños con mayor solvencia proxy. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,SUDAMERICANO,12,8.455,5.943333333333334,28.581666666666667,9.866666666666667,46.41416666666667,1,-2.0749068335785075,0.19264514795335017,Pequeños con mayor solvencia proxy,75,28.581666666666667,25.37949181676348,3.202174849903187,12.212956627446623,92.31,2.0873286504644124,-7.9880432344652545,-9.039340570027257,-5.220986118410551,14.658206815059074,-251.98874556672726,-141.46072879541873,-12.178647348753326,14.24,3.17,6.39,42.87,16.327328650464413,-4.818043234465255,-2.649340570027258,37.64901388158945,,,,,,84.62,historico_sin_proyecciones,Salud financiera favorable,2,"En 2009, SUDAMERICANO obtiene un score de salud financiera de 84.62/100, clasificado como: Salud financiera favorable. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Pequeños con mayor solvencia proxy. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,DELBANK,12,16.391666666666666,7.345833333333334,20.74666666666667,4.370833333333334,34.221666666666664,1,-1.5421753404111291,-0.12887540144377915,Pequeños con mayor solvencia proxy,75,20.74666666666667,17.879210528214074,2.8674561384525923,12.904694073110534,88.46,3.525326536678598,1.504959338384246,-3.1347815023982815,-1.9569318027622238,9.301653131078096,52.80559082049986,-23.134918836887685,-6.861612211648752,37.9,2.85,13.55,28.52,41.4253265366786,4.354959338384246,10.41521849760172,26.563068197237776,,,,,,82.48,historico_sin_proyecciones,Salud financiera favorable,3,"En 2009, DELBANK obtiene un score de salud financiera de 82.48/100, clasificado como: Salud financiera favorable. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Pequeños con mayor solvencia proxy. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,PICHINCHA,12,4454.495833333333,455.40166666666664,12.363333333333335,3.3616666666666664,8.815,0,1.491146293666412,-0.10507795765346514,Bancos grandes o consolidados,85,12.363333333333335,11.736672566006526,0.6266607673268073,0.7319403955072685,73.08,2255.081827724349,-0.20301222289729814,-1.4887908113924428,-0.5477669561888483,10.092597125859513,-4.822143061693543,-12.979867579707435,-5.921804931771333,22343.92,4.21,11.47,9.25,24599.001827724347,4.006987777102702,9.981209188607558,8.702233043811152,,,,,,78.38,historico_sin_proyecciones,Salud financiera favorable,4,"En 2009, PICHINCHA obtiene un score de salud financiera de 78.38/100, clasificado como: Salud financiera favorable. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Bancos grandes o consolidados. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,TERRITORIAL,12,121.97833333333334,7.699999999999999,44.04583333333333,9.289166666666667,4.770833333333333,2,-0.2517517808492477,-1.9726087234530572,Mayor riesgo relativo,30,44.04583333333333,37.866092766654624,6.17974056667871,11.860390559833696,100.0,0.9905741715495253,-1.6134265353771273,22.595683795582662,2.81401909345463,0.5818692267090727,,,39.029391032657834,170.24,0.0,0.0,7.21,171.23057417154953,-1.6134265353771273,22.595683795582662,10.02401909345463,,,,,,68.89,historico_sin_proyecciones,Perfil financiero sólido,5,"En 2009, TERRITORIAL obtiene un score de salud financiera de 68.89/100, clasificado como: Perfil financiero sólido. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,FINCA,12,37.07333333333333,10.245,4.708333333333333,12.186666666666667,24.007499999999997,1,-1.2795723098730563,0.692629383080827,Pequeños con mayor solvencia proxy,75,4.708333333333333,5.034158534050826,-0.32582520071749316,0.8437409349369774,50.0,6.491991025391087,-3.49162406356686,57.4220898047353,-0.3776375888539665,7.878629885183358,-18.21400137489233,67.6190412208376,-4.051905459806507,82.4,19.17,-84.92,9.32,88.89199102539109,15.678375936433142,-27.4979101952647,8.942362411146034,,,,,,61.11,historico_sin_proyecciones,Perfil financiero sólido,6,"En 2009, FINCA obtiene un score de salud financiera de 61.11/100, clasificado como: Perfil financiero sólido. El ROE real se ubica por debajo del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Pequeños con mayor solvencia proxy. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,SOLIDARIO,12,294.87833333333333,37.487500000000004,10.470833333333333,8.236666666666666,9.635833333333332,2,-0.49473711180874824,-0.23851692058304322,Mayor riesgo relativo,30,10.470833333333333,8.497699489738652,1.97313384359468,7.938994759854346,84.62,108.09159769758787,0.27710740682968993,12.336647783001261,-2.2615347012749023,13.795992048192455,5.49816283392242,127.0509555406927,-12.571065599082281,783.5,5.04,9.71,17.99,891.5915976975879,5.31710740682969,22.046647783001262,15.728465298725096,,,,,,60.34,historico_sin_proyecciones,Perfil financiero sólido,7,"En 2009, SOLIDARIO obtiene un score de salud financiera de 60.34/100, clasificado como: Perfil financiero sólido. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,AUSTRO,12,647.9608333333333,57.1025,20.646666666666665,7.669999999999999,7.409166666666667,2,-0.22353530134586347,-0.7935979090142071,Mayor riesgo relativo,30,20.646666666666665,19.433322948671705,1.2133437179949629,1.9533359038184006,80.77,57.57499280355569,-1.0640413625608924,-4.792275888651021,-0.14217351697542568,1.6319118612600003,-31.387650813005674,-47.58963146624649,-2.081603469625559,3528.07,3.39,10.07,6.83,3585.644992803556,2.3259586374391077,5.277724111348979,6.687826483024574,,,,,,58.21,historico_sin_proyecciones,Perfil intermedio con seguimiento,8,"En 2009, AUSTRO obtiene un score de salud financiera de 58.21/100, clasificado como: Perfil intermedio con seguimiento. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,GUAYAQUIL,12,2249.9666666666667,168.25,20.305,2.575833333333333,6.286666666666666,2,0.4933325365274992,-0.9147109360463453,Mayor riesgo relativo,30,20.305,19.507254464779052,0.7977455352209469,0.9438512223424697,76.92,372.27616181676785,-0.12176280043368903,-0.885094450797002,0.18906417979202494,3.560451323675293,-5.294034801464742,-5.028945743164784,2.4332584271817885,10455.87,2.3,17.6,7.77,10828.146161816769,2.178237199566311,16.714905549203,7.9590641797920245,,,,,,56.07,historico_sin_proyecciones,Perfil intermedio con seguimiento,9,"En 2009, GUAYAQUIL obtiene un score de salud financiera de 56.07/100, clasificado como: Perfil intermedio con seguimiento. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2009,PACIFICO,12,1743.4358333333332,268.54166666666663,13.6,3.7575000000000003,13.509166666666667,2,0.26514718728587217,-0.2591728757683407,Mayor riesgo relativo,30,13.6,13.285581679624393,0.31441832037560663,1.2488696924757317,69.23,404.26259571179617,1.3974570607078114,-5.022563519449964,-0.6434649282868499,3.947337236235243,57.03906370235965,-23.349900136912893,-6.296134327659979,10241.4,2.45,21.51,10.22,10645.662595711796,3.8474570607078116,16.487436480550038,9.57653507171315,,,,,,51.79,historico_sin_proyecciones,Perfil intermedio con seguimiento,10,"En 2009, PACIFICO obtiene un score de salud financiera de 51.79/100, clasificado como: Perfil intermedio con seguimiento. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
