ds,yhat,yhat_lower,yhat_upper,trend,valor_real,tipo,periodo,anio,mes,banco_estandarizado,indicador
2025-10-01,5.103454594896296,-1.6437921957080983,12.197823229631188,6.368163564563098,5.85,historico_ajustado,2025-10,2025,10,SOLIDARIO,morosidad
2025-11-01,5.409779507326032,-1.51413401363617,12.378656705775734,6.358186551543449,5.52,historico_ajustado,2025-11,2025,11,SOLIDARIO,morosidad
2025-12-01,4.9530247957412215,-1.6290769842945974,11.862307839717706,6.348531377653466,4.99,historico_ajustado,2025-12,2025,12,SOLIDARIO,morosidad
2026-01-01,5.897120191407844,-1.1552891052074075,12.88025221578985,6.338554364633816,4.98,historico_ajustado,2026-01,2026,1,SOLIDARIO,morosidad
2026-02-01,6.032459804587852,-0.8355455809230017,12.815911672193524,6.328577351614167,5.0,historico_ajustado,2026-02,2026,2,SOLIDARIO,morosidad
2026-03-01,5.499953092432376,-1.1661784114114375,11.89777653938866,6.319565855983516,5.04,historico_ajustado,2026-03,2026,3,SOLIDARIO,morosidad
2026-04-01,5.76738247355679,-1.6336177405677088,11.694964128957919,6.309588842963867,,proyeccion,2026-04,2026,4,SOLIDARIO,morosidad
2026-05-01,6.149640121170269,-1.001201864268797,12.665742937345494,6.2999336690738845,,proyeccion,2026-05,2026,5,SOLIDARIO,morosidad
2026-06-01,6.123905741597337,-1.1959272684168718,13.019359526668785,6.289956656054236,,proyeccion,2026-06,2026,6,SOLIDARIO,morosidad
2026-07-01,7.573578544541052,0.9732140296628871,14.243453925332876,6.280301482164252,,proyeccion,2026-07,2026,7,SOLIDARIO,morosidad
2026-08-01,5.970524353765555,-0.9128179331276163,12.740816011624668,6.270324469144603,,proyeccion,2026-08,2026,8,SOLIDARIO,morosidad
2026-09-01,5.880748424689964,-1.088850576789717,12.57916106435645,6.260347456124954,,proyeccion,2026-09,2026,9,SOLIDARIO,morosidad
2026-10-01,5.557992435000414,-1.3810363160538892,12.255406857069026,6.250692282234971,,proyeccion,2026-10,2026,10,SOLIDARIO,morosidad
2026-11-01,5.467030496088155,-1.7344624511037303,12.61501044629652,6.240715269215321,,proyeccion,2026-11,2026,11,SOLIDARIO,morosidad
2026-12-01,4.51103643757458,-1.997825159487645,11.62532300317549,6.231060095325339,,proyeccion,2026-12,2026,12,SOLIDARIO,morosidad
2027-01-01,5.291468117683661,-1.575998514686665,12.101736228407502,6.2210830823056895,,proyeccion,2027-01,2027,1,SOLIDARIO,morosidad
2027-02-01,5.507717150268212,-1.7222615630245812,12.972276806635655,6.211106069286041,,proyeccion,2027-02,2027,2,SOLIDARIO,morosidad
2027-03-01,5.31710740682969,-1.7610600411288262,12.370939847890734,6.20209457365539,,proyeccion,2027-03,2027,3,SOLIDARIO,morosidad
2009-01-01,10.340485011381567,5.8411312946472425,15.017060997843444,7.189286578399999,18.6,historico_ajustado,2009-01,2009,1,SUDAMERICANO,morosidad
2009-02-01,8.90596215330621,4.430254984686605,13.241076910178025,7.083160613684106,16.49,historico_ajustado,2009-02,2009,2,SUDAMERICANO,morosidad
2009-03-01,5.899979750022345,1.2555395081411849,10.383684986435274,6.987304903618136,8.81,historico_ajustado,2009-03,2009,3,SUDAMERICANO,morosidad
2009-04-01,6.626252658988808,2.1735934982494665,11.223908803543381,6.8811789385503195,9.47,historico_ajustado,2009-04,2009,4,SUDAMERICANO,morosidad
2009-05-01,7.335465505182575,2.779353155575852,11.930516508610308,6.778476391710496,9.17,historico_ajustado,2009-05,2009,5,SUDAMERICANO,morosidad
2009-06-01,7.844232473805347,3.0725666018237043,12.64714547999349,6.672350425224675,10.67,historico_ajustado,2009-06,2009,6,SUDAMERICANO,morosidad
2009-07-01,7.830153095966782,3.142797644572193,12.129059695631042,6.569647877012591,9.87,historico_ajustado,2009-07,2009,7,SUDAMERICANO,morosidad
2009-08-01,9.611544006882404,5.2219820795945,14.6011763092875,6.463521914498375,9.14,historico_ajustado,2009-08,2009,8,SUDAMERICANO,morosidad
2009-09-01,6.56404304355352,1.7549976997750119,11.094123176979306,6.35739595198416,6.78,historico_ajustado,2009-09,2009,9,SUDAMERICANO,morosidad
2009-10-01,6.16779980137233,1.6621470435519972,11.127199148620361,6.254693408357354,6.62,historico_ajustado,2009-10,2009,10,SUDAMERICANO,morosidad
2009-11-01,5.652224085586932,0.7920625441559551,10.493788658774475,6.148567446609653,7.66,historico_ajustado,2009-11,2009,11,SUDAMERICANO,morosidad
2009-12-01,4.823934745401065,0.4211025205266845,9.789571750707772,6.045864907730647,5.12,historico_ajustado,2009-12,2009,12,SUDAMERICANO,morosidad
2010-01-01,8.0425016769624,3.606745813189718,12.915752435244354,5.939738950889006,8.73,historico_ajustado,2010-01,2010,1,SUDAMERICANO,morosidad
2010-02-01,7.458315604257455,2.6426793056750366,12.075519585858139,5.833612997405664,8.66,historico_ajustado,2010-02,2010,2,SUDAMERICANO,morosidad
2010-03-01,6.479736327171621,1.8836532357222315,11.09585394239139,5.737757297485226,3.85,historico_ajustado,2010-03,2010,3,SUDAMERICANO,morosidad
2010-04-01,5.799405801085344,1.0109899986797226,10.774163988348509,5.631631344001884,3.79,historico_ajustado,2010-04,2010,4,SUDAMERICANO,morosidad
2010-05-01,5.308009500592794,0.8619991057251688,9.752302404021375,5.528989736493118,4.06,historico_ajustado,2010-05,2010,5,SUDAMERICANO,morosidad
2010-06-01,4.4694436551197425,-0.3202237329870971,9.001724008673444,5.4229267420673954,2.45,historico_ajustado,2010-06,2010,6,SUDAMERICANO,morosidad
2010-07-01,3.866849861862662,-0.7969166702850702,8.690665686257741,5.3205123601370925,2.05,historico_ajustado,2010-07,2010,7,SUDAMERICANO,morosidad
2010-08-01,16.303386615948423,11.692358052931954,21.11902213597014,5.21468416547578,1.99,historico_ajustado,2010-08,2010,8,SUDAMERICANO,morosidad
2010-09-01,2.9618866871151295,-1.4660025642793517,7.99636691548022,5.109224349686173,2.05,historico_ajustado,2010-09,2010,9,SUDAMERICANO,morosidad
2010-10-01,3.6449806503805906,-1.2260577013577345,8.646984760948857,5.007166463438168,1.91,historico_ajustado,2010-10,2010,10,SUDAMERICANO,morosidad
2010-11-01,4.0695269845780695,-0.52117219201132,8.492359028311213,4.901900317118623,1.89,historico_ajustado,2010-11,2010,11,SUDAMERICANO,morosidad
2010-12-01,4.248244307999548,-0.157374598464938,9.112662929165088,4.800029852938421,1.51,historico_ajustado,2010-12,2010,12,SUDAMERICANO,morosidad
2011-01-01,5.752924172228534,1.0821134912006376,10.575035600126364,4.695081956604696,1.57,historico_ajustado,2011-01,2011,1,SUDAMERICANO,morosidad
2011-02-01,6.05633068971143,1.4089209617536669,10.529305551647322,4.5901340602709695,1.56,historico_ajustado,2011-02,2011,2,SUDAMERICANO,morosidad
2011-03-01,7.0621461621532,2.1060533856459305,11.677571057849258,4.495660813803856,1.57,historico_ajustado,2011-03,2011,3,SUDAMERICANO,morosidad
2011-04-01,4.930958785991215,0.25854770460710325,9.609439291914155,4.391065433786695,1.57,historico_ajustado,2011-04,2011,4,SUDAMERICANO,morosidad
2011-05-01,3.2452148277410364,-1.2934650352747195,8.018152540148762,4.290075813749391,1.65,historico_ajustado,2011-05,2011,5,SUDAMERICANO,morosidad
2011-06-01,1.1069907892044215,-3.352042086986481,5.6399660455906915,4.185719873044177,1.46,historico_ajustado,2011-06,2011,6,SUDAMERICANO,morosidad
2011-07-01,0.05434861659176082,-4.462846749989175,4.738168960142327,4.084745875105238,1.48,historico_ajustado,2011-07,2011,7,SUDAMERICANO,morosidad
2011-08-01,23.014266853549785,18.4924706440025,27.84324623318753,3.980406077235001,37.04,historico_ajustado,2011-08,2011,8,SUDAMERICANO,morosidad
2011-09-01,-0.7399029864948532,-5.464401536182152,3.6915459832372153,3.8763380286284783,2.17,historico_ajustado,2011-09,2011,9,SUDAMERICANO,morosidad
2011-10-01,1.138195520928111,-3.736320021868049,5.921978624205027,3.7756270138479717,2.98,historico_ajustado,2011-10,2011,10,SUDAMERICANO,morosidad
2011-11-01,2.526356804529647,-2.3017732646721774,7.137836553603277,3.6718900238587695,1.9,historico_ajustado,2011-11,2011,11,SUDAMERICANO,morosidad
2011-12-01,3.690695301881655,-1.3855742139038574,8.282468508147653,3.571499388385349,1.72,historico_ajustado,2011-12,2011,12,SUDAMERICANO,morosidad
2012-01-01,3.485328697715753,-1.018875365776209,7.697044663315653,3.4678554047891725,2.03,historico_ajustado,2012-01,2012,1,SUDAMERICANO,morosidad
2012-02-01,4.711502936271722,-0.021792921260197714,9.37218135080277,3.364211421192996,2.06,historico_ajustado,2012-02,2012,2,SUDAMERICANO,morosidad
2012-03-01,0.34825351413919936,-4.134990812800132,4.849256861314375,3.2672946746735976,1.97,historico_ajustado,2012-03,2012,3,SUDAMERICANO,morosidad
2012-04-01,2.4363151365301903,-2.1015795102984494,6.899880467832077,3.1636940146011368,1.7,historico_ajustado,2012-04,2012,4,SUDAMERICANO,morosidad
2012-05-01,4.350860045535345,-0.3021798475479841,8.93378800052188,3.0634353113052066,1.54,historico_ajustado,2012-05,2012,5,SUDAMERICANO,morosidad
2012-06-01,6.25378521447464,1.667748113097298,10.888569189134369,2.9599177904224248,1.6,historico_ajustado,2012-06,2012,6,SUDAMERICANO,morosidad
2012-07-01,6.970397339654606,2.3216345106800413,11.592087011110523,2.85973954440683,1.65,historico_ajustado,2012-07,2012,7,SUDAMERICANO,morosidad
2012-08-01,-2.0240632558995277,-6.873106504581884,3.0291249407670047,2.756250169569681,1.2,historico_ajustado,2012-08,2012,8,SUDAMERICANO,morosidad
2012-09-01,5.097656796220802,0.17916557329763882,9.786661672182593,2.6527607947325307,2.04,historico_ajustado,2012-09,2012,9,SUDAMERICANO,morosidad
2012-10-01,3.738990426258777,-0.7670511435100908,8.445082667785497,2.552710765716541,2.32,historico_ajustado,2012-10,2012,10,SUDAMERICANO,morosidad
2012-11-01,2.311105602959451,-2.489660618229546,6.687613920026782,2.4493257357333516,1.68,historico_ajustado,2012-11,2012,11,SUDAMERICANO,morosidad
2012-12-01,0.4584956728397003,-4.180324938520524,5.3053186915759705,2.349416618116705,2.23,historico_ajustado,2012-12,2012,12,SUDAMERICANO,morosidad
2013-01-01,5.397375629550982,0.7909288862854602,9.726818607688118,2.246177196579503,2.45,historico_ajustado,2013-01,2013,1,SUDAMERICANO,morosidad
2013-02-01,3.965742162786739,-0.45038829726006696,8.57942264423031,2.142940623149441,2.02,historico_ajustado,2013-02,2013,2,SUDAMERICANO,morosidad
2013-03-01,0.9623695322558767,-3.426284579622026,5.6343358671936405,2.0496946858577707,2.02,historico_ajustado,2013-03,2013,3,SUDAMERICANO,morosidad
2013-04-01,1.691531834335298,-2.9057503548550003,6.246500896051689,1.9464581139142203,2.58,historico_ajustado,2013-04,2013,4,SUDAMERICANO,morosidad
2013-05-01,2.403540867451391,-2.0939701905140193,7.2709882376003785,1.846551753968851,3.45,historico_ajustado,2013-05,2013,5,SUDAMERICANO,morosidad
2013-06-01,2.9151972290894186,-1.9534233503627414,7.506850326201836,1.7433151804834444,2.68,historico_ajustado,2013-06,2013,6,SUDAMERICANO,morosidad
2013-07-01,2.903914038008436,-1.703784771723116,8.013346201918521,1.6434088190459548,2.37,historico_ajustado,2013-07,2013,7,SUDAMERICANO,morosidad
2013-08-01,4.688194337906024,0.23756795917840556,9.766854345945237,1.5401722455605484,2.24,historico_ajustado,2013-08,2013,8,SUDAMERICANO,morosidad
2013-09-01,1.6435827636481872,-3.1055164718066486,6.7252347575999805,1.436935672075143,2.51,historico_ajustado,2013-09,2013,9,SUDAMERICANO,morosidad
2013-10-01,1.2501357036551424,-3.2488719699566615,5.853351333563218,1.3370293106376534,2.16,historico_ajustado,2013-10,2013,10,SUDAMERICANO,morosidad
2013-11-01,0.737449376146986,-3.662786864941191,5.43202516722356,1.2337927371522468,2.22,historico_ajustado,2013-11,2013,11,SUDAMERICANO,morosidad
2013-12-01,-0.08804378661430223,-5.0398831209182715,4.29325721761095,1.1338863757147573,2.59,historico_ajustado,2013-12,2013,12,SUDAMERICANO,morosidad
2014-01-01,3.1334125282928804,-1.4554544089957426,8.209528946219312,1.0306498022293518,2.8,historico_ajustado,2014-01,2014,1,SUDAMERICANO,morosidad
2014-02-01,2.5521158355880083,-2.3465732964087156,7.341862582406889,0.9274132287439463,2.89,historico_ajustado,2014-02,2014,2,SUDAMERICANO,morosidad
2014-03-01,1.5761463211109397,-3.126112504757474,6.396377134114232,0.8341672914022886,4.04,historico_ajustado,2014-03,2014,3,SUDAMERICANO,morosidad
2014-04-01,0.8987051750369094,-3.435432923223785,5.956360168055226,0.7309307179168831,3.22,historico_ajustado,2014-04,2014,4,SUDAMERICANO,morosidad
2014-05-01,0.41004412060266576,-4.14709689832737,5.344544893659253,0.6310243564793936,3.13,historico_ajustado,2014-05,2014,5,SUDAMERICANO,morosidad
2014-06-01,-0.4256953039310809,-4.885873515980524,3.9977954567099614,0.5277877829939871,3.26,historico_ajustado,2014-06,2014,6,SUDAMERICANO,morosidad
2014-07-01,-1.0257810767189364,-5.985900090146135,3.634276395039521,0.42788142155649755,3.17,historico_ajustado,2014-07,2014,7,SUDAMERICANO,morosidad
2014-08-01,11.413347298498262,6.93637317463953,16.049491613251607,0.32464484807109206,,proyeccion,2014-08,2014,8,SUDAMERICANO,morosidad
2014-09-01,-1.9259293879848314,-6.504357276464491,2.6485536831267478,0.22140827458568554,,proyeccion,2014-09,2014,9,SUDAMERICANO,morosidad
2014-10-01,-1.2406838999011545,-5.643217683987944,2.953516307378795,0.121501913148196,,proyeccion,2014-10,2014,10,SUDAMERICANO,morosidad
2014-11-01,-0.8141079928807455,-5.51175112159001,3.8555637939503926,0.01826533966278948,,proyeccion,2014-11,2014,11,SUDAMERICANO,morosidad
2014-12-01,-0.6334265667264198,-5.0719276010087,4.009997282373136,-0.08164102177470006,,proyeccion,2014-12,2014,12,SUDAMERICANO,morosidad
2015-01-01,0.8729646203857966,-3.8907114864758956,5.292207956932054,-0.18487759526010555,,proyeccion,2015-01,2015,1,SUDAMERICANO,morosidad
2015-02-01,1.1780824606707174,-3.4205195647261473,5.87638967285489,-0.2881141687455121,,proyeccion,2015-02,2015,2,SUDAMERICANO,morosidad
2015-03-01,2.1851252422647893,-2.49321717207703,6.844262736732414,-0.3813601060871677,,proyeccion,2015-03,2015,3,SUDAMERICANO,morosidad
2015-04-01,0.05529667261188531,-4.637301065958071,4.8472831945308466,-0.48459667957257524,,proyeccion,2015-04,2015,4,SUDAMERICANO,morosidad
2015-05-01,-1.6293640270150793,-6.086223054383488,2.8830614640975925,-0.5845030410100638,,proyeccion,2015-05,2015,5,SUDAMERICANO,morosidad
2015-06-01,-3.7664686983439357,-8.170667784583165,0.8391652365639265,-0.6877396144954703,,proyeccion,2015-06,2015,6,SUDAMERICANO,morosidad
2015-07-01,-4.818043234465255,-9.364837932526031,-0.39090889334814105,-0.7876459759329598,,proyeccion,2015-07,2015,7,SUDAMERICANO,morosidad
2009-01-01,20.856455648838228,10.381519191870675,31.915481008253963,22.866765497600003,4.84,historico_ajustado,2009-01,2009,1,TERRITORIAL,morosidad
2009-02-01,21.97642122655023,11.659356385997802,32.58089389107409,22.602795385097224,5.89,historico_ajustado,2009-02,2009,2,TERRITORIAL,morosidad
2009-03-01,20.732245859599466,10.206323748880706,31.566686436133793,22.364370767352778,9.05,historico_ajustado,2009-03,2009,3,TERRITORIAL,morosidad
2009-04-01,20.398976608533165,10.05994861921499,32.15988866879822,22.100400654731235,9.55,historico_ajustado,2009-04,2009,4,TERRITORIAL,morosidad
2009-05-01,20.76269076100395,9.433365128921148,31.36590350703692,21.844945707032963,11.05,historico_ajustado,2009-05,2009,5,TERRITORIAL,morosidad
2009-06-01,19.774016878259403,8.965742686971296,29.93984684555269,21.580975594511205,9.73,historico_ajustado,2009-06,2009,6,TERRITORIAL,morosidad
2009-07-01,19.539395908593495,8.861170374054057,30.42975093699767,21.325520646909506,9.16,historico_ajustado,2009-07,2009,7,TERRITORIAL,morosidad
2009-08-01,20.450073387428503,8.936674534510862,31.537746308903266,21.061550534387756,10.62,historico_ajustado,2009-08,2009,8,TERRITORIAL,morosidad
2009-09-01,19.320961734837347,8.586092584972768,30.614295131773094,20.79758042191611,9.96,historico_ajustado,2009-09,2009,9,TERRITORIAL,morosidad
2009-10-01,19.850901200042692,8.528527692691844,31.63637045179958,20.5421254743629,7.81,historico_ajustado,2009-10,2009,10,TERRITORIAL,morosidad
2009-11-01,21.893569462459716,10.959072623905422,32.95498480583091,20.2781553620327,11.33,historico_ajustado,2009-11,2009,11,TERRITORIAL,morosidad
2009-12-01,20.767369629561003,8.909055010268533,32.35955383949064,20.022700414616374,12.48,historico_ajustado,2009-12,2009,12,TERRITORIAL,morosidad
2010-01-01,19.168883245899668,8.278107412355949,30.262981063535516,19.758730302136684,16.88,historico_ajustado,2010-01,2010,1,TERRITORIAL,morosidad
2010-02-01,20.014251164924993,9.373349699606791,31.014009760868603,19.49476018965699,19.22,historico_ajustado,2010-02,2010,2,TERRITORIAL,morosidad
2010-03-01,18.24035422835707,7.041535347014579,29.261811728536397,19.256335571954512,22.79,historico_ajustado,2010-03,2010,3,TERRITORIAL,morosidad
2010-04-01,16.440832960250876,5.428255503838518,27.11643823330171,18.9923654594982,27.04,historico_ajustado,2010-04,2010,4,TERRITORIAL,morosidad
2010-05-01,16.31468960909638,4.809406181548463,27.37055945996718,18.736910511959834,28.01,historico_ajustado,2010-05,2010,5,TERRITORIAL,morosidad
2010-06-01,16.259853205713203,5.894365234650597,27.078340821559028,18.47294039941183,26.08,historico_ajustado,2010-06,2010,6,TERRITORIAL,morosidad
2010-07-01,17.04160235947451,5.8362358142871535,28.000811385558407,18.217485451784732,26.38,historico_ajustado,2010-07,2010,7,TERRITORIAL,morosidad
2010-08-01,18.53945228836575,7.032627393716607,29.621897154970885,17.953515339310947,30.46,historico_ajustado,2010-08,2010,8,TERRITORIAL,morosidad
2010-09-01,16.804526490647703,5.768492231114333,27.626803018197318,17.689545226837165,23.89,historico_ajustado,2010-09,2010,9,TERRITORIAL,morosidad
2010-10-01,16.68641845445551,5.701097480629579,27.876367348805957,17.434090279164952,24.64,historico_ajustado,2010-10,2010,10,TERRITORIAL,morosidad
2010-11-01,17.581809394113314,6.074808592552149,27.975537608359353,17.17012016657033,27.26,historico_ajustado,2010-11,2010,11,TERRITORIAL,morosidad
2010-12-01,15.772505235833894,4.205746083893916,26.851312506255084,16.914665218814118,26.74,historico_ajustado,2010-12,2010,12,TERRITORIAL,morosidad
2011-01-01,17.538478547740873,6.449989368671188,28.30343637940186,16.65069510613269,28.44,historico_ajustado,2011-01,2011,1,TERRITORIAL,morosidad
2011-02-01,18.05311660155074,5.978137885002944,28.859291486119442,16.386724993451267,28.15,historico_ajustado,2011-02,2011,2,TERRITORIAL,morosidad
2011-03-01,15.70648984760973,4.3635722393211145,26.461291540247082,16.148299897438072,28.12,historico_ajustado,2011-03,2011,3,TERRITORIAL,morosidad
2011-04-01,12.444618666681016,1.4904389808927612,22.977068560771443,15.884329255423465,16.78,historico_ajustado,2011-04,2011,4,TERRITORIAL,morosidad
2011-05-01,11.876173896935525,1.578431148259169,23.524122990864118,15.628873140680135,13.01,historico_ajustado,2011-05,2011,5,TERRITORIAL,morosidad
2011-06-01,12.785115941225087,2.543375409106996,23.476295711591288,15.36490182211202,13.11,historico_ajustado,2011-06,2011,6,TERRITORIAL,morosidad
2011-07-01,14.576901865594298,4.064541128510073,25.589882395140314,15.109441895412433,14.73,historico_ajustado,2011-07,2011,7,TERRITORIAL,morosidad
2011-08-01,16.628842373741882,5.259033200149107,27.374957514169473,14.84546663782286,16.12,historico_ajustado,2011-08,2011,8,TERRITORIAL,morosidad
2011-09-01,14.25941514986995,3.7325636377953337,24.733180303097054,14.581491380052674,15.92,historico_ajustado,2011-09,2011,9,TERRITORIAL,morosidad
2011-10-01,13.481668837040372,2.871195906812004,24.723736355917655,14.326031453178302,16.99,historico_ajustado,2011-10,2011,10,TERRITORIAL,morosidad
2011-11-01,13.246054032696556,2.785843421200395,24.3285268464848,14.062056195408116,18.24,historico_ajustado,2011-11,2011,11,TERRITORIAL,morosidad
2011-12-01,10.827480563855474,-1.1212637277098896,21.952563276267018,13.806596267321426,14.37,historico_ajustado,2011-12,2011,12,TERRITORIAL,morosidad
2012-01-01,15.96364865826716,5.185642319771118,27.34814205383065,13.542621008298514,16.22,historico_ajustado,2012-01,2012,1,TERRITORIAL,morosidad
2012-02-01,16.090913056361423,5.007710906499389,27.163880151387108,13.278645749015595,17.86,historico_ajustado,2012-02,2012,2,TERRITORIAL,morosidad
2012-03-01,10.742192944517877,-0.7985603138066361,21.03988267629864,13.031701151621894,19.62,historico_ajustado,2012-03,2012,3,TERRITORIAL,morosidad
2012-04-01,11.877103536772072,0.5343941927499598,22.725985833816353,12.767725773470149,19.79,historico_ajustado,2012-04,2012,4,TERRITORIAL,morosidad
2012-05-01,12.77741759101918,1.318738738791839,24.053466753786736,12.512265730097488,21.9,historico_ajustado,2012-05,2012,5,TERRITORIAL,morosidad
2012-06-01,10.886097536466522,-0.29164539279565704,21.78028903557478,12.248290274265612,21.97,historico_ajustado,2012-06,2012,6,TERRITORIAL,morosidad
2012-07-01,9.630624296036679,-0.9773974901949545,19.959927879952733,11.992830155718636,22.22,historico_ajustado,2012-07,2012,7,TERRITORIAL,morosidad
2012-08-01,9.921853743139598,-0.8774143469861233,20.54812272074118,11.728854699886758,22.43,historico_ajustado,2012-08,2012,8,TERRITORIAL,morosidad
2012-09-01,9.369133604830237,-0.7532616712306459,20.641979123655194,11.46487924398888,21.19,historico_ajustado,2012-09,2012,9,TERRITORIAL,morosidad
2012-10-01,10.534049789768801,0.4028081428532952,21.269321222878943,11.209419125378037,22.71,historico_ajustado,2012-10,2012,10,TERRITORIAL,morosidad
2012-11-01,13.738567610970886,2.7097027693187345,25.069063079312375,10.945443668585371,24.16,historico_ajustado,2012-11,2012,11,TERRITORIAL,morosidad
2012-12-01,13.369182307222207,2.587456838637333,24.62013154321126,10.68998354910859,18.76,historico_ajustado,2012-12,2012,12,TERRITORIAL,morosidad
2013-01-01,8.415698243465494,-3.066710102273053,19.252662226978973,10.4260080922195,22.26,historico_ajustado,2013-01,2013,1,TERRITORIAL,morosidad
2013-02-01,9.535658476791527,-1.7000118381292642,19.84825564559887,10.162032635330418,22.08,historico_ajustado,2013-02,2013,2,TERRITORIAL,morosidad
2013-03-01,8.291478282530777,-3.264974971853778,19.069596426260627,9.923603190288336,0.0,historico_ajustado,2013-03,2013,3,TERRITORIAL,morosidad
2013-04-01,7.958203687083157,-3.673321664257533,19.578862876504953,9.65962773327746,0.0,historico_ajustado,2013-04,2013,4,TERRITORIAL,morosidad
2013-05-01,8.321912667574818,-2.287936159203356,19.608857125606768,9.404167613589516,0.0,historico_ajustado,2013-05,2013,5,TERRITORIAL,morosidad
2013-06-01,7.33323344023254,-4.540508021884232,18.680947143141953,9.140192156485332,0.0,historico_ajustado,2013-06,2013,6,TERRITORIAL,morosidad
2013-07-01,7.098607298391486,-3.9901788110201992,18.479842082583204,8.88473203670709,0.0,historico_ajustado,2013-07,2013,7,TERRITORIAL,morosidad
2013-08-01,8.009279432441195,-2.145628824637448,18.750924615196535,8.620756579416993,0.0,historico_ajustado,2013-08,2013,8,TERRITORIAL,morosidad
2013-09-01,6.880162435042138,-3.2444083744519157,18.782995122894885,8.356781122126899,0.0,historico_ajustado,2013-09,2013,9,TERRITORIAL,morosidad
2013-10-01,7.410096727687165,-3.666151242283831,18.481663089379513,8.10132100200424,0.0,historico_ajustado,2013-10,2013,10,TERRITORIAL,morosidad
2013-11-01,9.452759644970618,-1.395911223496841,21.272707762457713,7.837345544544164,0.0,historico_ajustado,2013-11,2013,11,TERRITORIAL,morosidad
2013-12-01,8.326554639367714,-2.0821195420680962,19.339106310877607,7.58188542442151,0.0,historico_ajustado,2013-12,2013,12,TERRITORIAL,morosidad
2014-01-01,6.728062910732723,-4.0560706003227915,17.956894664358266,7.317909966961432,0.0,historico_ajustado,2014-01,2014,1,TERRITORIAL,morosidad
2014-02-01,7.573425484780726,-2.9845409507065157,18.86785234901432,7.053934509501355,0.0,historico_ajustado,2014-02,2014,2,TERRITORIAL,morosidad
2014-03-01,5.799523720461034,-5.09312107306372,16.27052214456852,6.815505064053542,0.0,historico_ajustado,2014-03,2014,3,TERRITORIAL,morosidad
2014-04-01,3.9999971073512404,-7.138464969392797,15.817449689945915,6.551529606593464,0.0,historico_ajustado,2014-04,2014,4,TERRITORIAL,morosidad
2014-05-01,3.8738485836038334,-7.836511278104296,15.062062964883525,6.29606948647081,0.0,historico_ajustado,2014-05,2014,5,TERRITORIAL,morosidad
2014-06-01,3.819006835320503,-7.016651845988111,14.653263190875377,6.032094029010735,0.0,historico_ajustado,2014-06,2014,6,TERRITORIAL,morosidad
2014-07-01,4.6007508165834174,-6.786420365636217,14.863832192844841,5.776633908888078,0.0,historico_ajustado,2014-07,2014,7,TERRITORIAL,morosidad
2014-08-01,6.098595400484433,-4.740750540480682,16.231909833522753,5.512658451428,0.0,historico_ajustado,2014-08,2014,8,TERRITORIAL,morosidad
2014-09-01,4.363664257778192,-6.5613227688997675,15.002906450075038,5.248682993967925,0.0,historico_ajustado,2014-09,2014,9,TERRITORIAL,morosidad
2014-10-01,4.24555104913432,-6.196957598725453,16.01374434575405,4.993222873845268,0.0,historico_ajustado,2014-10,2014,10,TERRITORIAL,morosidad
2014-11-01,5.1409366439295265,-4.7448302753570255,16.102291036236323,4.72924741638519,0.0,historico_ajustado,2014-11,2014,11,TERRITORIAL,morosidad
2014-12-01,3.3316273132891725,-7.655218003817679,13.725817124881026,4.473787296262536,0.0,historico_ajustado,2014-12,2014,12,TERRITORIAL,morosidad
2015-01-01,5.097595280403884,-5.994408234048763,16.155545689520324,4.209811838802459,,proyeccion,2015-01,2015,1,TERRITORIAL,morosidad
2015-02-01,5.612227989452323,-4.786212659850795,16.839854860854853,3.945836381342384,,proyeccion,2015-02,2015,2,TERRITORIAL,morosidad
2015-03-01,3.265596886069489,-8.107243322982244,14.617690949701778,3.707406935894568,,proyeccion,2015-03,2015,3,TERRITORIAL,morosidad
2015-04-01,0.0037208896875737807,-11.098628559607949,10.760425820120462,3.4434314784344933,,proyeccion,2015-04,2015,4,TERRITORIAL,morosidad
2015-05-01,-0.564727885431842,-11.812069838384044,10.74332762705823,3.1879713583118394,,proyeccion,2015-05,2015,5,TERRITORIAL,morosidad
2015-06-01,0.3442100199668192,-11.551884416325628,11.986857974848705,2.9239959008517613,,proyeccion,2015-06,2015,6,TERRITORIAL,morosidad
2015-07-01,2.1359957509182683,-8.29415686474104,13.508259596361896,2.6685357807291075,,proyeccion,2015-07,2015,7,TERRITORIAL,morosidad
2015-08-01,4.187936059198541,-7.026970877715163,15.155970677696562,2.4045603232690262,,proyeccion,2015-08,2015,8,TERRITORIAL,morosidad
2015-09-01,1.818508635621126,-8.667290622817793,12.088666935057462,2.1405848658089517,,proyeccion,2015-09,2015,9,TERRITORIAL,morosidad
2015-10-01,1.040762129540866,-9.896872191634879,12.073651290144369,1.8851247456862943,,proyeccion,2015-10,2015,10,TERRITORIAL,morosidad
2015-11-01,0.8051471255265013,-10.4207126782449,12.033080524375364,1.6211492882262197,,proyeccion,2015-11,2015,11,TERRITORIAL,morosidad
2015-12-01,-1.6134265353771273,-12.645559649881402,9.758606548253146,1.3656891681035657,,proyeccion,2015-12,2015,12,TERRITORIAL,morosidad
2009-01-01,9.176180426568566,5.948804030758175,12.182637012691139,10.311439760499999,7.17,historico_ajustado,2009-01,2009,1,UNIBANCO,morosidad
2009-02-01,9.977983373011252,6.843230830421167,13.32674318403641,10.184273440906898,9.34,historico_ajustado,2009-02,2009,2,UNIBANCO,morosidad
