ds,yhat,yhat_lower,yhat_upper,trend,valor_real,tipo,periodo,anio,mes,banco_estandarizado,indicador
2009-01-01,118.37427501541228,105.26784995991393,130.9677393164472,116.41651350750001,111.57,historico_ajustado,2009-01,2009,1,AMAZONAS,activos_totales
2009-02-01,123.48848839955015,110.72999119717713,135.99679522785686,116.9667775033521,113.85,historico_ajustado,2009-02,2009,2,AMAZONAS,activos_totales
2009-03-01,119.10319277759712,106.47292981179919,131.27129621398745,117.46379014476692,114.34,historico_ajustado,2009-03,2009,3,AMAZONAS,activos_totales
2009-04-01,117.86110220477073,105.7543252652444,129.80226246087497,118.01405414061904,115.09,historico_ajustado,2009-04,2009,4,AMAZONAS,activos_totales
2009-05-01,120.74447363945015,107.62655602660831,133.21813593173536,118.54656768499204,115.35,historico_ajustado,2009-05,2009,5,AMAZONAS,activos_totales
2009-06-01,120.05838721297222,107.44796841708337,132.57584190055675,119.09683168084413,119.15,historico_ajustado,2009-06,2009,6,AMAZONAS,activos_totales
2009-07-01,119.54273858682751,107.43229948717972,132.4622625375258,119.62934522521714,123.79,historico_ajustado,2009-07,2009,7,AMAZONAS,activos_totales
2009-08-01,121.22939600131565,109.65316464773592,133.98693548860643,120.17960922106926,127.19,historico_ajustado,2009-08,2009,8,AMAZONAS,activos_totales
2009-09-01,120.7938919917807,108.63388085098437,133.09502627910516,120.72987322329733,127.86,historico_ajustado,2009-09,2009,9,AMAZONAS,activos_totales
2009-10-01,121.98513210515257,109.8036085852156,134.53877510238502,121.26238677384066,131.89,historico_ajustado,2009-10,2009,10,AMAZONAS,activos_totales
2009-11-01,123.75581263359851,111.13690784096897,136.37396459389538,121.81265077606876,131.32,historico_ajustado,2009-11,2009,11,AMAZONAS,activos_totales
2009-12-01,123.39847403171666,110.55142822122144,136.54416233666248,122.34516432661206,114.51,historico_ajustado,2009-12,2009,12,AMAZONAS,activos_totales
2010-01-01,124.65392294954606,112.82958045188742,136.68539394194755,122.89542832884017,118.23,historico_ajustado,2010-01,2010,1,AMAZONAS,activos_totales
2010-02-01,127.72335098788491,115.75590463663451,139.8130034899919,123.44569233106827,121.07,historico_ajustado,2010-02,2010,2,AMAZONAS,activos_totales
2010-03-01,127.56449216198286,114.8517242329559,139.37267014068738,123.94270497621346,122.72,historico_ajustado,2010-03,2010,3,AMAZONAS,activos_totales
2010-04-01,125.02787347061823,113.07019837279144,136.5612914807552,124.49296897619564,121.84,historico_ajustado,2010-04,2010,4,AMAZONAS,activos_totales
2010-05-01,126.82877345475835,115.56669557497813,138.8053151259005,125.0254825245655,121.74,historico_ajustado,2010-05,2010,5,AMAZONAS,activos_totales
2010-06-01,125.99411481442792,113.38734046917884,137.9178362952534,125.57574652454772,128.78,historico_ajustado,2010-06,2010,6,AMAZONAS,activos_totales
2010-07-01,125.46471208608763,113.39308756580715,138.41852905630273,126.10826007291756,128.97,historico_ajustado,2010-07,2010,7,AMAZONAS,activos_totales
2010-08-01,127.73044937113585,115.01934881348672,139.58817123166278,126.65852407289975,127.94,historico_ajustado,2010-08,2010,8,AMAZONAS,activos_totales
2010-09-01,128.12533620211826,116.01910033264612,140.51232588436702,127.20878807288196,127.81,historico_ajustado,2010-09,2010,9,AMAZONAS,activos_totales
2010-10-01,128.44965434357997,115.9932370401682,139.93285251745095,127.74130157459953,126.51,historico_ajustado,2010-10,2010,10,AMAZONAS,activos_totales
2010-11-01,129.89313655052368,117.93765539888344,142.49262520558952,128.29156552637434,127.39,historico_ajustado,2010-11,2010,11,AMAZONAS,activos_totales
2010-12-01,130.61572399398887,118.18736368462181,142.54858522563094,128.82407902809192,131.93,historico_ajustado,2010-12,2010,12,AMAZONAS,activos_totales
2011-01-01,130.90069092975224,118.26631432854377,143.4972503236253,129.37434297986673,129.37,historico_ajustado,2011-01,2011,1,AMAZONAS,activos_totales
2011-02-01,131.98087461401704,120.71628861775841,144.6056672423449,129.9246069316416,131.51,historico_ajustado,2011-02,2011,2,AMAZONAS,activos_totales
2011-03-01,136.05725595508972,124.35299378120997,148.90280216875098,130.42161953324464,129.79,historico_ajustado,2011-03,2011,3,AMAZONAS,activos_totales
2011-04-01,132.1674325811827,119.49127829596547,143.26250631488705,130.97188329916992,129.58,historico_ajustado,2011-04,2011,4,AMAZONAS,activos_totales
2011-05-01,132.8855091655771,120.33535064266096,145.44878232097193,131.50439662103307,134.09,historico_ajustado,2011-05,2011,5,AMAZONAS,activos_totales
2011-06-01,131.92209311000832,118.86343335845142,144.38654719097607,132.05466038695835,135.18,historico_ajustado,2011-06,2011,6,AMAZONAS,activos_totales
2011-07-01,131.40138446730757,119.14078834214264,143.42596474080207,132.58717370882152,137.04,historico_ajustado,2011-07,2011,7,AMAZONAS,activos_totales
2011-08-01,134.25599357229098,121.85574320087262,147.12020005524658,133.13743747474678,136.82,historico_ajustado,2011-08,2011,8,AMAZONAS,activos_totales
2011-09-01,135.46119983657138,123.37678618240929,147.4621370534219,133.68770124067206,138.97,historico_ajustado,2011-09,2011,9,AMAZONAS,activos_totales
2011-10-01,134.9002226674261,122.31221886180775,146.11430685850587,134.22021456253523,135.25,historico_ajustado,2011-10,2011,10,AMAZONAS,activos_totales
2011-11-01,135.89292114233905,122.94728379272576,148.74862691899426,134.63156583451322,137.22,historico_ajustado,2011-11,2011,11,AMAZONAS,activos_totales
2011-12-01,137.5501831255725,125.54762249289041,149.6767969830937,135.02964771062096,137.34,historico_ajustado,2011-12,2011,12,AMAZONAS,activos_totales
2012-01-01,136.70304529394517,124.64994589984249,148.8382544352103,135.44099898259896,139.58,historico_ajustado,2012-01,2012,1,AMAZONAS,activos_totales
2012-02-01,135.71222587432726,123.08830155140167,147.8758120079561,135.85235025457698,140.83,historico_ajustado,2012-02,2012,2,AMAZONAS,activos_totales
2012-03-01,135.92778281904404,122.99924977689652,148.41355252980247,136.23716273481446,144.71,historico_ajustado,2012-03,2012,3,AMAZONAS,activos_totales
2012-04-01,135.78180608607727,123.83721836993341,148.3077942301427,136.64851400679245,141.75,historico_ajustado,2012-04,2012,4,AMAZONAS,activos_totales
2012-05-01,139.41663973403485,127.42494060078073,152.1687685903673,136.85210814730263,137.7,historico_ajustado,2012-05,2012,5,AMAZONAS,activos_totales
2012-06-01,138.558523435685,125.27724544519617,151.77473734490036,137.06248875916316,141.53,historico_ajustado,2012-06,2012,6,AMAZONAS,activos_totales
2012-07-01,137.75028249266555,125.10720536053836,150.2887848820299,137.26608289967334,143.83,historico_ajustado,2012-07,2012,7,AMAZONAS,activos_totales
2012-08-01,138.52870025819692,126.19143392335724,149.6574612423801,137.47646351153386,146.0,historico_ajustado,2012-08,2012,8,AMAZONAS,activos_totales
2012-09-01,136.90378092514757,124.46746421866057,150.46833634687357,137.68684412339437,147.84,historico_ajustado,2012-09,2012,9,AMAZONAS,activos_totales
2012-10-01,138.61381502496047,126.25806972494529,151.0575152207879,137.89043826390457,150.63,historico_ajustado,2012-10,2012,10,AMAZONAS,activos_totales
2012-11-01,140.38679086001795,128.2340639986671,152.8145011791564,138.10081887576507,157.95,historico_ajustado,2012-11,2012,11,AMAZONAS,activos_totales
2012-12-01,138.56580020236933,126.81047966967222,150.8844223199239,138.25965324553883,158.6,historico_ajustado,2012-12,2012,12,AMAZONAS,activos_totales
2013-01-01,140.38154360221264,127.59314541975772,152.19499054512923,138.42378209430504,153.59,historico_ajustado,2013-01,2013,1,AMAZONAS,activos_totales
2013-02-01,145.10962183926017,132.3381230984584,157.3387575815582,138.58791094307125,165.92,historico_ajustado,2013-02,2013,2,AMAZONAS,activos_totales
2013-03-01,140.3755589876769,128.55737516639715,152.73471102699955,138.73615635486007,157.53,historico_ajustado,2013-03,2013,3,AMAZONAS,activos_totales
2013-04-01,138.74733326777667,126.63527939327525,151.1470330603545,138.90028520362625,144.83,historico_ajustado,2013-04,2013,4,AMAZONAS,activos_totales
2013-05-01,141.2570255278572,129.09727894301562,153.23053188863312,139.0591195734,141.12,historico_ajustado,2013-05,2013,5,AMAZONAS,activos_totales
2013-06-01,140.18480392914196,127.5255039582235,152.17958740930962,139.22324839700758,133.28,historico_ajustado,2013-06,2013,6,AMAZONAS,activos_totales
2013-07-01,139.29547610404038,127.70958019785883,151.1070117409614,139.38208274243428,128.7,historico_ajustado,2013-07,2013,7,AMAZONAS,activos_totales
2013-08-01,140.59599834629017,127.71940794508664,152.98341956991905,139.54621156604188,128.69,historico_ajustado,2013-08,2013,8,AMAZONAS,activos_totales
2013-09-01,139.77435915812248,127.44133045239192,152.13032958163112,139.71034038964947,133.61,historico_ajustado,2013-09,2013,9,AMAZONAS,activos_totales
2013-10-01,140.59192006637946,128.22078490251695,152.50259456020035,139.86917473507617,132.47,historico_ajustado,2013-10,2013,10,AMAZONAS,activos_totales
2013-11-01,141.97646541620685,129.7796641079648,153.92516662944206,140.03330355868374,128.97,historico_ajustado,2013-11,2013,11,AMAZONAS,activos_totales
2013-12-01,141.24544760921378,129.56058947943464,153.30007113869948,140.19213790411044,130.68,historico_ajustado,2013-12,2013,12,AMAZONAS,activos_totales
2014-01-01,142.11476138007373,129.57228950273247,154.04477616011334,140.35626675937272,131.79,historico_ajustado,2014-01,2014,1,AMAZONAS,activos_totales
2014-02-01,144.7980542714429,131.93468474785655,156.98924998305367,140.520395614635,131.64,historico_ajustado,2014-02,2014,2,AMAZONAS,activos_totales
2014-03-01,144.29042821806948,131.5232187557711,156.1362344920474,140.66864103229122,133.96,historico_ajustado,2014-03,2014,3,AMAZONAS,activos_totales
2014-04-01,141.36767438197916,129.07307093614534,154.4375335513494,140.8327698875535,132.92,historico_ajustado,2014-04,2014,4,AMAZONAS,activos_totales
2014-05-01,142.794895193803,130.39692976282092,155.59419406254426,140.99160426361374,135.86,historico_ajustado,2014-05,2014,5,AMAZONAS,activos_totales
2014-06-01,141.57410140875268,129.2425549931575,153.28511064354458,141.15573311887601,135.84,historico_ajustado,2014-06,2014,6,AMAZONAS,activos_totales
2014-07-01,140.70048319648322,128.56519009270414,152.53747091717332,141.34403118331613,137.09,historico_ajustado,2014-07,2014,7,AMAZONAS,activos_totales
2014-08-01,142.6105311481429,130.55241850931273,154.72494460535006,141.53860584990426,140.04,historico_ajustado,2014-08,2014,8,AMAZONAS,activos_totales
2014-09-01,142.64972864572994,130.17557626307246,154.52382389291733,141.7331805164924,142.22,historico_ajustado,2014-09,2014,9,AMAZONAS,activos_totales
2014-10-01,142.62983134991558,130.7055507708988,155.21917381854269,141.92147858093253,143.51,historico_ajustado,2014-10,2014,10,AMAZONAS,activos_totales
2014-11-01,143.7176242716733,131.22468769930998,156.01283060804352,142.11605324752065,142.86,historico_ajustado,2014-11,2014,11,AMAZONAS,activos_totales
2014-12-01,144.0959962778459,131.92558152449948,156.59536872931247,142.3043513119608,144.0,historico_ajustado,2014-12,2014,12,AMAZONAS,activos_totales
2015-01-01,144.02527392843265,131.29563634391715,155.72368482119296,142.4989259785489,140.06,historico_ajustado,2015-01,2015,1,AMAZONAS,activos_totales
2015-02-01,144.83226280748633,131.71652115454523,157.00021595677438,142.7759951251116,142.33,historico_ajustado,2015-02,2015,2,AMAZONAS,activos_totales
2015-03-01,148.6618875503062,136.6512740098412,161.13542601170516,143.0262511284585,143.53,historico_ajustado,2015-03,2015,3,AMAZONAS,activos_totales
2015-04-01,144.49886955703465,132.09467554751706,156.163454996335,143.30332027502118,146.89,historico_ajustado,2015-04,2015,4,AMAZONAS,activos_totales
2015-05-01,144.95256425171686,133.22389642994727,156.71164337608087,143.5714517071786,151.92,historico_ajustado,2015-05,2015,5,AMAZONAS,activos_totales
2015-06-01,143.71595357678817,131.10417166720887,155.99834551855056,143.84852085374126,149.66,historico_ajustado,2015-06,2015,6,AMAZONAS,activos_totales
2015-07-01,142.93086304437696,129.81649403387877,154.68999634409133,144.11665228589868,144.83,historico_ajustado,2015-07,2015,7,AMAZONAS,activos_totales
2015-08-01,145.64924464175445,133.21418822278667,158.38648928964994,144.5306885442014,145.36,historico_ajustado,2015-08,2015,8,AMAZONAS,activos_totales
2015-09-01,146.7182233983973,134.43928612940167,157.99281732366273,144.9447248025041,145.6,historico_ajustado,2015-09,2015,9,AMAZONAS,activos_totales
2015-10-01,146.025413157373,133.41613828741208,158.19457169241485,145.34540505247446,143.05,historico_ajustado,2015-10,2015,10,AMAZONAS,activos_totales
2015-11-01,147.0207966186058,135.37236758922506,159.01741888988363,145.75944131077716,144.33,historico_ajustado,2015-11,2015,11,AMAZONAS,activos_totales
2015-12-01,148.68065697570367,136.0886193732461,161.45382212353923,146.1601215607475,142.28,historico_ajustado,2015-12,2015,12,AMAZONAS,activos_totales
2016-01-01,147.83620413039642,134.41771381035318,159.62355514563063,146.5741578190502,148.8,historico_ajustado,2016-01,2016,1,AMAZONAS,activos_totales
2016-02-01,146.84806969711224,134.78330779101927,158.8791983017286,146.98819407735294,148.33,historico_ajustado,2016-02,2016,2,AMAZONAS,activos_totales
2016-03-01,147.30333428530804,136.2318319127395,159.50203233657166,147.6127142010771,151.05,historico_ajustado,2016-03,2016,3,AMAZONAS,activos_totales
2016-04-01,147.41359675744778,134.94845901367196,158.94829682630285,148.28030467816154,147.06,historico_ajustado,2016-04,2016,4,AMAZONAS,activos_totales
2016-05-01,151.4908915652996,140.52208710426132,163.54026702203853,148.92635997856587,148.95,historico_ajustado,2016-05,2016,5,AMAZONAS,activos_totales
2016-06-01,151.0899851321781,138.3800049919091,163.3240769295161,149.59395045565034,148.6,historico_ajustado,2016-06,2016,6,AMAZONAS,activos_totales
2016-07-01,150.72420534904813,138.3301668177178,163.32573805227636,150.24000575605464,143.34,historico_ajustado,2016-07,2016,7,AMAZONAS,activos_totales
2016-08-01,151.95983297979808,140.11506609824715,164.05077107407075,150.90759623313912,148.35,historico_ajustado,2016-08,2016,8,AMAZONAS,activos_totales
2016-09-01,151.07360733308343,139.05652883887305,163.77130418831595,151.85667053133704,154.77,historico_ajustado,2016-09,2016,9,AMAZONAS,activos_totales
2016-10-01,153.49850629064716,141.14138650827553,164.6579912111719,152.77512952959316,162.85,historico_ajustado,2016-10,2016,10,AMAZONAS,activos_totales
2016-11-01,156.01017581204448,143.64326830717903,168.23756959626348,153.72420382779111,161.21,historico_ajustado,2016-11,2016,11,AMAZONAS,activos_totales
2016-12-01,154.9488097828721,142.26767661646042,166.9574679616918,154.6426628260472,156.55,historico_ajustado,2016-12,2016,12,AMAZONAS,activos_totales
2017-01-01,157.54949863215833,145.09047902619812,169.33874260551607,155.59173712424518,160.39,historico_ajustado,2017-01,2017,1,AMAZONAS,activos_totales
2017-02-01,163.06252231864633,150.69974586424283,176.36718029697772,156.54081142244317,161.78,historico_ajustado,2017-02,2017,2,AMAZONAS,activos_totales
2017-03-01,159.03744245363995,146.5055747647574,170.9714581090764,157.3980398208155,155.4,historico_ajustado,2017-03,2017,3,AMAZONAS,activos_totales
2017-04-01,158.50608648609412,146.7742661543548,169.56530913923157,158.65903842194302,165.67,historico_ajustado,2017-04,2017,4,AMAZONAS,activos_totales
2017-05-01,162.0772656032935,149.04305741036464,173.38471621488807,159.87935964884062,164.46,historico_ajustado,2017-05,2017,5,AMAZONAS,activos_totales
2017-06-01,162.10191378209834,150.34382840941726,174.69098927366335,161.1403582499682,164.68,historico_ajustado,2017-06,2017,6,AMAZONAS,activos_totales
2017-07-01,162.27407283847,149.607416996479,174.77331039638798,162.36067947686578,162.83,historico_ajustado,2017-07,2017,7,AMAZONAS,activos_totales
2017-08-01,164.67146485823628,152.4453033685584,177.36711937125648,163.6216780779933,160.66,historico_ajustado,2017-08,2017,8,AMAZONAS,activos_totales
2017-09-01,164.94669544760137,151.15465334189355,176.53580856333926,164.8826766791208,158.8,historico_ajustado,2017-09,2017,9,AMAZONAS,activos_totales
2017-10-01,167.23503247205713,155.5625699936268,179.19116589025614,166.51228714075043,159.23,historico_ajustado,2017-10,2017,10,AMAZONAS,activos_totales
2017-11-01,170.13937980862676,158.339695580543,183.12086773583883,168.19621795110098,158.47,historico_ajustado,2017-11,2017,11,AMAZONAS,activos_totales
2017-12-01,170.87913811784324,158.2812454057288,182.98256418732095,169.82582841273054,165.43,historico_ajustado,2017-12,2017,12,AMAZONAS,activos_totales
2018-01-01,173.26825384378628,160.75192567894234,184.74101322693969,171.50975922308112,170.79,historico_ajustado,2018-01,2018,1,AMAZONAS,activos_totales
2018-02-01,177.47134869025422,164.49572149718543,190.1415980807834,173.19369003343172,173.08,historico_ajustado,2018-02,2018,2,AMAZONAS,activos_totales
2018-03-01,178.33644698340382,165.61063641375551,190.45066370719425,174.7146597976193,173.03,historico_ajustado,2018-03,2018,3,AMAZONAS,activos_totales
2018-04-01,176.9334951023964,164.26325565174787,189.23773024104818,176.39859060796988,170.8,historico_ajustado,2018-04,2018,4,AMAZONAS,activos_totales
2018-05-01,180.0746182531309,167.81566692997433,192.09054041669245,178.27132732294342,173.84,historico_ajustado,2018-05,2018,5,AMAZONAS,activos_totales
2018-06-01,180.62485688495545,168.83606073802142,192.50069782377315,180.20648859508273,174.93,historico_ajustado,2018-06,2018,6,AMAZONAS,activos_totales
2018-07-01,181.43567732322208,169.10941719992022,193.9979307165205,182.07922531005627,177.93,historico_ajustado,2018-07,2018,7,AMAZONAS,activos_totales
2018-08-01,185.08631188042995,174.03908644210543,196.87237659221753,184.01438658219564,188.57,historico_ajustado,2018-08,2018,8,AMAZONAS,activos_totales
2018-09-01,186.86609598356515,174.62718056577344,199.60826188313956,185.94954785433498,189.4,historico_ajustado,2018-09,2018,9,AMAZONAS,activos_totales
2018-10-01,188.5306373382885,174.91882864404155,200.61544104122166,187.8222845693085,192.86,historico_ajustado,2018-10,2018,10,AMAZONAS,activos_totales
2018-11-01,191.35901706687682,180.00133466039762,204.2370444417173,189.75744604272703,201.5,historico_ajustado,2018-11,2018,11,AMAZONAS,activos_totales
2018-12-01,193.42182791838096,181.2765429743632,206.01443881514757,191.63018295248688,202.98,historico_ajustado,2018-12,2018,12,AMAZONAS,activos_totales
2019-01-01,195.09169237578297,182.5610852795291,207.1805082927497,193.56534442590538,204.59,historico_ajustado,2019-01,2019,1,AMAZONAS,activos_totales
2019-02-01,197.55677358170442,185.31342795367894,210.34975454671218,195.5005058993239,208.53,historico_ajustado,2019-02,2019,2,AMAZONAS,activos_totales
2019-04-01,200.3791044372016,188.86438419702938,212.57505320298242,199.18355515518493,202.71,historico_ajustado,2019-04,2019,4,AMAZONAS,activos_totales
2019-05-01,202.43740460948865,189.74982964074155,214.1816573684532,201.0562920649448,209.99,historico_ajustado,2019-05,2019,5,AMAZONAS,activos_totales
2019-06-01,202.8588862614074,189.46248988331132,214.5668898713512,202.99145353836332,210.2,historico_ajustado,2019-06,2019,6,AMAZONAS,activos_totales
2019-07-01,203.67840136345544,191.67471029293088,216.00930784882772,204.8641906049777,209.03,historico_ajustado,2019-07,2019,7,AMAZONAS,activos_totales
2019-08-01,207.91790833803424,195.49626715359318,220.88429149469295,206.79935224047918,207.91,historico_ajustado,2019-08,2019,8,AMAZONAS,activos_totales
2019-09-01,210.5080124718787,198.81439392362262,223.429069620494,208.7345138759807,210.12,historico_ajustado,2019-09,2019,9,AMAZONAS,activos_totales
2019-10-01,211.28725904748742,199.02818871177064,223.4588437095248,210.60725094259507,211.43,historico_ajustado,2019-10,2019,10,AMAZONAS,activos_totales
2019-11-01,213.80376788593114,201.7027917586317,226.44575959126004,212.54241257809656,209.31,historico_ajustado,2019-11,2019,11,AMAZONAS,activos_totales
2019-12-01,216.93568505966584,204.19964572087846,229.38549430825702,214.415149644711,216.6,historico_ajustado,2019-12,2019,12,AMAZONAS,activos_totales
2020-01-01,217.6123576809462,205.43117489849368,229.8417138409292,216.35031136959827,220.72,historico_ajustado,2020-01,2020,1,AMAZONAS,activos_totales
2020-02-01,218.14534871423626,206.25581383375263,230.01283507105603,218.28547309448555,220.75,historico_ajustado,2020-02,2020,2,AMAZONAS,activos_totales
2020-03-01,219.786405760078,206.86140890964032,232.87580137077114,220.09578567583176,220.05,historico_ajustado,2020-03,2020,3,AMAZONAS,activos_totales
2020-04-01,221.16423948001113,208.5316410235205,233.9094059965793,222.03094740071904,222.65,historico_ajustado,2020-04,2020,4,AMAZONAS,activos_totales
2020-05-01,226.46821614056788,213.87656391450628,238.56527890441842,223.90368455383577,222.6,historico_ajustado,2020-05,2020,5,AMAZONAS,activos_totales
2020-06-01,227.33488095524402,215.36764580359943,239.34677687686593,225.8388462787231,223.02,historico_ajustado,2020-06,2020,6,AMAZONAS,activos_totales
2020-07-01,228.19578302482918,216.0601634075627,240.98030532970307,227.71158343183978,228.35,historico_ajustado,2020-07,2020,7,AMAZONAS,activos_totales
2020-08-01,230.93616686163014,218.63952067581303,243.45973098280666,229.88393011496416,227.91,historico_ajustado,2020-08,2020,8,AMAZONAS,activos_totales
2020-09-01,231.27321359984057,218.8212353205924,243.29638018551069,232.0562767980885,231.79,historico_ajustado,2020-09,2020,9,AMAZONAS,activos_totales
2020-10-01,234.88192454281653,223.2077816675012,247.19314850211552,234.15854778175728,239.73,historico_ajustado,2020-10,2020,10,AMAZONAS,activos_totales
2020-11-01,238.61686644913303,227.3734462325482,250.98651206373324,236.33089446488165,243.37,historico_ajustado,2020-11,2020,11,AMAZONAS,activos_totales
2020-12-01,238.739312405384,226.84066664238182,251.19311235208048,238.4331654485504,241.32,historico_ajustado,2020-12,2020,12,AMAZONAS,activos_totales
2021-01-01,242.56327363958547,229.04856173988162,254.75668602324376,240.60551213167483,239.54,historico_ajustado,2021-01,2021,1,AMAZONAS,activos_totales
2021-02-01,249.78186635481612,237.2992429323025,261.9334981922731,243.26015545862833,241.24,historico_ajustado,2021-02,2021,2,AMAZONAS,activos_totales
2021-03-01,247.2973004512755,235.5279374154351,259.354466834807,245.6578978184573,236.79,historico_ajustado,2021-03,2021,3,AMAZONAS,activos_totales
2021-04-01,248.15958920955478,235.86884016860103,260.97033417612755,248.31254114541082,246.33,historico_ajustado,2021-04,2021,4,AMAZONAS,activos_totales
2021-05-01,253.07945677111303,241.02561092972994,266.07088352304663,250.8815508166561,249.8,historico_ajustado,2021-05,2021,5,AMAZONAS,activos_totales
2021-06-01,254.49774967572702,241.86190595540359,266.4728007024739,253.5361941436096,253.92,historico_ajustado,2021-06,2021,6,AMAZONAS,activos_totales
2021-07-01,256.0185971764634,243.43452837354383,268.3231397773961,256.105203814855,253.73,historico_ajustado,2021-07,2021,7,AMAZONAS,activos_totales
2021-08-01,259.80963392205194,247.93661704460993,272.39693391494325,258.75984714180834,255.93,historico_ajustado,2021-08,2021,8,AMAZONAS,activos_totales
2021-09-01,262.02801158944976,249.18918102082156,274.45125230499275,261.9639928209649,252.43,historico_ajustado,2021-09,2021,9,AMAZONAS,activos_totales
2021-10-01,265.7875242933917,253.36301702375363,279.0082783191188,265.0647789620842,251.29,historico_ajustado,2021-10,2021,10,AMAZONAS,activos_totales
2021-11-01,270.212086498765,257.9530537234738,282.1957787133636,268.26892464124086,256.14,historico_ajustado,2021-11,2021,11,AMAZONAS,activos_totales
2021-12-01,272.42302048746944,261.06620346800185,284.5533385863595,271.36971078236013,270.78,historico_ajustado,2021-12,2021,12,AMAZONAS,activos_totales
2022-02-01,282.0556607974859,269.9175317731901,294.99216457544196,277.7780021406734,281.3,historico_ajustado,2022-02,2022,2,AMAZONAS,activos_totales
2022-03-01,284.293856391494,272.15020030178323,295.92241776627526,280.6720692057181,286.04,historico_ajustado,2022-03,2022,3,AMAZONAS,activos_totales
2022-04-01,284.5284088817167,272.0728028172983,296.224724213953,283.9935043872914,286.37,historico_ajustado,2022-04,2022,4,AMAZONAS,activos_totales
2022-05-01,289.0110874286797,276.33983719420087,301.6018190649179,287.20779649849146,292.55,historico_ajustado,2022-05,2022,5,AMAZONAS,activos_totales
2022-06-01,290.94759996995055,278.49224628921706,303.32207913870076,290.52923168006487,302.45,historico_ajustado,2022-06,2022,6,AMAZONAS,activos_totales
2022-07-01,293.0999758044319,280.36401188147954,305.6113231229589,293.74352379126486,304.31,historico_ajustado,2022-07,2022,7,AMAZONAS,activos_totales
2022-08-01,298.13688427107286,286.2277028427265,310.5218139360787,297.0649589728382,316.04,historico_ajustado,2022-08,2022,8,AMAZONAS,activos_totales
2022-09-01,301.30294228364977,288.85476655209135,312.97642384883113,300.3863941544115,316.0,historico_ajustado,2022-09,2022,9,AMAZONAS,activos_totales
2022-10-01,304.30903903459654,291.5924049089615,316.73568301720485,303.60068626561167,326.7,historico_ajustado,2022-10,2022,10,AMAZONAS,activos_totales
2022-11-01,308.5236924546465,296.18806244238044,320.6996146613697,306.92212143050074,331.43,historico_ajustado,2022-11,2022,11,AMAZONAS,activos_totales
2022-12-01,311.92805849144355,300.3535934698848,324.02753748590004,310.13641352555464,325.96,historico_ajustado,2022-12,2022,12,AMAZONAS,activos_totales
2023-01-01,314.98419664032616,302.81311295319034,326.7878998619286,313.45784869044365,326.27,historico_ajustado,2023-01,2023,1,AMAZONAS,activos_totales
2023-02-01,318.8355515377015,306.95016638918946,331.03000945690934,316.7792838553327,332.3,historico_ajustado,2023-02,2023,2,AMAZONAS,activos_totales
2023-03-01,325.41492623255806,312.8159510029976,337.1146968709799,319.77928981071636,336.17,historico_ajustado,2023-03,2023,3,AMAZONAS,activos_totales
2023-04-01,324.29627425762175,312.2440384004193,336.24421958627914,323.1007249756055,337.97,historico_ajustado,2023-04,2023,4,AMAZONAS,activos_totales
2023-05-01,327.6961296152006,314.746076035107,340.72988736134835,326.3150170706594,329.83,historico_ajustado,2023-05,2023,5,AMAZONAS,activos_totales
2023-06-01,329.50388495858556,317.4695873649399,341.2053954806888,329.63645223554846,325.51,historico_ajustado,2023-06,2023,6,AMAZONAS,activos_totales
2023-07-01,331.6649550890825,319.1359494823408,344.6305832686621,332.85074433060237,325.82,historico_ajustado,2023-07,2023,7,AMAZONAS,activos_totales
2023-08-01,337.2907355930469,323.5196983601288,349.5721667014086,336.1721794954915,330.28,historico_ajustado,2023-08,2023,8,AMAZONAS,activos_totales
2023-09-01,341.26711325627474,328.1366545606432,354.0559945347773,339.49361466038056,328.26,historico_ajustado,2023-09,2023,9,AMAZONAS,activos_totales
2023-10-01,343.3879148603274,331.7180648721299,355.7132267254757,342.70790675543446,324.24,historico_ajustado,2023-10,2023,10,AMAZONAS,activos_totales
2023-11-01,347.2906972281512,335.10813584252213,359.95824405240415,346.0293419203235,325.74,historico_ajustado,2023-11,2023,11,AMAZONAS,activos_totales
2023-12-01,351.76416943033155,339.9837781114203,363.52798883212466,349.2436340153775,336.72,historico_ajustado,2023-12,2023,12,AMAZONAS,activos_totales
2024-01-01,353.8271154916162,341.71292343926604,365.99977183055483,352.56506918026656,331.75,historico_ajustado,2024-01,2024,1,AMAZONAS,activos_totales
2024-02-01,355.74637996489474,344.0053702585754,368.012267003838,355.8865043451556,334.87,historico_ajustado,2024-02,2024,2,AMAZONAS,activos_totales
2024-03-01,358.6842734546032,345.96660718293805,371.6161305391944,358.9936533703744,330.68,historico_ajustado,2024-03,2024,3,AMAZONAS,activos_totales
2024-04-01,361.44838061455283,348.8924254891863,373.4298084973116,362.3150885352635,329.16,historico_ajustado,2024-04,2024,4,AMAZONAS,activos_totales
2024-05-01,368.0939122170533,355.7324771578568,380.7975409593443,365.5293806303174,341.44,historico_ajustado,2024-05,2024,5,AMAZONAS,activos_totales
2024-06-01,370.3468504717303,356.94801716030537,382.45920946860787,368.85081579520636,346.39,historico_ajustado,2024-06,2024,6,AMAZONAS,activos_totales
2024-07-01,372.5493074832542,361.3103471835669,384.1764383811955,372.0651078902604,353.7,historico_ajustado,2024-07,2024,7,AMAZONAS,activos_totales
2024-08-01,376.43877980181566,364.3012543628656,388.05762098424157,375.3865430551494,368.01,historico_ajustado,2024-08,2024,8,AMAZONAS,activos_totales
