cluster,bancos,observaciones,activos_promedio,patrimonio_promedio,roe_promedio,morosidad_promedio,solvencia_promedio,perfil_cluster
0,6,53,8230.340424528302,794.8606003430532,12.37024013722127,3.641633790737564,8.673701543739279,Bancos grandes o consolidados
1,10,58,90.88156515897894,19.271540155247052,22.666224436483056,6.469026160620988,26.359242984027468,Pequeños con mayor solvencia proxy
2,29,311,891.7342903900308,94.83330932417097,9.424884223651215,6.126650064030289,10.703086492525813,Mayor riesgo relativo
3,7,19,1689.1290966051492,152.36882946001367,4.101456482114377,64.33343415356573,16.176181932102985,Mayor riesgo relativo
