modelo,conjunto,mae,rmse,r2,observaciones
RandomForestRegressor_ROE,train,3.9740792037725963,9.044939367029237,0.7432380839429964,3982
RandomForestRegressor_ROE,test,11.607168686665926,20.37234459110846,0.05911175108820743,949
