periodo,periodo_dt,anio,mes,banco_estandarizado,activos_totales,pasivos_totales,patrimonio,morosidad,solvencia_proxy,roe,roe_real,roe_estimado,error_roe,error_abs_roe
2012-01,2012-01-01,2012,1,GUAYAQUIL,3148.07,2847.29,296.41,2.16,8.33,17.09,17.09,16.114692128334624,0.9753078716653754,0.9753078716653754
2012-01,2012-01-01,2012,1,INTERNACIONAL,1689.99,1514.06,173.42,1.39,8.99,17.39,17.39,15.641366281357538,1.7486337186424628,1.7486337186424628
2012-01,2012-01-01,2012,1,LITORAL,21.02,17.14,3.87,6.16,15.06,5.35,5.35,6.079430769600771,-0.7294307696007714,0.7294307696007714
2012-01,2012-01-01,2012,1,LOJA,326.44,295.12,30.87,2.49,8.25,17.26,17.26,18.13518428885927,-0.8751842888592698,0.8751842888592698
2012-01,2012-01-01,2012,1,MACHALA,533.83,490.13,43.24,2.54,7.28,12.81,12.81,12.248293902116394,0.5617060978836061,0.5617060978836061
2012-01,2012-01-01,2012,1,PACIFICO,2944.67,2560.31,379.1,1.53,11.53,16.65,16.65,15.430905958393465,1.2190940416065335,1.2190940416065335
2012-01,2012-01-01,2012,1,PICHINCHA,6952.76,6265.22,679.87,3.13,9.11,13.64,13.64,17.898674604377106,-4.258674604377106,4.258674604377106
2012-01,2012-01-01,2012,1,PROCREDIT,388.91,338.21,50.11,1.98,12.05,14.31,14.31,16.109954941724943,-1.799954941724943,1.799954941724943
2012-01,2012-01-01,2012,1,PRODUBANCO,2232.34,2017.03,212.73,1.69,8.69,14.62,14.62,14.685085130610126,-0.065085130610127,0.065085130610127
2012-01,2012-01-01,2012,1,PROMERICA,659.99,609.41,50.08,2.33,7.0,12.05,12.05,10.490240483867986,1.559759516132015,1.559759516132015
2012-01,2012-01-01,2012,1,SOLIDARIO,350.52,302.03,47.85,6.36,12.29,16.0,16.0,16.180044326321823,-0.18004432632182343,0.18004432632182343
2012-01,2012-01-01,2012,1,SUDAMERICANO,10.03,4.39,5.64,2.03,43.83,1.53,1.53,6.56155795995671,-5.03155795995671,5.03155795995671
2012-01,2012-01-01,2012,1,TERRITORIAL,132.81,118.24,14.63,16.22,8.29,-4.92,-4.92,16.394693326395824,-21.314693326395826,21.314693326395826
2012-01,2012-01-01,2012,1,UNIBANCO,382.65,317.01,65.23,7.85,15.66,7.44,7.44,9.2126755007955,-1.7726755007954997,1.7726755007954997
2012-02,2012-02-01,2012,2,AMAZONAS,140.83,125.73,14.77,5.34,9.55,12.72,12.72,18.010262205387196,-5.2902622053871955,5.2902622053871955
2012-02,2012-02-01,2012,2,AUSTRO,1062.33,962.21,96.98,4.8,8.25,19.48,19.48,18.843124808894807,0.6368751911051937,0.6368751911051937
2012-02,2012-02-01,2012,2,BOLIVARIANO,1913.92,1747.9,161.7,1.0,7.66,16.03,16.03,13.695582708032717,2.3344172919672843,2.3344172919672843
2012-02,2012-02-01,2012,2,CAPITAL,122.06,106.95,14.99,4.36,10.91,4.85,4.85,5.2369793957893975,-0.3869793957893979,0.3869793957893979
2012-02,2012-02-01,2012,2,CITIBANK,503.07,462.33,39.11,1.6,7.6,25.11,25.11,24.09376456349206,1.016235436507941,1.016235436507941
2012-02,2012-02-01,2012,2,COFIEC,41.49,32.13,9.27,3.78,18.19,5.63,5.63,2.995373470418471,2.6346265295815288,2.6346265295815288
2012-02,2012-02-01,2012,2,COMERCIAL DE MANABI,41.25,34.03,7.21,5.55,13.17,1.04,1.04,20.68323722943724,-19.64323722943724,19.64323722943724
2012-02,2012-02-01,2012,2,COOPNACIONAL,146.63,127.26,18.76,55.47,12.74,19.35,19.35,16.123672804787795,3.226327195212207,3.226327195212207
2012-02,2012-02-01,2012,2,D-MIRO,47.25,36.54,10.64,3.23,21.04,3.75,3.75,3.160783721741222,0.5892162782587782,0.5892162782587782
2012-02,2012-02-01,2012,2,DELBANK,18.81,11.26,7.55,5.03,33.83,28.82,28.82,29.288738241943204,-0.46873824194320335,0.46873824194320335
2012-02,2012-02-01,2012,2,FINCA,46.15,35.27,10.75,8.45,20.52,7.2,7.2,9.076563921356428,-1.8765639213564276,1.8765639213564276
2012-02,2012-02-01,2012,2,GENERAL RUMIÑAHUI,471.62,438.67,31.58,2.15,6.45,26.15,26.15,22.008977982387986,4.141022017612013,4.141022017612013
2012-02,2012-02-01,2012,2,GUAYAQUIL,3211.81,2907.2,296.38,2.3,8.12,16.28,16.28,16.631800313760316,-0.3518003137603145,0.3518003137603145
2012-02,2012-02-01,2012,2,INTERNACIONAL,1751.61,1573.46,173.65,1.65,8.87,15.6,15.6,16.12054951488328,-0.5205495148832799,0.5205495148832799
2012-02,2012-02-01,2012,2,LITORAL,23.95,20.06,3.87,5.15,12.8,3.84,3.84,4.436752124819624,-0.5967521248196244,0.5967521248196244
2012-02,2012-02-01,2012,2,LOJA,324.34,292.58,30.87,2.34,8.51,17.17,17.17,18.64554027130276,-1.4755402713027586,1.4755402713027586
2012-02,2012-02-01,2012,2,MACHALA,539.8,495.68,43.24,2.41,7.3,12.16,12.16,12.101135812890805,0.0588641871091955,0.0588641871091955
2012-02,2012-02-01,2012,2,PACIFICO,3033.03,2643.3,379.1,1.71,11.19,16.81,16.81,16.131072654105147,0.6789273458948522,0.6789273458948522
2012-02,2012-02-01,2012,2,PICHINCHA,7002.78,6288.83,698.21,3.45,9.3,13.83,13.83,14.195526175028677,-0.3655261750286769,0.3655261750286769
2012-02,2012-02-01,2012,2,PROCREDIT,396.52,345.22,50.08,2.08,11.96,14.65,14.65,15.062705469622973,-0.4127054696229724,0.4127054696229724
2012-02,2012-02-01,2012,2,PRODUBANCO,2287.29,2069.59,212.82,1.87,8.59,13.78,13.78,14.623307394919891,-0.8433073949198917,0.8433073949198917
2012-02,2012-02-01,2012,2,PROMERICA,655.98,605.05,49.98,2.33,7.05,11.35,11.35,11.658906332556338,-0.30890633255633837,0.30890633255633837
2012-02,2012-02-01,2012,2,SOLIDARIO,351.32,302.24,47.84,7.07,12.35,15.61,15.61,15.734284083416572,-0.1242840834165726,0.1242840834165726
2012-02,2012-02-01,2012,2,SUDAMERICANO,10.48,4.8,5.64,2.06,42.21,4.71,4.71,7.022213455988455,-2.312213455988455,2.312213455988455
2012-02,2012-02-01,2012,2,TERRITORIAL,133.99,119.48,14.63,17.86,8.06,-4.53,-4.53,22.808320807710807,-27.338320807710808,27.338320807710808
2012-02,2012-02-01,2012,2,UNIBANCO,383.49,317.55,65.24,8.14,15.75,6.49,6.49,8.200768694916194,-1.7107686949161938,1.7107686949161938
2012-03,2012-03-01,2012,3,AMAZONAS,144.71,128.32,15.8,4.75,10.05,15.36,15.36,20.24964305518557,-4.889643055185569,4.889643055185569
2012-03,2012-03-01,2012,3,AUSTRO,1076.09,974.47,96.95,4.6,8.3,19.27,19.27,18.285553569023566,0.9844464309764334,0.9844464309764334
2012-03,2012-03-01,2012,3,BOLIVARIANO,2016.26,1854.77,154.92,94.74,6.96,16.43,16.43,16.750198924131418,-0.32019892413141804,0.32019892413141804
2012-03,2012-03-01,2012,3,CAPITAL,125.64,110.56,14.99,5.22,10.49,2.7,2.7,8.536457287434779,-5.836457287434778,5.836457287434778
2012-03,2012-03-01,2012,3,CITIBANK,558.25,516.78,39.08,1.27,6.91,24.43,24.43,19.383300208032708,5.046699791967292,5.046699791967292
2012-03,2012-03-01,2012,3,COFIEC,41.5,32.11,9.32,1.69,17.21,3.19,3.19,4.863535377585377,-1.673535377585377,1.673535377585377
2012-03,2012-03-01,2012,3,COMERCIAL DE MANABI,43.0,35.78,7.21,7.52,12.18,74.36,74.36,52.11775377187631,22.24224622812369,22.24224622812369
2012-03,2012-03-01,2012,3,COOPNACIONAL,150.17,130.5,18.76,51.49,12.52,19.51,19.51,16.78632822325821,2.723671776741792,2.723671776741792
2012-03,2012-03-01,2012,3,D-MIRO,46.97,36.24,10.64,2.99,21.4,3.17,3.17,4.125097617845115,-0.9550976178451149,0.9550976178451149
2012-03,2012-03-01,2012,3,DELBANK,18.86,11.3,7.55,4.53,32.11,72.23,72.23,33.56197974747473,38.668020252525274,38.668020252525274
2012-03,2012-03-01,2012,3,FINCA,47.05,36.14,10.75,7.88,20.24,5.88,5.88,7.245469822399821,-1.3654698223998212,1.3654698223998212
2012-03,2012-03-01,2012,3,GENERAL RUMIÑAHUI,484.37,450.85,31.61,1.74,6.35,24.15,24.15,22.494631825581823,1.6553681744181752,1.6553681744181752
2012-03,2012-03-01,2012,3,GUAYAQUIL,3278.87,2969.16,296.45,2.38,8.12,17.59,17.59,16.334024510859503,1.2559754891404964,1.2559754891404964
2012-03,2012-03-01,2012,3,INTERNACIONAL,1790.49,1611.53,171.95,1.54,8.66,16.23,16.23,16.552242539775047,-0.322242539775047,0.322242539775047
2012-03,2012-03-01,2012,3,LITORAL,24.36,20.45,3.87,4.17,12.05,4.76,4.76,4.797387649850147,-0.037387649850146865,0.037387649850146865
2012-03,2012-03-01,2012,3,LOJA,340.69,308.47,30.88,2.48,8.33,17.28,17.28,16.469923253228252,0.8100767467717489,0.8100767467717489
2012-03,2012-03-01,2012,3,MACHALA,555.23,510.55,43.25,2.3,7.2,13.23,13.23,11.97955255651755,1.2504474434824502,1.2504474434824502
2012-03,2012-03-01,2012,3,PACIFICO,3126.31,2730.76,379.7,1.71,10.93,16.71,16.71,16.02261118797869,0.687388812021311,0.687388812021311
2012-03,2012-03-01,2012,3,PICHINCHA,7245.31,6523.05,698.41,3.41,9.07,13.9,13.9,13.866227685370182,0.03377231462981811,0.03377231462981811
2012-03,2012-03-01,2012,3,PROCREDIT,412.86,364.8,46.35,1.95,10.71,13.98,13.98,14.49920651996152,-0.5192065199615197,0.5192065199615197
2012-03,2012-03-01,2012,3,PRODUBANCO,2309.6,2089.38,212.87,1.72,8.69,13.83,13.83,14.677895289340286,-0.8478952893402862,0.8478952893402862
2012-03,2012-03-01,2012,3,PROMERICA,682.98,631.46,49.98,2.17,6.87,12.31,12.31,12.481748655973655,-0.17174865597365496,0.17174865597365496
2012-03,2012-03-01,2012,3,SOLIDARIO,365.49,318.85,44.69,6.62,11.34,16.56,16.56,17.70234536047286,-1.1423453604728628,1.1423453604728628
2012-03,2012-03-01,2012,3,SUDAMERICANO,10.58,4.82,5.64,1.97,41.16,8.78,8.78,7.931909528619526,0.8480904713804733,0.8480904713804733
2012-03,2012-03-01,2012,3,TERRITORIAL,129.9,115.25,14.63,19.62,8.49,71.19,71.19,49.93800915084914,21.251990849150857,21.251990849150857
2012-03,2012-03-01,2012,3,UNIBANCO,386.52,319.57,65.24,7.66,15.9,10.53,10.53,9.730846419783918,0.7991535802160818,0.7991535802160818
2012-04,2012-04-01,2012,4,AMAZONAS,141.75,125.21,15.88,5.24,10.34,12.62,12.62,16.12269534715284,-3.502695347152839,3.502695347152839
2012-04,2012-04-01,2012,4,AUSTRO,1077.65,974.39,96.98,5.16,8.35,19.45,19.45,18.65143706450956,0.7985629354904376,0.7985629354904376
2012-04,2012-04-01,2012,4,BOLIVARIANO,2000.73,1836.81,154.9,89.48,7.08,17.02,17.02,17.203280355570364,-0.18328035557036415,0.18328035557036415
2012-04,2012-04-01,2012,4,CAPITAL,131.85,116.69,14.99,4.41,10.07,3.44,3.44,7.116486117123618,-3.6764861171236176,3.6764861171236176
2012-04,2012-04-01,2012,4,CITIBANK,561.54,519.82,39.09,1.12,6.81,20.25,20.25,18.265186493599,1.9848135064010002,1.9848135064010002
2012-04,2012-04-01,2012,4,COFIEC,44.98,35.52,9.28,7.04,14.29,5.58,5.58,2.544760604858105,3.035239395141895,3.035239395141895
2012-04,2012-04-01,2012,4,COMERCIAL DE MANABI,43.45,36.22,7.21,8.27,12.02,75.71,75.71,48.649464922669985,27.06053507733001,27.06053507733001
2012-04,2012-04-01,2012,4,COOPNACIONAL,156.17,136.25,18.76,35.13,12.17,18.56,18.56,15.401693991101492,3.1583060088985064,3.1583060088985064
2012-04,2012-04-01,2012,4,D-MIRO,47.67,36.93,10.64,3.35,20.96,2.67,2.67,3.137979694564696,-0.4679796945646961,0.4679796945646961
2012-04,2012-04-01,2012,4,DELBANK,18.93,11.37,7.54,5.59,32.82,73.84,73.84,35.77004608465608,38.06995391534392,38.06995391534392
2012-04,2012-04-01,2012,4,FINCA,47.42,36.44,10.76,8.8,20.12,6.21,6.21,2.651322810245311,3.558677189754689,3.558677189754689
2012-04,2012-04-01,2012,4,GENERAL RUMIÑAHUI,498.58,464.3,31.66,2.23,6.27,24.87,24.87,20.953901277241272,3.916098722758729,3.916098722758729
2012-04,2012-04-01,2012,4,GUAYAQUIL,3270.88,2953.74,298.11,2.53,8.27,18.97,18.97,16.885271710881707,2.084728289118292,2.084728289118292
2012-04,2012-04-01,2012,4,INTERNACIONAL,1768.17,1599.11,159.58,1.57,8.42,16.72,16.72,17.2658101948977,-0.545810194897701,0.545810194897701
2012-04,2012-04-01,2012,4,LITORAL,23.43,19.51,3.87,5.49,13.24,4.26,4.26,4.97850525002775,-0.71850525002775,0.71850525002775
2012-04,2012-04-01,2012,4,LOJA,338.17,306.63,29.65,2.2,8.32,18.55,18.55,19.933330467032967,-1.383330467032966,1.383330467032966
2012-04,2012-04-01,2012,4,MACHALA,574.38,529.6,43.27,2.39,6.99,10.46,10.46,10.123687344877345,0.33631265512265607,0.33631265512265607
2012-04,2012-04-01,2012,4,PACIFICO,3147.82,2747.37,379.54,1.65,11.05,16.54,16.54,15.869320644725637,0.6706793552743626,0.6706793552743626
2012-04,2012-04-01,2012,4,PICHINCHA,7464.36,6731.92,700.14,4.01,8.68,14.06,14.06,13.241338697691202,0.818661302308799,0.818661302308799
2012-04,2012-04-01,2012,4,PROCREDIT,414.27,365.69,46.37,2.07,10.66,13.63,13.63,14.008698134920639,-0.3786981349206382,0.3786981349206382
2012-04,2012-04-01,2012,4,PRODUBANCO,2338.66,2125.08,202.8,1.68,8.18,15.35,15.35,15.732370448532947,-0.38237044853294755,0.38237044853294755
2012-04,2012-04-01,2012,4,PROMERICA,682.76,630.76,49.97,2.6,6.82,12.18,12.18,10.324554019961523,1.8554459800384766,1.8554459800384766
2012-04,2012-04-01,2012,4,SOLIDARIO,366.34,318.88,44.74,6.69,11.43,17.43,17.43,18.28258865412366,-0.8525886541236609,0.8525886541236609
2012-04,2012-04-01,2012,4,SUDAMERICANO,10.61,4.81,5.64,1.7,40.7,9.02,9.02,12.080573615921121,-3.060573615921122,3.060573615921122
2012-04,2012-04-01,2012,4,TERRITORIAL,133.39,118.23,15.13,19.79,8.33,64.94,64.94,52.97671041948793,11.963289580512068,11.963289580512068
2012-04,2012-04-01,2012,4,UNIBANCO,380.85,312.98,65.6,7.83,16.35,10.44,10.44,10.911088844673838,-0.4710888446738384,0.4710888446738384
2012-05,2012-05-01,2012,5,AMAZONAS,137.7,120.98,15.85,4.95,10.67,13.27,13.27,13.444594911107416,-0.1745949111074161,0.1745949111074161
2012-05,2012-05-01,2012,5,AUSTRO,1102.6,998.47,97.02,5.13,8.24,17.61,17.61,17.569872740315247,0.04012725968475195,0.04012725968475195
2012-05,2012-05-01,2012,5,BOLIVARIANO,1974.81,1808.6,154.88,94.53,7.34,17.19,17.19,17.482476915029427,-0.2924769150294253,0.2924769150294253
2012-05,2012-05-01,2012,5,CAPITAL,133.24,118.12,14.99,4.49,10.03,2.22,2.22,7.716638447570949,-5.496638447570948,5.496638447570948
2012-05,2012-05-01,2012,5,CITIBANK,502.84,459.65,39.15,0.46,7.8,24.8,24.8,24.463654302549287,0.33634569745071374,0.33634569745071374
2012-05,2012-05-01,2012,5,COFIEC,46.19,36.84,9.26,1.88,14.79,2.36,2.36,8.068774924242426,-5.708774924242427,5.708774924242427
2012-05,2012-05-01,2012,5,COMERCIAL DE MANABI,41.8,34.57,7.21,9.07,12.99,83.18,83.18,44.758308714526194,38.42169128547381,38.42169128547381
2012-05,2012-05-01,2012,5,COOPNACIONAL,157.76,137.65,18.76,36.48,12.15,17.32,17.32,15.08588794372294,2.234112056277061,2.234112056277061
2012-05,2012-05-01,2012,5,D-MIRO,48.37,37.62,10.64,3.62,20.7,2.35,2.35,2.9296390957190988,-0.5796390957190987,0.5796390957190987
2012-05,2012-05-01,2012,5,DELBANK,20.11,12.56,7.54,5.59,32.33,15.3,15.3,26.169345171957666,-10.869345171957665,10.869345171957665
2012-05,2012-05-01,2012,5,FINCA,47.9,36.9,10.76,8.01,20.02,5.41,5.41,5.965821068838566,-0.5558210688385659,0.5558210688385659
2012-05,2012-05-01,2012,5,GENERAL RUMIÑAHUI,507.23,472.45,31.7,1.83,6.29,23.39,23.39,20.916663579846084,2.4733364201539167,2.4733364201539167
2012-05,2012-05-01,2012,5,GUAYAQUIL,3248.76,2927.7,298.19,2.6,8.43,18.27,18.27,16.37671778009027,1.8932822199097288,1.8932822199097288
2012-05,2012-05-01,2012,5,INTERNACIONAL,1750.33,1579.15,158.93,1.65,8.49,17.47,17.47,17.61256437238688,-0.14256437238688235,0.14256437238688235
2012-05,2012-05-01,2012,5,LITORAL,24.45,20.51,3.87,4.49,12.82,4.86,4.86,4.928828152680654,-0.06882815268065379,0.06882815268065379
2012-05,2012-05-01,2012,5,LOJA,344.14,311.82,29.71,2.62,8.32,20.55,20.55,21.193857207792213,-0.6438572077922124,0.6438572077922124
2012-05,2012-05-01,2012,5,MACHALA,567.4,522.4,43.28,2.32,7.14,9.57,9.57,10.353218629241132,-0.7832186292411318,0.7832186292411318
2012-05,2012-05-01,2012,5,PACIFICO,3157.31,2751.31,379.78,1.7,11.35,16.59,16.59,15.862346544751551,0.7276534552484488,0.7276534552484488
2012-05,2012-05-01,2012,5,PICHINCHA,7500.98,6760.84,699.25,3.64,8.81,14.2,14.2,13.466341492303991,0.733658507696008,0.733658507696008
2012-05,2012-05-01,2012,5,PROCREDIT,418.54,369.35,46.26,2.07,10.56,14.63,14.63,14.202545723443224,0.4274542765567766,0.4274542765567766
2012-05,2012-05-01,2012,5,PRODUBANCO,2366.0,2149.25,202.68,1.93,8.26,16.13,16.13,15.011606507474006,1.1183934925259926,1.1183934925259926
2012-05,2012-05-01,2012,5,PROMERICA,681.31,628.84,49.97,2.64,6.91,12.02,12.02,10.80088336126836,1.2191166387316397,1.2191166387316397
2012-05,2012-05-01,2012,5,SOLIDARIO,366.3,317.9,44.74,6.49,11.61,19.01,19.01,18.22618397158397,0.7838160284160303,0.7838160284160303
2012-05,2012-05-01,2012,5,SUDAMERICANO,10.68,4.8,5.64,1.54,39.51,10.39,10.39,11.48597740324491,-1.095977403244909,1.095977403244909
2012-05,2012-05-01,2012,5,TERRITORIAL,132.28,117.11,15.13,21.9,8.32,62.77,62.77,53.71648046758796,9.053519532412047,9.053519532412047
2012-05,2012-05-01,2012,5,UNIBANCO,394.4,326.26,65.61,8.43,15.86,9.27,9.27,8.545024617234619,0.7249753827653809,0.7249753827653809
2012-06,2012-06-01,2012,6,AMAZONAS,141.53,124.63,15.85,4.84,10.44,13.29,13.29,20.83964881729382,-7.549648817293821,7.549648817293821
2012-06,2012-06-01,2012,6,AUSTRO,1116.32,1011.21,97.03,5.19,8.14,16.67,16.67,16.734397342472334,-0.06439734247233275,0.06439734247233275
2012-06,2012-06-01,2012,6,BOLIVARIANO,2010.19,1841.85,154.96,87.26,7.35,16.97,16.97,17.200901080031098,-0.23090108003109933,0.23090108003109933
2012-06,2012-06-01,2012,6,CAPITAL,139.05,124.03,14.99,4.87,9.53,45.68,45.68,24.378980799663314,21.301019200336686,21.301019200336686
2012-06,2012-06-01,2012,6,CITIBANK,554.21,510.95,39.15,0.48,7.11,21.02,21.02,19.892845355940356,1.1271546440596438,1.1271546440596438
2012-06,2012-06-01,2012,6,COFIEC,44.69,35.34,9.3,6.96,14.97,1.16,1.16,-0.5517306673881677,1.7117306673881676,1.7117306673881676
2012-06,2012-06-01,2012,6,COMERCIAL DE MANABI,41.45,34.19,7.21,6.52,13.1,1.35,1.35,18.408794992322488,-17.058794992322486,17.058794992322486
2012-06,2012-06-01,2012,6,COOPNACIONAL,156.32,136.0,18.76,40.23,12.4,16.68,16.68,15.463612530802523,1.2163874691974765,1.2163874691974765
2012-06,2012-06-01,2012,6,D-MIRO,52.31,41.53,10.64,4.05,19.02,2.58,2.58,2.4763726984127006,0.10362730158729949,0.10362730158729949
2012-06,2012-06-01,2012,6,DELBANK,19.82,12.27,7.54,3.72,31.4,27.44,27.44,29.123418147315636,-1.6834181473156349,1.6834181473156349
2012-06,2012-06-01,2012,6,FINCA,47.38,36.43,10.76,7.99,20.09,3.72,3.72,6.232246177063673,-2.512246177063673,2.512246177063673
2012-06,2012-06-01,2012,6,GENERAL RUMIÑAHUI,487.72,452.87,31.7,2.15,6.43,19.93,19.93,21.5899844903245,-1.6599844903245007,1.6599844903245007
2012-06,2012-06-01,2012,6,GUAYAQUIL,3267.08,2943.21,298.15,2.73,8.32,17.14,17.14,16.743341831131826,0.39665816886817495,0.39665816886817495
2012-06,2012-06-01,2012,6,INTERNACIONAL,1828.78,1655.2,158.95,1.49,8.28,17.53,17.53,17.909282389462398,-0.37928238946239645,0.37928238946239645
2012-06,2012-06-01,2012,6,LITORAL,25.05,21.08,3.87,4.58,12.52,5.13,5.13,5.367288353313354,-0.23728835331335407,0.23728835331335407
2012-06,2012-06-01,2012,6,LOJA,346.34,313.17,29.72,2.22,8.48,22.73,22.73,21.777371804954306,0.9526281950456941,0.9526281950456941
2012-06,2012-06-01,2012,6,MACHALA,564.8,519.59,43.28,2.05,7.18,8.9,8.9,10.114576474358973,-1.2145764743589726,1.2145764743589726
2012-06,2012-06-01,2012,6,PACIFICO,3152.26,2742.23,379.65,1.61,11.43,16.02,16.02,15.814094034391546,0.2059059656084532,0.2059059656084532
2012-06,2012-06-01,2012,6,PICHINCHA,7463.97,6715.38,699.83,3.81,8.8,14.09,14.09,13.272802092352089,0.8171979076479108,0.8171979076479108
2012-06,2012-06-01,2012,6,PROCREDIT,418.36,368.7,46.28,2.05,10.64,14.11,14.11,13.948735780423283,0.16126421957671688,0.16126421957671688
2012-06,2012-06-01,2012,6,PRODUBANCO,2314.11,2094.64,202.39,1.81,8.5,16.4,16.4,16.026827620990126,0.37317237900987266,0.37317237900987266
2012-06,2012-06-01,2012,6,PROMERICA,694.21,640.73,49.95,2.1,6.96,14.11,14.11,13.287834211344219,0.8221657886557807,0.8221657886557807
2012-06,2012-06-01,2012,6,SOLIDARIO,378.73,329.36,44.74,6.63,11.23,20.1,20.1,19.98594972018722,0.11405027981277982,0.11405027981277982
2012-06,2012-06-01,2012,6,SUDAMERICANO,10.24,4.46,5.64,1.6,41.58,5.36,5.36,9.299692356902357,-3.9396923569023565,3.9396923569023565
2012-06,2012-06-01,2012,6,TERRITORIAL,140.71,123.93,16.74,21.97,8.5,59.03,59.03,46.429207654752624,12.600792345247378,12.600792345247378
2012-06,2012-06-01,2012,6,UNIBANCO,395.56,327.01,65.62,7.84,15.97,8.93,8.93,9.012925580715576,-0.08292558071557643,0.08292558071557643
2012-07,2012-07-01,2012,7,AMAZONAS,143.83,126.82,15.85,4.45,10.34,12.62,12.62,17.82678542781293,-5.20678542781293,5.20678542781293
2012-07,2012-07-01,2012,7,AUSTRO,1113.82,1007.6,97.04,5.35,8.28,16.22,16.22,16.429257122414622,-0.20925712241462335,0.20925712241462335
2012-07,2012-07-01,2012,7,BOLIVARIANO,1998.43,1827.61,155.08,93.15,7.23,17.14,17.14,17.387195458985463,-0.24719545898546258,0.24719545898546258
2012-07,2012-07-01,2012,7,CAPITAL,139.8,124.6,14.99,6.35,9.47,2.43,2.43,9.214687693602693,-6.784687693602693,6.784687693602693
2012-07,2012-07-01,2012,7,CITIBANK,474.66,430.66,39.14,0.45,8.5,21.3,21.3,20.82139311087061,0.47860688912939153,0.47860688912939153
2012-07,2012-07-01,2012,7,COFIEC,38.38,29.05,9.29,10.41,18.16,74.54,74.54,28.894695988455986,45.64530401154402,45.64530401154402
2012-07,2012-07-01,2012,7,COMERCIAL DE MANABI,39.71,32.45,7.21,8.05,13.79,1.18,1.18,21.992020336700346,-20.812020336700346,20.812020336700346
2012-07,2012-07-01,2012,7,COOPNACIONAL,154.19,133.64,18.76,53.48,12.63,16.37,16.37,15.431825386742885,0.9381746132571163,0.9381746132571163
2012-07,2012-07-01,2012,7,D-MIRO,52.94,42.08,10.64,3.91,18.84,3.54,3.54,2.643611125541129,0.896388874458871,0.896388874458871
2012-07,2012-07-01,2012,7,DELBANK,19.17,11.62,7.54,3.81,34.23,0.18,0.18,6.371091320346319,-6.191091320346319,6.191091320346319
2012-07,2012-07-01,2012,7,FINCA,47.43,36.45,10.76,7.82,19.95,3.54,3.54,5.339952033799533,-1.7999520337995332,1.7999520337995332
2012-07,2012-07-01,2012,7,GENERAL RUMIÑAHUI,488.84,453.38,31.77,2.17,6.46,19.95,19.95,21.125619304121805,-1.1756193041218062,1.1756193041218062
2012-07,2012-07-01,2012,7,GUAYAQUIL,3246.69,2920.79,298.15,2.89,8.41,15.87,15.87,15.716170987160977,0.15382901283902228,0.15382901283902228
2012-07,2012-07-01,2012,7,INTERNACIONAL,1801.54,1625.5,158.9,1.8,8.41,17.71,17.71,17.995334657287167,-0.2853346572871658,0.2853346572871658
2012-07,2012-07-01,2012,7,LITORAL,23.31,19.31,3.87,7.35,13.88,5.53,5.53,5.28327897176897,0.24672102823102993,0.24672102823102993
2012-07,2012-07-01,2012,7,LOJA,340.78,307.0,29.71,3.0,8.8,22.98,22.98,22.656511000481007,0.3234889995189931,0.3234889995189931
2012-07,2012-07-01,2012,7,MACHALA,566.2,520.39,43.28,2.29,7.14,10.02,10.02,9.776281836311837,0.2437181636881629,0.2437181636881629
2012-07,2012-07-01,2012,7,PACIFICO,2983.92,2570.25,380.06,1.58,12.25,15.18,15.18,14.816416699596708,0.3635833004032918,0.3635833004032918
2012-07,2012-07-01,2012,7,PICHINCHA,7600.31,6853.85,690.04,3.86,8.5,13.98,13.98,12.120747675565177,1.8592523244348236,1.8592523244348236
2012-07,2012-07-01,2012,7,PROCREDIT,427.65,377.32,46.26,1.79,9.87,14.6,14.6,13.993559191641692,0.6064408083583075,0.6064408083583075
2012-07,2012-07-01,2012,7,PRODUBANCO,2352.01,2128.95,202.4,1.63,8.06,17.06,17.06,15.916470218855226,1.1435297811447729,1.1435297811447729
2012-07,2012-07-01,2012,7,PROMERICA,672.39,619.47,49.22,2.29,7.07,12.68,12.68,12.494906345968849,0.1850936540311512,0.1850936540311512
2012-07,2012-07-01,2012,7,SOLIDARIO,380.99,330.68,44.73,6.59,11.25,20.85,20.85,20.25668638685389,0.5933136131461119,0.5933136131461119
2012-07,2012-07-01,2012,7,SUDAMERICANO,10.21,4.4,5.64,1.65,41.19,5.02,5.02,10.057439125180368,-5.037439125180368,5.037439125180368
2012-07,2012-07-01,2012,7,TERRITORIAL,135.01,116.58,18.37,22.22,9.76,56.65,56.65,36.318726060421056,20.331273939578942,20.331273939578942
2012-07,2012-07-01,2012,7,UNIBANCO,397.49,328.42,65.61,7.95,15.69,9.06,9.06,9.062919867632372,-0.00291986763237162,0.00291986763237162
2012-08,2012-08-01,2012,8,AMAZONAS,146.0,128.86,15.87,4.4,10.23,12.04,12.04,17.052792658452653,-5.012792658452653,5.012792658452653
2012-08,2012-08-01,2012,8,AUSTRO,1127.12,1020.23,97.08,6.26,8.16,15.19,15.19,14.575677175324682,0.6143228246753178,0.6143228246753178
2012-08,2012-08-01,2012,8,BOLIVARIANO,2012.28,1839.04,155.14,94.94,7.28,17.27,17.27,16.995640002589997,0.27435999741000217,0.27435999741000217
2012-08,2012-08-01,2012,8,CAPITAL,141.24,126.01,14.99,5.59,9.45,2.38,2.38,12.880968858826366,-10.500968858826365,10.500968858826365
