anio,tipo_score,ranking_score,banco_estandarizado,score_salud,lectura_score,perfil_cluster,puntaje_roe_modelo,puntaje_cluster,puntaje_tendencia_general,puntaje_morosidad_proyectada,puntaje_solvencia_proyectada,roe_real,roe_estimado,error_roe,activos_totales,patrimonio,roe,morosidad,solvencia_proxy,cambio_proyectado_pct_activos_totales,cambio_proyectado_roe,cambio_proyectado_morosidad,cambio_proyectado_solvencia_proxy,analisis_ejecutivo
2024,historico_sin_proyecciones,20,CAPITAL,25.41,Requiere revisión,Mayor riesgo relativo,21.74,30,,,,-7.933333333333334,-4.737908844866552,-3.195424488466782,44.705000000000005,8.199166666666667,-7.933333333333334,13.214166666666666,12.435833333333333,-69.16395491421645,-20.944102987170165,-7.8314319637975505,-1.8714234982418922,"En 2024, CAPITAL obtiene un score de salud financiera de 25.41/100, clasificado como: Requiere revisión. El ROE real se ubica por debajo del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2024,historico_sin_proyecciones,21,COMERCIAL DE MANABI,22.99,Requiere revisión,Mayor riesgo relativo,17.39,30,,,,5.739166666666667,9.155298424199254,-3.416131757532588,75.19,14.220833333333333,5.739166666666667,2.4491666666666667,14.834166666666667,0.34825958811502566,-59.121273460397525,-1.1031890875853603,-2.034568716496091,"En 2024, COMERCIAL DE MANABI obtiene un score de salud financiera de 22.99/100, clasificado como: Requiere revisión. El ROE real se ubica por debajo del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2024,historico_sin_proyecciones,22,PROCREDIT,20.58,Requiere revisión,Mayor riesgo relativo,13.04,30,,,,-15.9225,-12.36580112633508,-3.5566988736649185,684.7466666666666,54.14416666666667,-15.9225,4.509166666666666,5.851666666666667,12.409206890852161,-6.366764733762837,0.6652489806374695,-3.652126150230389,"En 2024, PROCREDIT obtiene un score de salud financiera de 20.58/100, clasificado como: Requiere revisión. El ROE real se ubica por debajo del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2024,historico_sin_proyecciones,23,D-MIRO,18.17,Requiere revisión,Mayor riesgo relativo,8.7,30,,,,-53.906666666666666,-48.93416823030365,-4.9724984363630185,75.72416666666666,12.859166666666667,-53.906666666666666,18.84,10.0275,-28.254472687846423,-26.172427180459835,5.866530120311928,-1.4796184830333692,"En 2024, D-MIRO obtiene un score de salud financiera de 18.17/100, clasificado como: Requiere revisión. El ROE real se ubica por debajo del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2025,historico_sin_proyecciones,1,DELBANK,79.63,Salud financiera favorable,Pequeños con mayor solvencia proxy,83.33,75,,,,4.6225000000000005,3.2145082580922177,1.4079917419077825,41.355,11.793333333333331,4.6225000000000005,9.853333333333333,22.745833333333334,9.301653131078096,-3.1347815023982815,1.504959338384246,-1.9569318027622238,"En 2025, DELBANK obtiene un score de salud financiera de 79.63/100, clasificado como: Salud financiera favorable. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Pequeños con mayor solvencia proxy. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2025,historico_sin_proyecciones,2,PACIFICO,79.44,Salud financiera favorable,Bancos grandes o consolidados,75.0,85,,,,20.787499999999998,20.508518771217208,0.2789812287827929,9265.886666666667,935.2583333333333,20.787499999999998,2.865,8.975833333333332,3.947337236235243,-5.022563519449964,1.3974570607078114,-0.6434649282868499,"En 2025, PACIFICO obtiene un score de salud financiera de 79.44/100, clasificado como: Salud financiera favorable. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Bancos grandes o consolidados. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2025,historico_sin_proyecciones,3,PICHINCHA,77.13,Salud financiera favorable,Bancos grandes o consolidados,70.83,85,,,,11.146666666666667,10.98437351144611,0.1622931552205551,20818.908333333333,1975.1025,11.146666666666667,3.8874999999999997,9.033333333333333,10.092597125859513,-1.4887908113924428,-0.20301222289729814,-0.5477669561888483,"En 2025, PICHINCHA obtiene un score de salud financiera de 77.13/100, clasificado como: Salud financiera favorable. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Bancos grandes o consolidados. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2025,historico_sin_proyecciones,4,INTERNACIONAL,74.82,Perfil financiero sólido,Bancos grandes o consolidados,66.67,85,,,,11.983333333333334,11.833413999372546,0.14991933396078835,5635.970833333333,514.74,11.983333333333334,1.5033333333333332,8.634166666666667,5.002506897430865,-2.061563102084996,34.33149856306531,0.021087596787316087,"En 2025, INTERNACIONAL obtiene un score de salud financiera de 74.82/100, clasificado como: Perfil financiero sólido. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Bancos grandes o consolidados. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2025,historico_sin_proyecciones,5,DESARROLLO DE LOS PUEBLOS S.A,68.89,Perfil financiero sólido,Mayor riesgo relativo,100.0,30,,,,19.4875,16.20819420923983,3.2793057907601693,322.31,36.612500000000004,19.4875,8.2475,9.893333333333333,18.304553863595135,20.49462531424228,-0.32538591534840045,0.7579517201865773,"En 2025, DESARROLLO DE LOS PUEBLOS S.A obtiene un score de salud financiera de 68.89/100, clasificado como: Perfil financiero sólido. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2025,historico_sin_proyecciones,6,SOLIDARIO,68.06,Perfil financiero sólido,Pequeños con mayor solvencia proxy,62.5,75,,,,49.30166666666667,49.218450346274075,0.08321632039259175,793.8216666666667,146.11416666666665,49.30166666666667,6.263333333333333,16.61583333333333,13.795992048192455,12.336647783001261,0.27710740682968993,-2.2615347012749023,"En 2025, SOLIDARIO obtiene un score de salud financiera de 68.06/100, clasificado como: Perfil financiero sólido. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Pequeños con mayor solvencia proxy. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2025,historico_sin_proyecciones,7,PROCREDIT,66.57,Perfil financiero sólido,Mayor riesgo relativo,95.83,30,,,,-11.979999999999999,-14.236212642704515,2.256212642704517,729.2191666666666,53.78333333333333,-11.979999999999999,4.545833333333333,5.6825,12.409206890852161,-6.366764733762837,0.6652489806374695,-3.652126150230389,"En 2025, PROCREDIT obtiene un score de salud financiera de 66.57/100, clasificado como: Perfil financiero sólido. El ROE real se ubica por encima del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Mayor riesgo relativo. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
2025,historico_sin_proyecciones,8,GUAYAQUIL,65.56,Perfil financiero sólido,Bancos grandes o consolidados,50.0,85,,,,16.315,16.414346549476765,-0.09934654947676691,9138.175833333333,785.4433333333333,16.315,2.455,8.2675,3.560451323675293,-0.885094450797002,-0.12176280043368903,0.18906417979202494,"En 2025, GUAYAQUIL obtiene un score de salud financiera de 65.56/100, clasificado como: Perfil financiero sólido. El ROE real se ubica por debajo del ROE estimado por el modelo. Según KMeans, pertenece al perfil: Bancos grandes o consolidados. Este score histórico no incorpora Prophet para evitar usar proyecciones futuras en años pasados."
