archivo_origen,periodo,indicador,estado,detalle,hoja,celda,candidatos
00_datos_crudos\BOL201105B PLANTILLA web.xls,2011-05,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL201105B PLANTILLA web.xls,2011-05,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL201105B PLANTILLA web.xls,2011-05,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL201105B PLANTILLA web.xls,2011-05,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL201107B PLANTILLA web 2.xls,2011-07,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1081,"[('C1081', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL201107B PLANTILLA web 2.xls,2011-07,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL201107B PLANTILLA web 2.xls,2011-07,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL201107B PLANTILLA web 2.xls,2011-07,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL201110B PLANTILLA FINAL WEB 2.xls,2011-10,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL,C1108,"[('C1108', 26, 26), ('C651', 26, 26)]"
00_datos_crudos\BOL201110B PLANTILLA FINAL WEB 2.xls,2011-10,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL201201B PLANTILLA web 2.xls,2012-01,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL,C1108,"[('C1108', 26, 26), ('C651', 26, 26)]"
00_datos_crudos\BOL201201B PLANTILLA web 2.xls,2012-01,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL201206 PLANTILLA web .xls,2012-06,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL,C1108,"[('C1108', 26, 26), ('C651', 26, 26)]"
00_datos_crudos\BOL201206 PLANTILLA web .xls,2012-06,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL_BANCOS PRIVADOS_ABRIL_2012.xls,2012-04,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL201207 PLANTILLA web 3 .xls,2012-07,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL,C1108,"[('C1108', 26, 26), ('C651', 26, 26)]"
00_datos_crudos\BOL201207 PLANTILLA web 3 .xls,2012-07,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL_BANCOS PRIVADOS_DIC_2011_Actualizada.xls,2011-12,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL_BANCOS PRIVADOS_NOV_2011_Actualizada.xls,2011-11,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_ABR_09.xls,2009-04,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1221,"[('C1221', 25, 25), ('C649', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ABR_09.xls,2009-04,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC (2),C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ABR_09.xls,2009-04,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC (2),B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ABR_09.xls,2009-04,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC (2),B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ABR_10 A.xls,2010-04,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ABR_10 A.xls,2010-04,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ABR_10 A.xls,2010-04,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ABR_10 A.xls,2010-04,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_09 A.xls,2009-08,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_09 A.xls,2009-08,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_09 A.xls,2009-08,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_09 A.xls,2009-08,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_10.xls,2010-08,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_10.xls,2010-08,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_10.xls,2010-08,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_10.xls,2010-08,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_11.xls,2011-08,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_11.xls,2011-08,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_11.xls,2011-08,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_AGO_11.xls,2011-08,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_DIC_09 AAA.xls,2009-12,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_DIC_09 AAA.xls,2009-12,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_DIC_09 AAA.xls,2009-12,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_DIC_09 AAA.xls,2009-12,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_DIC_10 A.xls,2010-12,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_DIC_10 A.xls,2010-12,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_DIC_10 A.xls,2010-12,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_DIC_10 A.xls,2010-12,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ENE_10 AA.xls,2010-01,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ENE_10 AA.xls,2010-01,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ENE_10 AA.xls,2010-01,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ENE_10 AA.xls,2010-01,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ENE_11.xls,2011-01,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1138,"[('C1138', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ENE_11.xls,2011-01,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ENE_11.xls,2011-01,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_ENE_11.xls,2011-01,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_FEB_10 AA.xls,2010-02,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_FEB_10 AA.xls,2010-02,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_FEB_10 AA.xls,2010-02,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_FEB_10 AA.xls,2010-02,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_FEB_12.xls,2012-02,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL,C1108,"[('C1108', 26, 26), ('C651', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_FEB_12.xls,2012-02,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_JUL_10.xls,2010-07,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUL_10.xls,2010-07,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUL_10.xls,2010-07,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUL_10.xls,2010-07,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_09 A.xls,2009-06,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_09 A.xls,2009-06,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_09 A.xls,2009-06,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_09 A.xls,2009-06,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_10.xls,2010-06,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_10.xls,2010-06,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_10.xls,2010-06,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_10.xls,2010-06,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_11.xls,2011-06,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_11.xls,2011-06,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_11.xls,2011-06,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_JUN_11.xls,2011-06,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAR_12.xls,2012-03,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL,C1108,"[('C1108', 26, 26), ('C651', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_MAR_12.xls,2012-03,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_MAR_10 A.xls,2010-03,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAR_10 A.xls,2010-03,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAR_10 A.xls,2010-03,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAR_10 A.xls,2010-03,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_09.xls,2009-05,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1221,"[('C1221', 25, 25), ('C649', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_09.xls,2009-05,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_09.xls,2009-05,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_09.xls,2009-05,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_10.xls,2010-05,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_10.xls,2010-05,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_10.xls,2010-05,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_10.xls,2010-05,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_12.xls,2012-05,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL,C1108,"[('C1108', 26, 26), ('C651', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_MAY_12.xls,2012-05,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_NOV_09 AA.xls,2009-11,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_NOV_09 AA.xls,2009-11,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_NOV_09 AA.xls,2009-11,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_NOV_09 AA.xls,2009-11,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_NOV_10.xls,2010-11,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_NOV_10.xls,2010-11,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_NOV_10.xls,2010-11,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_NOV_10.xls,2010-11,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_OCT_10.xls,2010-10,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_OCT_10.xls,2010-10,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_OCT_10.xls,2010-10,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_OCT_10.xls,2010-10,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEP_09 A.xls,2009-09,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEP_09 A.xls,2009-09,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEP_09 A.xls,2009-09,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEP_09 A.xls,2009-09,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEPT_10.xls,2010-09,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 25, 25), ('C650', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEPT_10.xls,2010-09,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEPT_10.xls,2010-09,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEPT_10.xls,2010-09,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BOL_FIN_BCOS_SEPT_11.xls,2011-09,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1225,"[('C1225', 26, 26), ('C650', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_SEPT_11.xls,2011-09,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_SEPT_11.xls,2011-09,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 26, 26), ('B81', 26, 26)]"
00_datos_crudos\BOL_FIN_BCOS_SEPT_11.xls,2011-09,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 26, 26), ('B39', 26, 26)]"
00_datos_crudos\BOL_FIN_OCT_09.xls,2009-10,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1224,"[('C1224', 25, 25), ('C650', 25, 25)]"
