periodo,banco_estandarizado,indicador,valor,unidad,sentido,periodo_dt,promedio_sistema,mediana_sistema,bancos_con_dato,diferencia_vs_promedio,diferencia_pct_vs_promedio
2017-09,GUAYAQUIL,activos_totales,3840.59,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,2307.507083333333,150.5141736462938
2017-09,GUAYAQUIL,morosidad,2.67,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-3.819166666666667,-58.85450109156286
2017-09,GUAYAQUIL,pasivos_totales,3397.89,millones_usd,informativo,2017-09-01,1362.015,436.635,24,2035.8749999999998,149.475226043766
2017-09,GUAYAQUIL,patrimonio,411.25,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,252.51125,159.07347764802228
2017-09,GUAYAQUIL,roe,10.13,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,-0.8929166666666664,-8.100548100548098
2017-09,GUAYAQUIL,solvencia_proxy,9.57,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,-3.772916666666667,-28.276551228804298
2017-09,INTERNACIONAL,activos_totales,3260.81,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,1727.727083333333,112.69625827478886
2017-09,INTERNACIONAL,morosidad,1.32,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-5.1691666666666665,-79.65840503403108
2017-09,INTERNACIONAL,pasivos_totales,2959.61,millones_usd,informativo,2017-09-01,1362.015,436.635,24,1597.595,117.29643212446264
2017-09,INTERNACIONAL,patrimonio,269.4,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,110.66124999999997,69.71281429392631
2017-09,INTERNACIONAL,roe,15.43,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,4.407083333333333,39.98109998109997
2017-09,INTERNACIONAL,solvencia_proxy,8.17,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,-5.1729166666666675,-38.76900977422478
2017-09,LITORAL,activos_totales,37.05,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,-1496.032916666667,-97.58330096844621
2017-09,LITORAL,morosidad,12.08,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,5.590833333333333,86.15641453704893
2017-09,LITORAL,pasivos_totales,25.86,millones_usd,informativo,2017-09-01,1362.015,436.635,24,-1336.1550000000002,-98.10134249622803
2017-09,LITORAL,patrimonio,11.43,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,-147.30875,-92.7994897276185
2017-09,LITORAL,roe,-3.3,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,-14.322916666666668,-129.93762993762994
2017-09,LITORAL,solvencia_proxy,25.52,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,12.177083333333332,91.26253005652187
2017-09,LOJA,activos_totales,430.21,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,-1102.872916666667,-71.93824317504027
2017-09,LOJA,morosidad,4.99,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-1.4991666666666665,-23.10260690895081
2017-09,LOJA,pasivos_totales,381.31,millones_usd,informativo,2017-09-01,1362.015,436.635,24,-980.7050000000002,-72.0039793981711
2017-09,LOJA,patrimonio,44.77,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,-113.96875,-71.79642651841469
2017-09,LOJA,roe,12.04,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,1.017083333333332,9.226989226989215
2017-09,LOJA,solvencia_proxy,9.37,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,-3.972916666666668,-29.775473878150088
2017-09,MACHALA,activos_totales,648.25,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,-884.832916666667,-57.715920453313174
2017-09,MACHALA,morosidad,3.35,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-3.1391666666666667,-48.37549762424554
2017-09,MACHALA,pasivos_totales,592.97,millones_usd,informativo,2017-09-01,1362.015,436.635,24,-769.0450000000001,-56.46376875438229
2017-09,MACHALA,patrimonio,53.11,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,-105.62875000000001,-66.54251088659827
2017-09,MACHALA,roe,5.4,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,-5.622916666666667,-51.011151011151014
2017-09,MACHALA,solvencia_proxy,7.09,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,-6.252916666666668,-46.86319208069201
2017-09,PACIFICO,activos_totales,5049.14,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,3516.057083333333,229.34552626665382
2017-09,PACIFICO,morosidad,3.36,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-3.129166666666667,-48.221394632079104
2017-09,PACIFICO,pasivos_totales,4437.46,millones_usd,informativo,2017-09-01,1362.015,436.635,24,3075.4449999999997,225.80111085413884
2017-09,PACIFICO,patrimonio,556.4,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,397.66125,250.51302848233337
2017-09,PACIFICO,roe,12.92,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,1.8970833333333328,17.210357210357206
2017-09,PACIFICO,solvencia_proxy,9.52,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,-3.822916666666668,-28.65128189114075
2017-09,PICHINCHA,activos_totales,10070.78,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,8537.697083333334,556.8972813223029
2017-09,PICHINCHA,morosidad,3.89,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-2.5991666666666666,-40.05393604725825
2017-09,PICHINCHA,pasivos_totales,9008.73,millones_usd,informativo,2017-09-01,1362.015,436.635,24,7646.714999999999,561.4266362705256
2017-09,PICHINCHA,patrimonio,997.77,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,839.03125,528.561079131592
2017-09,PICHINCHA,roe,8.84,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,-2.1829166666666673,-19.803439803439808
2017-09,PICHINCHA,solvencia_proxy,8.92,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,-4.4229166666666675,-33.14804983917809
2017-09,PROCREDIT,activos_totales,320.6,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,-1212.4829166666668,-79.08788908188538
2017-09,PROCREDIT,morosidad,4.24,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-2.2491666666666665,-34.660331321433155
2017-09,PROCREDIT,pasivos_totales,263.68,millones_usd,informativo,2017-09-01,1362.015,436.635,24,-1098.335,-80.64044815952835
2017-09,PROCREDIT,patrimonio,58.21,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,-100.52875,-63.329684780811235
2017-09,PROCREDIT,roe,-2.97,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,-13.992916666666668,-126.94386694386695
2017-09,PROCREDIT,solvencia_proxy,13.71,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,0.36708333333333343,2.751147612653406
2017-09,PRODUBANCO,activos_totales,4028.24,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,2495.1570833333326,162.75421610975044
2017-09,PRODUBANCO,morosidad,2.37,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-4.119166666666667,-63.4775908565558
2017-09,PRODUBANCO,pasivos_totales,3671.69,millones_usd,informativo,2017-09-01,1362.015,436.635,24,2309.675,169.5777946645228
2017-09,PRODUBANCO,patrimonio,332.27,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,173.53124999999997,109.31877062154007
2017-09,PRODUBANCO,roe,9.7,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,-1.3229166666666679,-12.001512001512012
2017-09,PRODUBANCO,solvencia_proxy,7.37,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,-5.972916666666667,-44.76470037160791
2017-09,SOLIDARIO,activos_totales,704.58,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,-828.5029166666669,-54.041624732734896
2017-09,SOLIDARIO,morosidad,5.7,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-0.7891666666666666,-12.161294465134196
2017-09,SOLIDARIO,pasivos_totales,586.2,millones_usd,informativo,2017-09-01,1362.015,436.635,24,-775.815,-56.96082642261649
2017-09,SOLIDARIO,patrimonio,111.62,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,-47.118750000000006,-29.683205896480853
2017-09,SOLIDARIO,roe,8.07,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,-2.952916666666667,-26.78888678888679
2017-09,SOLIDARIO,solvencia_proxy,15.5,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,2.1570833333333326,16.166505324298157
2017-09,VISIONFUND ECUADOR,activos_totales,49.15,millones_usd,mayor_es_tamano,2017-09-01,1533.082916666667,498.53,24,-1483.9329166666669,-96.79404163560406
2017-09,VISIONFUND ECUADOR,morosidad,2.83,porcentaje,menor_es_mejor,2017-09-01,6.489166666666667,5.07,24,-3.6591666666666667,-56.38885321689996
2017-09,VISIONFUND ECUADOR,pasivos_totales,35.63,millones_usd,informativo,2017-09-01,1362.015,436.635,24,-1326.385,-97.38402293660495
2017-09,VISIONFUND ECUADOR,patrimonio,12.45,millones_usd,mayor_es_mejor,2017-09-01,158.73875,53.295,24,-146.28875000000002,-92.1569245064611
2017-09,VISIONFUND ECUADOR,roe,11.5,porcentaje,mayor_es_mejor,2017-09-01,11.022916666666667,8.455,24,0.47708333333333286,4.328104328104324
2017-09,VISIONFUND ECUADOR,solvencia_proxy,26.21,porcentaje,mayor_es_mejor,2017-09-01,13.342916666666667,11.14,24,12.867083333333333,96.43381319676482
2017-10,AMAZONAS,activos_totales,159.23,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1391.732083333333,-89.73346919882256
2017-10,AMAZONAS,morosidad,5.74,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-0.49874999999999936,-7.994389901823272
2017-10,AMAZONAS,pasivos_totales,138.89,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1239.6754166666665,-89.92503378361019
2017-10,AMAZONAS,patrimonio,20.08,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-138.71749999999997,-87.35496465624458
2017-10,AMAZONAS,roe,1.56,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-5.626250000000001,-78.29187684814751
2017-10,AMAZONAS,solvencia_proxy,10.75,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-2.390833333333333,-18.193924789143253
2017-10,AUSTRO,activos_totales,1614.57,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,63.607916666666824,4.10119095432433
2017-10,AUSTRO,morosidad,6.58,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,0.3412500000000005,5.469845722300148
2017-10,AUSTRO,pasivos_totales,1441.75,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,63.18458333333342,4.583357638994891
2017-10,AUSTRO,patrimonio,166.42,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,7.622500000000002,4.8001385412238875
2017-10,AUSTRO,roe,4.71,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-2.4762500000000003,-34.45816663767612
2017-10,AUSTRO,solvencia_proxy,8.8,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-4.340833333333332,-33.03316633901959
2017-10,BOLIVARIANO,activos_totales,3004.05,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,1453.087916666667,93.68945458316334
2017-10,BOLIVARIANO,morosidad,1.15,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-5.088749999999999,-81.56682027649768
2017-10,BOLIVARIANO,pasivos_totales,2732.48,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,1353.9145833333334,98.21184885132705
2017-10,BOLIVARIANO,patrimonio,249.45,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,90.6525,57.08685590138385
2017-10,BOLIVARIANO,roe,10.52,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,3.3337499999999993,46.39067663941554
2017-10,BOLIVARIANO,solvencia_proxy,7.46,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-5.680833333333333,-43.23038873739616
2017-10,CAPITAL,activos_totales,49.94,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1501.022083333333,-96.7800631274835
2017-10,CAPITAL,morosidad,24.53,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,18.29125,293.1877379282709
2017-10,CAPITAL,pasivos_totales,37.46,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1341.1054166666665,-97.28268245038547
2017-10,CAPITAL,patrimonio,15.24,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-143.55749999999998,-90.40287158173145
2017-10,CAPITAL,roe,-22.6,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-29.786250000000003,-414.4894764306836
2017-10,CAPITAL,solvencia_proxy,17.26,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,4.119166666666668,31.346312385059306
2017-10,CITIBANK,activos_totales,582.56,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-968.4020833333332,-62.43879806861816
2017-10,CITIBANK,morosidad,2.59,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-3.6487499999999997,-58.48527349228612
2017-10,CITIBANK,pasivos_totales,507.2,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-871.3654166666665,-63.208129707301396
2017-10,CITIBANK,patrimonio,63.34,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-95.45749999999998,-60.11272217761614
2017-10,CITIBANK,roe,22.39,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,15.20375,211.5672290833188
2017-10,CITIBANK,solvencia_proxy,11.16,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-1.980833333333333,-15.073879129938483
2017-10,COMERCIAL DE MANABI,activos_totales,56.28,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1494.6820833333331,-96.37128459781282
2017-10,COMERCIAL DE MANABI,morosidad,7.89,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,1.65125,26.46764175515929
2017-10,COMERCIAL DE MANABI,pasivos_totales,46.77,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1331.7954166666666,-96.6073427176863
2017-10,COMERCIAL DE MANABI,patrimonio,9.2,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-149.5975,-94.20645791023159
2017-10,COMERCIAL DE MANABI,roe,4.0,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-3.1862500000000002,-44.33814576448078
2017-10,COMERCIAL DE MANABI,solvencia_proxy,13.23,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,0.08916666666666728,0.6785465153148629
2017-10,COOPNACIONAL,activos_totales,177.96,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1373.002083333333,-88.52583168135692
2017-10,COOPNACIONAL,morosidad,17.71,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,11.471250000000001,183.87096774193552
2017-10,COOPNACIONAL,pasivos_totales,150.26,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1228.3054166666666,-89.10026334743515
2017-10,COOPNACIONAL,patrimonio,26.37,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-132.42749999999998,-83.39394511878335
2017-10,COOPNACIONAL,roe,6.11,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-1.07625,-14.97651765524439
2017-10,COOPNACIONAL,solvencia_proxy,14.66,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,1.519166666666667,11.560656985224178
2017-10,D-MIRO,activos_totales,103.06,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1447.9020833333332,-93.35509222904386
2017-10,D-MIRO,morosidad,10.14,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,3.901250000000001,62.53255860548991
2017-10,D-MIRO,pasivos_totales,86.19,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1292.3754166666665,-93.74784838224035
2017-10,D-MIRO,patrimonio,16.05,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-142.74749999999997,-89.89278798469749
2017-10,D-MIRO,roe,6.35,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-0.8362500000000006,-11.636806401113246
2017-10,D-MIRO,solvencia_proxy,14.19,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,1.0491666666666664,7.9840192783309005
2017-10,DELBANK,activos_totales,32.87,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1518.0920833333332,-97.88067030437291
2017-10,DELBANK,morosidad,8.68,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,2.44125,39.1304347826087
2017-10,DELBANK,pasivos_totales,21.74,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1356.8254166666666,-98.4229983040945
2017-10,DELBANK,patrimonio,11.04,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-147.7575,-93.04774949227792
2017-10,DELBANK,roe,1.0,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-6.18625,-86.08453644112019
2017-10,DELBANK,solvencia_proxy,26.37,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,13.229166666666668,100.67220495909697
2017-10,DESARROLLO DE LOS PUEBLOS S.A,activos_totales,169.46,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1381.502083333333,-89.07387860599428
2017-10,DESARROLLO DE LOS PUEBLOS S.A,morosidad,7.08,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,0.8412500000000005,13.48427168904028
2017-10,DESARROLLO DE LOS PUEBLOS S.A,pasivos_totales,152.33,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1226.2354166666667,-88.95010725219484
2017-10,DESARROLLO DE LOS PUEBLOS S.A,patrimonio,15.94,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-142.8575,-89.96205859664038
2017-10,DESARROLLO DE LOS PUEBLOS S.A,roe,9.18,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,1.9937499999999995,27.743955470516603
2017-10,DESARROLLO DE LOS PUEBLOS S.A,solvencia_proxy,8.6,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-4.5408333333333335,-34.555139831314605
2017-10,DINERS,activos_totales,1646.05,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,95.08791666666684,6.130898858746021
2017-10,DINERS,morosidad,5.15,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-1.0887499999999992,-17.451412542576627
2017-10,DINERS,pasivos_totales,1318.4,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-60.16541666666649,-4.364349775445899
2017-10,DINERS,patrimonio,292.15,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,133.3525,83.97644799193942
2017-10,DINERS,roe,14.54,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,7.353749999999999,102.33084014611235
2017-10,DINERS,solvencia_proxy,19.08,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,5.939166666666665,45.196271164943866
2017-10,FINCA,activos_totales,63.03,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1487.9320833333331,-95.93607086354196
2017-10,FINCA,morosidad,4.07,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-2.1687499999999993,-34.76257263073531
2017-10,FINCA,pasivos_totales,50.5,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1328.0654166666666,-96.33677158954795
2017-10,FINCA,patrimonio,12.01,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-146.7875,-92.43690864150884
2017-10,FINCA,roe,5.23,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-1.9562499999999998,-27.222125587058617
2017-10,FINCA,solvencia_proxy,17.96,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,4.819166666666668,36.673219608091834
2017-10,GENERAL RUMIÑAHUI,activos_totales,761.9,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-789.0620833333331,-50.87565271985748
2017-10,GENERAL RUMIÑAHUI,morosidad,2.13,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-4.10875,-65.85854538168704
2017-10,GENERAL RUMIÑAHUI,pasivos_totales,699.87,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-678.6954166666666,-49.23200658172127
2017-10,GENERAL RUMIÑAHUI,patrimonio,53.5,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-105.29749999999999,-66.30929328232497
2017-10,GENERAL RUMIÑAHUI,roe,18.65,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,11.463749999999997,159.52339537310834
2017-10,GENERAL RUMIÑAHUI,solvencia_proxy,7.2,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-5.940833333333333,-45.20895427737967
2017-10,GUAYAQUIL,activos_totales,3870.48,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,2319.5179166666667,149.55348951416985
2017-10,GUAYAQUIL,morosidad,2.6,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-3.6387499999999995,-58.32498497295131
2017-10,GUAYAQUIL,pasivos_totales,3424.21,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,2045.6445833333335,148.38937337334676
2017-10,GUAYAQUIL,patrimonio,411.37,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,252.57250000000002,159.05319668130798
2017-10,GUAYAQUIL,roe,10.13,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,2.9437500000000005,40.96364585145243
2017-10,GUAYAQUIL,solvencia_proxy,9.61,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-3.5308333333333337,-26.869173695224813
2017-10,INTERNACIONAL,activos_totales,3422.2,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,1871.2379166666667,120.65013946988283
2017-10,INTERNACIONAL,morosidad,1.39,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-4.84875,-77.71989581246244
2017-10,INTERNACIONAL,pasivos_totales,3116.81,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,1738.2445833333334,126.09083053427825
2017-10,INTERNACIONAL,patrimonio,269.36,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,110.56250000000003,69.62483666304573
2017-10,INTERNACIONAL,roe,15.77,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,8.583749999999998,119.44686032353451
2017-10,INTERNACIONAL,solvencia_proxy,7.71,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-5.430833333333333,-41.327921872027396
2017-10,LITORAL,activos_totales,37.86,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1513.1020833333332,-97.55893452155638
2017-10,LITORAL,morosidad,12.18,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,5.94125,95.23141654978963
2017-10,LITORAL,pasivos_totales,26.65,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-1351.9154166666665,-98.06683094775154
2017-10,LITORAL,patrimonio,11.43,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-147.36749999999998,-92.80215368629858
2017-10,LITORAL,roe,-2.62,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-9.80625,-136.4585145242651
2017-10,LITORAL,solvencia_proxy,24.96,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,11.819166666666668,89.94229183841715
2017-10,LOJA,activos_totales,433.02,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-1117.9420833333331,-72.080555375709
2017-10,LOJA,morosidad,4.77,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-1.46875,-23.54237627729914
2017-10,LOJA,pasivos_totales,383.33,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-995.2354166666667,-72.19355749349339
2017-10,LOJA,patrimonio,44.77,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-114.02749999999997,-71.80686093924652
2017-10,LOJA,roe,12.94,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,5.753749999999999,80.06609845190467
2017-10,LOJA,solvencia_proxy,9.46,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-3.6808333333333323,-28.01065381444606
2017-10,MACHALA,activos_totales,652.56,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,-898.4020833333332,-57.92547045395747
2017-10,MACHALA,morosidad,3.23,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-3.0087499999999996,-48.226808254858746
2017-10,MACHALA,pasivos_totales,596.9,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,-781.6654166666666,-56.70136558022123
2017-10,MACHALA,patrimonio,53.13,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,-105.66749999999999,-66.54229443158741
2017-10,MACHALA,roe,5.68,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,-1.5062500000000005,-20.960166985562715
2017-10,MACHALA,solvencia_proxy,7.16,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-5.980833333333333,-45.51334897583867
2017-10,PACIFICO,activos_totales,5071.9,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,3520.9379166666668,227.01637612567902
2017-10,PACIFICO,morosidad,3.25,porcentaje,menor_es_mejor,2017-10-01,6.23875,4.42,24,-2.9887499999999996,-47.90623121618914
2017-10,PACIFICO,pasivos_totales,4455.18,millones_usd,informativo,2017-10-01,1378.5654166666666,445.265,24,3076.614583333334,223.17508811243096
2017-10,PACIFICO,patrimonio,556.59,millones_usd,mayor_es_mejor,2017-10-01,158.79749999999999,53.315,24,397.7925,250.50299910263075
2017-10,PACIFICO,roe,12.67,porcentaje,mayor_es_mejor,2017-10-01,7.18625,8.22,24,5.48375,76.30892329100712
2017-10,PACIFICO,solvencia_proxy,9.37,porcentaje,mayor_es_mejor,2017-10-01,13.140833333333333,10.955,24,-3.770833333333334,-28.695541885978827
2017-10,PICHINCHA,activos_totales,10145.98,millones_usd,mayor_es_tamano,2017-10-01,1550.962083333333,507.78999999999996,24,8595.017916666666,554.1733101685003
