periodo,banco_estandarizado,indicador,valor,unidad,sentido,periodo_dt,promedio_sistema,mediana_sistema,bancos_con_dato,diferencia_vs_promedio,diferencia_pct_vs_promedio
2013-05,COFIEC,patrimonio,6.71,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-104.80333333333334,-93.98278232797274
2013-05,COFIEC,roe,-1.59,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-9.853076923076923,-119.24222677341277
2013-05,COFIEC,solvencia_proxy,14.31,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,1.9754166666666677,16.015268722764596
2013-05,COMERCIAL DE MANABI,activos_totales,44.17,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-1118.9433333333334,-96.20243369806325
2013-05,COMERCIAL DE MANABI,morosidad,9.58,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-3.0192307692307683,-23.963611942121002
2013-05,COMERCIAL DE MANABI,pasivos_totales,36.61,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-1010.8475,-96.50487012599557
2013-05,COMERCIAL DE MANABI,patrimonio,7.46,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-104.05333333333334,-93.31021701440785
2013-05,COMERCIAL DE MANABI,roe,3.22,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-5.043076923076923,-61.03146527648482
2013-05,COMERCIAL DE MANABI,solvencia_proxy,12.54,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,0.20541666666666636,1.665371752862883
2013-05,COOPNACIONAL,activos_totales,162.35,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-1000.7633333333334,-86.04177294273416
2013-05,COOPNACIONAL,morosidad,71.45,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,58.85076923076923,467.0981134379389
2013-05,COOPNACIONAL,pasivos_totales,141.06,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-906.3975,-86.5331051617846
2013-05,COOPNACIONAL,patrimonio,20.51,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-91.00333333333333,-81.60758055837867
2013-05,COOPNACIONAL,roe,9.08,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,0.8169230769230769,9.886427108545893
2013-05,COOPNACIONAL,solvencia_proxy,12.44,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,0.10541666666666671,0.8546431104955583
2013-05,D-MIRO,activos_totales,54.54,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-1108.5733333333335,-95.31086107974575
2013-05,D-MIRO,morosidad,5.27,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-7.329230769230769,-58.17204957567617
2013-05,D-MIRO,pasivos_totales,43.42,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-1004.0375,-95.85472441602643
2013-05,D-MIRO,patrimonio,10.82,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-100.69333333333333,-90.2971244096371
2013-05,D-MIRO,roe,6.65,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-1.6130769230769229,-19.521504375349092
2013-05,D-MIRO,solvencia_proxy,19.2,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,6.8654166666666665,55.659899334526905
2013-05,DELBANK,activos_totales,19.72,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-1143.3933333333334,-98.30455043074048
2013-05,DELBANK,morosidad,3.29,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-9.30923076923077,-73.88729470663655
2013-05,DELBANK,pasivos_totales,12.16,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-1035.2975,-98.83909371024599
2013-05,DELBANK,patrimonio,7.55,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-103.96333333333334,-93.22950917678006
2013-05,DELBANK,roe,43.31,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,35.04692307692308,424.1388940606964
2013-05,DELBANK,solvencia_proxy,31.15,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,18.815416666666664,152.54197209742256
2013-05,FINCA,activos_totales,48.36,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-1114.7533333333336,-95.84219365266785
2013-05,FINCA,morosidad,11.17,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-1.4292307692307684,-11.343793882410399
2013-05,FINCA,pasivos_totales,39.13,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-1008.3275,-96.26428757252681
2013-05,FINCA,patrimonio,10.8,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-100.71333333333334,-90.31505948466551
2013-05,FINCA,roe,-34.8,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-43.06307692307692,-521.1506237199776
2013-05,FINCA,solvencia_proxy,15.83,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,3.4954166666666673,28.33834408674797
2013-05,GENERAL RUMIÑAHUI,activos_totales,526.91,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-636.2033333333335,-54.69830970899942
2013-05,GENERAL RUMIÑAHUI,morosidad,2.7,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-9.899230769230769,-78.57012027596313
2013-05,GENERAL RUMIÑAHUI,pasivos_totales,490.71,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-556.7475,-53.15227586799464
2013-05,GENERAL RUMIÑAHUI,patrimonio,34.19,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-77.32333333333334,-69.33998923895498
2013-05,GENERAL RUMIÑAHUI,roe,13.35,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,5.086923076923076,61.56209272016384
2013-05,GENERAL RUMIÑAHUI,solvencia_proxy,6.23,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-6.104583333333332,-49.49160558051548
2013-05,GUAYAQUIL,activos_totales,3308.77,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,2145.6566666666668,184.4752875902033
2013-05,GUAYAQUIL,morosidad,3.08,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-9.519230769230768,-75.55406312961719
2013-05,GUAYAQUIL,pasivos_totales,2976.01,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,1928.5525000000002,184.11749402720397
2013-05,GUAYAQUIL,patrimonio,318.85,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,207.3366666666667,185.92993364022243
2013-05,GUAYAQUIL,roe,10.24,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,1.976923076923077,23.92478123254515
2013-05,GUAYAQUIL,solvencia_proxy,8.66,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-3.6745833333333326,-29.79089957098942
2013-05,INTERNACIONAL,activos_totales,2140.56,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,977.4466666666665,84.03709584047411
2013-05,INTERNACIONAL,morosidad,2.0,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-10.599230769230768,-84.12601501923194
2013-05,INTERNACIONAL,pasivos_totales,1939.85,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,892.3924999999999,85.19605807395526
2013-05,INTERNACIONAL,patrimonio,190.93,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,79.41666666666667,71.2171937585939
2013-05,INTERNACIONAL,roe,12.3,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,4.0369230769230775,48.85496183206107
2013-05,INTERNACIONAL,solvencia_proxy,8.1,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-4.234583333333333,-34.33097996824646
2013-05,LITORAL,activos_totales,27.71,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-1135.4033333333334,-97.61760103629913
2013-05,LITORAL,morosidad,7.55,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-5.0492307692307685,-40.07570669760058
2013-05,LITORAL,pasivos_totales,23.7,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-1023.7574999999999,-97.73737836618669
2013-05,LITORAL,patrimonio,4.03,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-107.48333333333333,-96.38608238177795
2013-05,LITORAL,roe,-1.45,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-9.713076923076922,-117.54794265499906
2013-05,LITORAL,solvencia_proxy,11.66,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-0.6745833333333326,-5.469040299969592
2013-05,LOJA,activos_totales,373.69,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-789.4233333333334,-67.87157456711012
2013-05,LOJA,morosidad,4.1,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-8.499230769230769,-67.45833078942547
2013-05,LOJA,pasivos_totales,337.87,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-709.5875,-67.74379867440923
2013-05,LOJA,patrimonio,32.83,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-78.68333333333334,-70.559574340886
2013-05,LOJA,roe,20.51,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,12.246923076923078,148.21262334760755
2013-05,LOJA,solvencia_proxy,8.24,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-4.094583333333333,-33.19595986893219
2013-05,MACHALA,activos_totales,614.96,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-548.1533333333334,-47.12811018702678
2013-05,MACHALA,morosidad,2.56,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-10.039230769230768,-79.68129922461688
2013-05,MACHALA,pasivos_totales,568.57,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-478.88749999999993,-45.71903871994806
2013-05,MACHALA,patrimonio,45.14,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-66.37333333333333,-59.52053566090751
2013-05,MACHALA,roe,6.48,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-1.7830769230769228,-21.57884937628002
2013-05,MACHALA,solvencia_proxy,6.71,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-5.624583333333333,-45.600108097152315
2013-05,PACIFICO,activos_totales,3331.39,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,2168.2766666666666,186.42006797847154
2013-05,PACIFICO,morosidad,1.45,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-11.149230769230769,-88.49136088894316
2013-05,PACIFICO,pasivos_totales,2895.26,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,1847.8025000000002,176.40835069680634
2013-05,PACIFICO,patrimonio,421.93,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,310.4166666666667,278.36731033658157
2013-05,PACIFICO,roe,8.08,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-0.18307692307692314,-2.2156023086948435
2013-05,PACIFICO,solvencia_proxy,10.92,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-1.4145833333333329,-11.46843225348782
2013-05,PICHINCHA,activos_totales,8335.0,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,7171.886666666666,616.6111642889485
2013-05,PICHINCHA,morosidad,3.99,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-8.609230769230768,-68.33139996336772
2013-05,PICHINCHA,pasivos_totales,7560.08,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,6512.6224999999995,621.7552979476494
2013-05,PICHINCHA,patrimonio,752.42,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,640.9066666666666,574.7354576433312
2013-05,PICHINCHA,roe,7.14,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-1.1230769230769235,-13.59150996090114
2013-05,PICHINCHA,solvencia_proxy,7.97,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-4.364583333333333,-35.38492720332398
2013-05,PROCREDIT,activos_totales,457.53,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-705.5833333333335,-60.663334613422606
2013-05,PROCREDIT,morosidad,2.34,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-10.259230769230768,-81.42743757250138
2013-05,PROCREDIT,pasivos_totales,406.55,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-640.9075,-61.18696939971312
2013-05,PROCREDIT,patrimonio,48.48,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-63.03333333333334,-56.52537813116518
2013-05,PROCREDIT,roe,11.62,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,3.356923076923076,40.62558182833735
2013-05,PROCREDIT,solvencia_proxy,9.43,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-2.904583333333333,-23.548289024761
2013-05,PRODUBANCO,activos_totales,2670.52,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,1507.4066666666665,129.6010133721563
2013-05,PRODUBANCO,morosidad,1.78,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-10.819230769230769,-85.87215336711644
2013-05,PRODUBANCO,pasivos_totales,2428.96,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,1381.5025,131.89103137836142
2013-05,PRODUBANCO,patrimonio,233.48,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,121.96666666666665,109.37406588150893
2013-05,PRODUBANCO,roe,8.06,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-0.2030769230769227,-2.4576428970396527
2013-05,PRODUBANCO,solvencia_proxy,8.0,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-4.334583333333333,-35.14170861061379
2013-05,PROMERICA,activos_totales,724.13,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-438.98333333333346,-37.742094493514536
2013-05,PROMERICA,morosidad,2.43,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-10.169230769230769,-80.71310824836682
2013-05,PROMERICA,pasivos_totales,668.08,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-379.37749999999994,-36.218891935949664
2013-05,PROMERICA,patrimonio,54.99,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-56.52333333333333,-50.687511209421885
2013-05,PROMERICA,roe,4.62,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-3.643076923076923,-44.08862409234779
2013-05,PROMERICA,solvencia_proxy,7.0,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-5.334583333333333,-43.24899503428706
2013-05,SOLIDARIO,activos_totales,738.64,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-424.47333333333347,-36.49458063702592
2013-05,SOLIDARIO,morosidad,9.23,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-3.369230769230768,-26.74155931375541
2013-05,SOLIDARIO,pasivos_totales,633.35,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-414.10749999999996,-39.534539587525025
2013-05,SOLIDARIO,patrimonio,103.04,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-8.47333333333333,-7.5984934536976105
2013-05,SOLIDARIO,roe,7.42,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-0.8430769230769233,-10.202941724073732
2013-05,SOLIDARIO,solvencia_proxy,12.11,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,-0.22458333333333336,-1.8207614093166236
2013-05,SUDAMERICANO,activos_totales,11.54,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,-1151.5733333333335,-99.00783529263414
2013-05,SUDAMERICANO,morosidad,3.45,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-9.149230769230769,-72.6173759081751
2013-05,SUDAMERICANO,pasivos_totales,4.62,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,-1042.8375,-99.55893198530728
2013-05,SUDAMERICANO,patrimonio,6.68,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,-104.83333333333334,-94.00968494051534
2013-05,SUDAMERICANO,roe,8.29,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,0.02692307692307594,0.32582386892570026
2013-05,SUDAMERICANO,solvencia_proxy,41.16,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,28.825416666666662,233.69590919839203
2013-05,TERRITORIAL,activos_totales,,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,,
2013-05,TERRITORIAL,morosidad,0.0,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-12.599230769230768,-100.0
2013-05,TERRITORIAL,pasivos_totales,,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,,
2013-05,TERRITORIAL,patrimonio,,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,,
2013-05,TERRITORIAL,roe,0.0,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-8.263076923076923,-100.0
2013-05,TERRITORIAL,solvencia_proxy,,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,,
2013-05,UNIBANCO,activos_totales,,millones_usd,mayor_es_tamano,2013-05-01,1163.1133333333335,483.615,24,,
2013-05,UNIBANCO,morosidad,0.0,porcentaje,menor_es_mejor,2013-05-01,12.599230769230768,4.045,26,-12.599230769230768,-100.0
2013-05,UNIBANCO,pasivos_totales,,millones_usd,informativo,2013-05-01,1047.4575,433.65999999999997,24,,
2013-05,UNIBANCO,patrimonio,,millones_usd,mayor_es_mejor,2013-05-01,111.51333333333334,39.665,24,,
2013-05,UNIBANCO,roe,0.0,porcentaje,mayor_es_mejor,2013-05-01,8.263076923076923,8.184999999999999,26,-8.263076923076923,-100.0
2013-05,UNIBANCO,solvencia_proxy,,porcentaje,mayor_es_mejor,2013-05-01,12.334583333333333,9.780000000000001,24,,
2013-06,AMAZONAS,activos_totales,133.28,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,-1035.595,-88.59758314618757
2013-06,AMAZONAS,morosidad,6.61,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,-5.793076923076922,-46.706772513024056
2013-06,AMAZONAS,pasivos_totales,115.16,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,-938.4379166666666,-89.06983411998965
2013-06,AMAZONAS,patrimonio,16.29,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,-93.78583333333333,-85.20111135505068
2013-06,AMAZONAS,roe,22.5,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,13.858846153846153,160.38189344371742
2013-06,AMAZONAS,solvencia_proxy,11.01,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,-1.38875,-11.200725879624962
2013-06,AUSTRO,activos_totales,1221.44,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,52.565000000000055,4.497059138060106
2013-06,AUSTRO,morosidad,5.4,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,-7.003076923076922,-56.462416273877444
2013-06,AUSTRO,pasivos_totales,1104.74,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,51.1420833333334,4.8540418051636625
2013-06,AUSTRO,patrimonio,111.22,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,1.1441666666666634,1.039434935006924
2013-06,AUSTRO,roe,9.86,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,1.2188461538461528,14.105131971335725
2013-06,AUSTRO,solvencia_proxy,8.25,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,-4.14875,-33.46103437846557
2013-06,BOLIVARIANO,activos_totales,2267.93,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,1099.0549999999998,94.02673510854453
2013-06,BOLIVARIANO,morosidad,90.57,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,78.16692307692307,630.2220292731332
2013-06,BOLIVARIANO,pasivos_totales,2080.93,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,1027.3320833333332,97.50703442766552
2013-06,BOLIVARIANO,patrimonio,175.7,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,65.62416666666665,59.617233573824095
2013-06,BOLIVARIANO,roe,12.6,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,3.958846153846153,45.81386032848176
2013-06,BOLIVARIANO,solvencia_proxy,7.03,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,-5.3687499999999995,-43.30073596128642
2013-06,CAPITAL,activos_totales,147.8,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,-1021.075,-87.35536306277403
2013-06,CAPITAL,morosidad,5.12,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,-7.283076923076922,-58.71992061523195
2013-06,CAPITAL,pasivos_totales,130.42,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,-923.1779166666666,-87.62146375415986
2013-06,CAPITAL,patrimonio,16.71,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,-93.36583333333334,-84.81955621503357
2013-06,CAPITAL,roe,8.06,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,-0.5811538461538461,-6.725419504161659
2013-06,CAPITAL,solvencia_proxy,10.09,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,-2.30875,-18.620828712571832
2013-06,CITIBANK,activos_totales,553.31,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,-615.565,-52.66303069190461
2013-06,CITIBANK,morosidad,36.37,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,23.966923076923074,193.2336889109402
2013-06,CITIBANK,pasivos_totales,504.91,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,-548.6879166666665,-52.077543813164006
2013-06,CITIBANK,patrimonio,45.85,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,-64.22583333333333,-58.34689721479888
2013-06,CITIBANK,roe,11.09,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,2.4488461538461532,28.33934214625895
2013-06,CITIBANK,solvencia_proxy,8.01,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,-4.38875,-35.39671337836475
2013-06,COFIEC,activos_totales,26.44,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,-1142.435,-97.7379959362635
2013-06,COFIEC,morosidad,29.03,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,16.626923076923077,134.0548251054329
2013-06,COFIEC,pasivos_totales,19.49,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,-1034.1079166666666,-98.1501482024887
2013-06,COFIEC,patrimonio,6.7,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,-103.37583333333333,-93.91328705210802
2013-06,COFIEC,roe,7.28,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,-1.3611538461538464,-15.751991810210534
2013-06,COFIEC,solvencia_proxy,13.94,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,1.5412499999999998,12.430688577477566
2013-06,COMERCIAL DE MANABI,activos_totales,44.83,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,-1124.045,-96.16468826863438
2013-06,COMERCIAL DE MANABI,morosidad,8.46,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,-3.943076923076921,-31.791118829074662
2013-06,COMERCIAL DE MANABI,pasivos_totales,37.25,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,-1016.3479166666666,-96.46449566663436
2013-06,COMERCIAL DE MANABI,patrimonio,7.46,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,-102.61583333333334,-93.22285394160087
2013-06,COMERCIAL DE MANABI,roe,3.44,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,-5.201153846153847,-60.190501624604984
2013-06,COMERCIAL DE MANABI,solvencia_proxy,12.34,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,-0.05874999999999986,-0.4738380885169865
2013-06,COOPNACIONAL,activos_totales,161.79,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,-1007.085,-86.15848572345203
2013-06,COOPNACIONAL,morosidad,76.77,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,64.36692307692307,518.9593153063756
2013-06,COOPNACIONAL,pasivos_totales,140.4,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,-913.1979166666666,-86.67423333142189
2013-06,COOPNACIONAL,patrimonio,20.51,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,-89.56583333333333,-81.36739066249781
2013-06,COOPNACIONAL,roe,8.57,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,-0.07115384615384635,-0.8234299194373993
2013-06,COOPNACIONAL,solvencia_proxy,12.45,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,0.051249999999999574,0.4133481197701347
2013-06,D-MIRO,activos_totales,54.02,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,-1114.855,-95.37846219655653
2013-06,D-MIRO,morosidad,5.3,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,-7.103076923076922,-57.268667824361195
2013-06,D-MIRO,pasivos_totales,42.8,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,-1010.7979166666667,-95.9377292491799
2013-06,D-MIRO,patrimonio,10.83,millones_usd,mayor_es_mejor,2013-06-01,110.07583333333334,39.665,24,-99.24583333333334,-90.16132817527311
2013-06,D-MIRO,roe,7.22,porcentaje,mayor_es_mejor,2013-06-01,8.641153846153847,8.98,26,-1.4211538461538469,-16.446343526060453
2013-06,D-MIRO,solvencia_proxy,19.56,porcentaje,mayor_es_mejor,2013-06-01,12.39875,9.695,24,7.161249999999999,57.757838491783446
2013-06,DELBANK,activos_totales,19.67,millones_usd,mayor_es_tamano,2013-06-01,1168.875,499.845,24,-1149.205,-98.31718532777242
2013-06,DELBANK,morosidad,3.77,porcentaje,menor_es_mejor,2013-06-01,12.403076923076922,4.095,26,-8.633076923076922,-69.60431654676259
2013-06,DELBANK,pasivos_totales,12.1,millones_usd,informativo,2013-06-01,1053.5979166666666,455.69,24,-1041.4979166666667,-98.85155429708125
