periodo,banco_estandarizado,indicador,valor,unidad,sentido
2015-01,D-MIRO,morosidad,5.88,porcentaje,menor_es_mejor
2015-01,D-MIRO,pasivos_totales,74.44,millones_usd,informativo
2015-01,D-MIRO,patrimonio,13.61,millones_usd,mayor_es_mejor
2015-01,D-MIRO,roe,9.52,porcentaje,mayor_es_mejor
2015-01,D-MIRO,solvencia_proxy,14.76,porcentaje,mayor_es_mejor
2015-01,DELBANK,activos_totales,26.13,millones_usd,mayor_es_tamano
2015-01,DELBANK,morosidad,6.82,porcentaje,menor_es_mejor
2015-01,DELBANK,pasivos_totales,15.22,millones_usd,informativo
2015-01,DELBANK,patrimonio,10.93,millones_usd,mayor_es_mejor
2015-01,DELBANK,roe,-1.6,porcentaje,mayor_es_mejor
2015-01,DELBANK,solvencia_proxy,35.88,porcentaje,mayor_es_mejor
2015-01,DESARROLLO DE LOS PUEBLOS S.A,activos_totales,118.96,millones_usd,mayor_es_tamano
2015-01,DESARROLLO DE LOS PUEBLOS S.A,morosidad,5.95,porcentaje,menor_es_mejor
2015-01,DESARROLLO DE LOS PUEBLOS S.A,pasivos_totales,106.64,millones_usd,informativo
2015-01,DESARROLLO DE LOS PUEBLOS S.A,patrimonio,12.19,millones_usd,mayor_es_mejor
2015-01,DESARROLLO DE LOS PUEBLOS S.A,roe,13.41,porcentaje,mayor_es_mejor
2015-01,DESARROLLO DE LOS PUEBLOS S.A,solvencia_proxy,9.4,porcentaje,mayor_es_mejor
2015-01,FINCA,activos_totales,50.47,millones_usd,mayor_es_tamano
2015-01,FINCA,morosidad,7.26,porcentaje,menor_es_mejor
2015-01,FINCA,pasivos_totales,41.28,millones_usd,informativo
2015-01,FINCA,patrimonio,9.44,millones_usd,mayor_es_mejor
2015-01,FINCA,roe,-32.65,porcentaje,mayor_es_mejor
2015-01,FINCA,solvencia_proxy,16.55,porcentaje,mayor_es_mejor
2015-01,GENERAL RUMIÑAHUI,activos_totales,626.25,millones_usd,mayor_es_tamano
2015-01,GENERAL RUMIÑAHUI,morosidad,2.72,porcentaje,menor_es_mejor
2015-01,GENERAL RUMIÑAHUI,pasivos_totales,579.73,millones_usd,informativo
2015-01,GENERAL RUMIÑAHUI,patrimonio,45.74,millones_usd,mayor_es_mejor
2015-01,GENERAL RUMIÑAHUI,roe,20.41,porcentaje,mayor_es_mejor
2015-01,GENERAL RUMIÑAHUI,solvencia_proxy,6.76,porcentaje,mayor_es_mejor
2015-01,GUAYAQUIL,activos_totales,3933.98,millones_usd,mayor_es_tamano
2015-01,GUAYAQUIL,morosidad,2.91,porcentaje,menor_es_mejor
2015-01,GUAYAQUIL,pasivos_totales,3539.44,millones_usd,informativo
2015-01,GUAYAQUIL,patrimonio,390.58,millones_usd,mayor_es_mejor
2015-01,GUAYAQUIL,roe,12.17,porcentaje,mayor_es_mejor
2015-01,GUAYAQUIL,solvencia_proxy,8.79,porcentaje,mayor_es_mejor
2015-01,INTERNACIONAL,activos_totales,2549.42,millones_usd,mayor_es_tamano
2015-01,INTERNACIONAL,morosidad,1.62,porcentaje,menor_es_mejor
2015-01,INTERNACIONAL,pasivos_totales,2316.55,millones_usd,informativo
2015-01,INTERNACIONAL,patrimonio,230.57,millones_usd,mayor_es_mejor
2015-01,INTERNACIONAL,roe,11.97,porcentaje,mayor_es_mejor
2015-01,INTERNACIONAL,solvencia_proxy,7.88,porcentaje,mayor_es_mejor
2015-01,LITORAL,activos_totales,22.78,millones_usd,mayor_es_tamano
2015-01,LITORAL,morosidad,11.19,porcentaje,menor_es_mejor
2015-01,LITORAL,pasivos_totales,18.69,millones_usd,informativo
2015-01,LITORAL,patrimonio,4.06,millones_usd,mayor_es_mejor
2015-01,LITORAL,roe,5.17,porcentaje,mayor_es_mejor
2015-01,LITORAL,solvencia_proxy,14.88,porcentaje,mayor_es_mejor
2015-01,LOJA,activos_totales,450.23,millones_usd,mayor_es_tamano
2015-01,LOJA,morosidad,3.6,porcentaje,menor_es_mejor
2015-01,LOJA,pasivos_totales,408.94,millones_usd,informativo
2015-01,LOJA,patrimonio,40.84,millones_usd,mayor_es_mejor
2015-01,LOJA,roe,13.17,porcentaje,mayor_es_mejor
2015-01,LOJA,solvencia_proxy,8.19,porcentaje,mayor_es_mejor
2015-01,MACHALA,activos_totales,686.16,millones_usd,mayor_es_tamano
2015-01,MACHALA,morosidad,2.45,porcentaje,menor_es_mejor
2015-01,MACHALA,pasivos_totales,636.14,millones_usd,informativo
2015-01,MACHALA,patrimonio,49.83,millones_usd,mayor_es_mejor
2015-01,MACHALA,roe,4.56,porcentaje,mayor_es_mejor
2015-01,MACHALA,solvencia_proxy,6.5,porcentaje,mayor_es_mejor
2015-01,PACIFICO,activos_totales,4277.54,millones_usd,mayor_es_tamano
2015-01,PACIFICO,morosidad,3.34,porcentaje,menor_es_mejor
2015-01,PACIFICO,pasivos_totales,3752.78,millones_usd,informativo
2015-01,PACIFICO,patrimonio,520.51,millones_usd,mayor_es_mejor
2015-01,PACIFICO,roe,9.89,porcentaje,mayor_es_mejor
2015-01,PACIFICO,solvencia_proxy,10.84,porcentaje,mayor_es_mejor
2015-01,PICHINCHA,activos_totales,9656.76,millones_usd,mayor_es_tamano
2015-01,PICHINCHA,morosidad,4.19,porcentaje,menor_es_mejor
2015-01,PICHINCHA,pasivos_totales,8798.9,millones_usd,informativo
2015-01,PICHINCHA,patrimonio,850.63,millones_usd,mayor_es_mejor
2015-01,PICHINCHA,roe,10.19,porcentaje,mayor_es_mejor
2015-01,PICHINCHA,solvencia_proxy,8.12,porcentaje,mayor_es_mejor
2015-01,PROCREDIT,activos_totales,406.4,millones_usd,mayor_es_tamano
2015-01,PROCREDIT,morosidad,3.39,porcentaje,menor_es_mejor
2015-01,PROCREDIT,pasivos_totales,347.45,millones_usd,informativo
2015-01,PROCREDIT,patrimonio,58.49,millones_usd,mayor_es_mejor
2015-01,PROCREDIT,roe,9.34,porcentaje,mayor_es_mejor
2015-01,PROCREDIT,solvencia_proxy,12.88,porcentaje,mayor_es_mejor
2015-01,PRODUBANCO,activos_totales,3789.35,millones_usd,mayor_es_tamano
2015-01,PRODUBANCO,morosidad,2.19,porcentaje,menor_es_mejor
2015-01,PRODUBANCO,pasivos_totales,3491.51,millones_usd,informativo
2015-01,PRODUBANCO,patrimonio,295.79,millones_usd,mayor_es_mejor
2015-01,PRODUBANCO,roe,8.34,porcentaje,mayor_es_mejor
2015-01,PRODUBANCO,solvencia_proxy,6.8,porcentaje,mayor_es_mejor
2015-01,SOLIDARIO,activos_totales,726.99,millones_usd,mayor_es_tamano
2015-01,SOLIDARIO,morosidad,7.78,porcentaje,menor_es_mejor
2015-01,SOLIDARIO,pasivos_totales,609.99,millones_usd,informativo
2015-01,SOLIDARIO,patrimonio,116.54,millones_usd,mayor_es_mejor
2015-01,SOLIDARIO,roe,4.72,porcentaje,mayor_es_mejor
2015-01,SOLIDARIO,solvencia_proxy,14.76,porcentaje,mayor_es_mejor
2015-02,AMAZONAS,activos_totales,142.33,millones_usd,mayor_es_tamano
2015-02,AMAZONAS,morosidad,5.65,porcentaje,menor_es_mejor
2015-02,AMAZONAS,pasivos_totales,122.58,millones_usd,informativo
2015-02,AMAZONAS,patrimonio,19.56,millones_usd,mayor_es_mejor
2015-02,AMAZONAS,roe,5.93,porcentaje,mayor_es_mejor
2015-02,AMAZONAS,solvencia_proxy,11.8,porcentaje,mayor_es_mejor
2015-02,AUSTRO,activos_totales,1533.29,millones_usd,mayor_es_tamano
2015-02,AUSTRO,morosidad,5.74,porcentaje,menor_es_mejor
2015-02,AUSTRO,pasivos_totales,1394.43,millones_usd,informativo
2015-02,AUSTRO,patrimonio,137.19,millones_usd,mayor_es_mejor
2015-02,AUSTRO,roe,7.3,porcentaje,mayor_es_mejor
2015-02,AUSTRO,solvencia_proxy,7.81,porcentaje,mayor_es_mejor
2015-02,BOLIVARIANO,activos_totales,2748.53,millones_usd,mayor_es_tamano
2015-02,BOLIVARIANO,morosidad,1.28,porcentaje,menor_es_mejor
2015-02,BOLIVARIANO,pasivos_totales,2521.13,millones_usd,informativo
2015-02,BOLIVARIANO,patrimonio,222.93,millones_usd,mayor_es_mejor
2015-02,BOLIVARIANO,roe,12.06,porcentaje,mayor_es_mejor
2015-02,BOLIVARIANO,solvencia_proxy,7.37,porcentaje,mayor_es_mejor
2015-02,CAPITAL,activos_totales,161.33,millones_usd,mayor_es_tamano
2015-02,CAPITAL,morosidad,7.95,porcentaje,menor_es_mejor
2015-02,CAPITAL,pasivos_totales,143.67,millones_usd,informativo
2015-02,CAPITAL,patrimonio,17.64,millones_usd,mayor_es_mejor
2015-02,CAPITAL,roe,65.08,porcentaje,mayor_es_mejor
2015-02,CAPITAL,solvencia_proxy,9.45,porcentaje,mayor_es_mejor
2015-02,CITIBANK,activos_totales,560.3,millones_usd,mayor_es_tamano
2015-02,CITIBANK,morosidad,0.17,porcentaje,menor_es_mejor
2015-02,CITIBANK,pasivos_totales,502.19,millones_usd,informativo
2015-02,CITIBANK,patrimonio,57.0,millones_usd,mayor_es_mejor
2015-02,CITIBANK,roe,11.77,porcentaje,mayor_es_mejor
2015-02,CITIBANK,solvencia_proxy,9.46,porcentaje,mayor_es_mejor
2015-02,COFIEC,activos_totales,32.44,millones_usd,mayor_es_tamano
2015-02,COFIEC,morosidad,87.5,porcentaje,menor_es_mejor
2015-02,COFIEC,pasivos_totales,27.05,millones_usd,informativo
2015-02,COFIEC,patrimonio,5.7,millones_usd,mayor_es_mejor
2015-02,COFIEC,roe,-32.02,porcentaje,mayor_es_mejor
2015-02,COFIEC,solvencia_proxy,11.04,porcentaje,mayor_es_mejor
2015-02,COMERCIAL DE MANABI,activos_totales,47.35,millones_usd,mayor_es_tamano
2015-02,COMERCIAL DE MANABI,morosidad,6.01,porcentaje,menor_es_mejor
2015-02,COMERCIAL DE MANABI,pasivos_totales,39.49,millones_usd,informativo
2015-02,COMERCIAL DE MANABI,patrimonio,7.85,millones_usd,mayor_es_mejor
2015-02,COMERCIAL DE MANABI,roe,64.2,porcentaje,mayor_es_mejor
2015-02,COMERCIAL DE MANABI,solvencia_proxy,13.23,porcentaje,mayor_es_mejor
2015-02,COOPNACIONAL,activos_totales,176.53,millones_usd,mayor_es_tamano
2015-02,COOPNACIONAL,morosidad,37.59,porcentaje,menor_es_mejor
2015-02,COOPNACIONAL,pasivos_totales,152.89,millones_usd,informativo
2015-02,COOPNACIONAL,patrimonio,23.21,millones_usd,mayor_es_mejor
2015-02,COOPNACIONAL,roe,11.0,porcentaje,mayor_es_mejor
2015-02,COOPNACIONAL,solvencia_proxy,12.67,porcentaje,mayor_es_mejor
2015-02,D-MIRO,activos_totales,90.47,millones_usd,mayor_es_tamano
2015-02,D-MIRO,morosidad,6.01,porcentaje,menor_es_mejor
2015-02,D-MIRO,pasivos_totales,76.62,millones_usd,informativo
2015-02,D-MIRO,patrimonio,13.61,millones_usd,mayor_es_mejor
2015-02,D-MIRO,roe,10.95,porcentaje,mayor_es_mejor
