periodo,banco_estandarizado,indicador,valor,unidad,sentido
2012-11,GENERAL RUMIÑAHUI,pasivos_totales,487.25,millones_usd,informativo
2012-11,GENERAL RUMIÑAHUI,patrimonio,32.02,millones_usd,mayor_es_mejor
2012-11,GENERAL RUMIÑAHUI,roe,19.73,porcentaje,mayor_es_mejor
2012-11,GENERAL RUMIÑAHUI,solvencia_proxy,6.11,porcentaje,mayor_es_mejor
2012-11,GUAYAQUIL,activos_totales,3268.15,millones_usd,mayor_es_tamano
2012-11,GUAYAQUIL,morosidad,3.12,porcentaje,menor_es_mejor
2012-11,GUAYAQUIL,pasivos_totales,2935.89,millones_usd,informativo
2012-11,GUAYAQUIL,patrimonio,298.12,millones_usd,mayor_es_mejor
2012-11,GUAYAQUIL,roe,12.44,porcentaje,mayor_es_mejor
2012-11,GUAYAQUIL,solvencia_proxy,8.54,porcentaje,mayor_es_mejor
2012-11,INTERNACIONAL,activos_totales,1985.89,millones_usd,mayor_es_tamano
2012-11,INTERNACIONAL,morosidad,1.85,porcentaje,menor_es_mejor
2012-11,INTERNACIONAL,pasivos_totales,1797.38,millones_usd,informativo
2012-11,INTERNACIONAL,patrimonio,158.9,millones_usd,mayor_es_mejor
2012-11,INTERNACIONAL,roe,19.75,porcentaje,mayor_es_mejor
2012-11,INTERNACIONAL,solvencia_proxy,7.73,porcentaje,mayor_es_mejor
2012-11,LITORAL,activos_totales,27.24,millones_usd,mayor_es_tamano
2012-11,LITORAL,morosidad,5.32,porcentaje,menor_es_mejor
2012-11,LITORAL,pasivos_totales,23.18,millones_usd,informativo
2012-11,LITORAL,patrimonio,3.87,millones_usd,mayor_es_mejor
2012-11,LITORAL,roe,5.46,porcentaje,mayor_es_mejor
2012-11,LITORAL,solvencia_proxy,11.67,porcentaje,mayor_es_mejor
2012-11,LOJA,activos_totales,362.89,millones_usd,mayor_es_tamano
2012-11,LOJA,morosidad,3.66,porcentaje,menor_es_mejor
2012-11,LOJA,pasivos_totales,326.91,millones_usd,informativo
2012-11,LOJA,patrimonio,29.65,millones_usd,mayor_es_mejor
2012-11,LOJA,roe,22.95,porcentaje,mayor_es_mejor
2012-11,LOJA,solvencia_proxy,8.65,porcentaje,mayor_es_mejor
2012-11,MACHALA,activos_totales,592.39,millones_usd,mayor_es_tamano
2012-11,MACHALA,morosidad,2.65,porcentaje,menor_es_mejor
2012-11,MACHALA,pasivos_totales,545.96,millones_usd,informativo
2012-11,MACHALA,patrimonio,43.31,millones_usd,mayor_es_mejor
2012-11,MACHALA,roe,7.85,porcentaje,mayor_es_mejor
2012-11,MACHALA,solvencia_proxy,6.85,porcentaje,mayor_es_mejor
2012-11,PACIFICO,activos_totales,3230.07,millones_usd,mayor_es_tamano
2012-11,PACIFICO,morosidad,1.74,porcentaje,menor_es_mejor
2012-11,PACIFICO,pasivos_totales,2800.87,millones_usd,informativo
2012-11,PACIFICO,patrimonio,380.06,millones_usd,mayor_es_mejor
2012-11,PACIFICO,roe,14.12,porcentaje,mayor_es_mejor
2012-11,PACIFICO,solvencia_proxy,10.78,porcentaje,mayor_es_mejor
2012-11,PICHINCHA,activos_totales,7719.21,millones_usd,mayor_es_tamano
2012-11,PICHINCHA,morosidad,3.88,porcentaje,menor_es_mejor
2012-11,PICHINCHA,pasivos_totales,6938.08,millones_usd,informativo
2012-11,PICHINCHA,patrimonio,702.7,millones_usd,mayor_es_mejor
2012-11,PICHINCHA,roe,12.31,porcentaje,mayor_es_mejor
2012-11,PICHINCHA,solvencia_proxy,8.61,porcentaje,mayor_es_mejor
2012-11,PROCREDIT,activos_totales,450.47,millones_usd,mayor_es_tamano
2012-11,PROCREDIT,morosidad,1.81,porcentaje,menor_es_mejor
2012-11,PROCREDIT,pasivos_totales,396.76,millones_usd,informativo
2012-11,PROCREDIT,patrimonio,47.7,millones_usd,mayor_es_mejor
2012-11,PROCREDIT,roe,13.85,porcentaje,mayor_es_mejor
2012-11,PROCREDIT,solvencia_proxy,9.22,porcentaje,mayor_es_mejor
2012-11,PRODUBANCO,activos_totales,2504.99,millones_usd,mayor_es_tamano
2012-11,PRODUBANCO,morosidad,1.96,porcentaje,menor_es_mejor
2012-11,PRODUBANCO,pasivos_totales,2270.98,millones_usd,informativo
2012-11,PRODUBANCO,patrimonio,202.91,millones_usd,mayor_es_mejor
2012-11,PRODUBANCO,roe,16.47,porcentaje,mayor_es_mejor
2012-11,PRODUBANCO,solvencia_proxy,7.54,porcentaje,mayor_es_mejor
2012-11,PROMERICA,activos_totales,706.02,millones_usd,mayor_es_tamano
2012-11,PROMERICA,morosidad,2.32,porcentaje,menor_es_mejor
2012-11,PROMERICA,pasivos_totales,651.4,millones_usd,informativo
2012-11,PROMERICA,patrimonio,49.22,millones_usd,mayor_es_mejor
2012-11,PROMERICA,roe,11.86,porcentaje,mayor_es_mejor
2012-11,PROMERICA,solvencia_proxy,6.93,porcentaje,mayor_es_mejor
2012-11,SOLIDARIO,activos_totales,390.2,millones_usd,mayor_es_tamano
2012-11,SOLIDARIO,morosidad,7.46,porcentaje,menor_es_mejor
2012-11,SOLIDARIO,pasivos_totales,336.46,millones_usd,informativo
2012-11,SOLIDARIO,patrimonio,44.62,millones_usd,mayor_es_mejor
2012-11,SOLIDARIO,roe,21.88,porcentaje,mayor_es_mejor
2012-11,SOLIDARIO,solvencia_proxy,10.46,porcentaje,mayor_es_mejor
2012-11,SUDAMERICANO,activos_totales,10.68,millones_usd,mayor_es_tamano
2012-11,SUDAMERICANO,morosidad,1.68,porcentaje,menor_es_mejor
2012-11,SUDAMERICANO,pasivos_totales,4.87,millones_usd,informativo
2012-11,SUDAMERICANO,patrimonio,5.64,millones_usd,mayor_es_mejor
2012-11,SUDAMERICANO,roe,3.31,porcentaje,mayor_es_mejor
2012-11,SUDAMERICANO,solvencia_proxy,36.12,porcentaje,mayor_es_mejor
2012-11,TERRITORIAL,activos_totales,149.03,millones_usd,mayor_es_tamano
2012-11,TERRITORIAL,morosidad,24.16,porcentaje,menor_es_mejor
2012-11,TERRITORIAL,pasivos_totales,132.25,millones_usd,informativo
2012-11,TERRITORIAL,patrimonio,16.74,millones_usd,mayor_es_mejor
2012-11,TERRITORIAL,roe,31.14,porcentaje,mayor_es_mejor
2012-11,TERRITORIAL,solvencia_proxy,7.7,porcentaje,mayor_es_mejor
2012-11,UNIBANCO,activos_totales,409.93,millones_usd,mayor_es_tamano
2012-11,UNIBANCO,morosidad,9.5,porcentaje,menor_es_mejor
2012-11,UNIBANCO,pasivos_totales,337.3,millones_usd,informativo
2012-11,UNIBANCO,patrimonio,66.24,millones_usd,mayor_es_mejor
2012-11,UNIBANCO,roe,10.64,porcentaje,mayor_es_mejor
2012-11,UNIBANCO,solvencia_proxy,15.91,porcentaje,mayor_es_mejor
2012-12,AMAZONAS,activos_totales,158.6,millones_usd,mayor_es_tamano
2012-12,AMAZONAS,morosidad,6.24,porcentaje,menor_es_mejor
2012-12,AMAZONAS,pasivos_totales,142.35,millones_usd,informativo
2012-12,AMAZONAS,patrimonio,16.26,millones_usd,mayor_es_mejor
2012-12,AMAZONAS,roe,5.15,porcentaje,mayor_es_mejor
2012-12,AMAZONAS,solvencia_proxy,8.76,porcentaje,mayor_es_mejor
2012-12,AUSTRO,activos_totales,1213.26,millones_usd,mayor_es_tamano
2012-12,AUSTRO,morosidad,4.61,porcentaje,menor_es_mejor
2012-12,AUSTRO,pasivos_totales,1102.09,millones_usd,informativo
2012-12,AUSTRO,patrimonio,111.17,millones_usd,mayor_es_mejor
2012-12,AUSTRO,roe,14.47,porcentaje,mayor_es_mejor
2012-12,AUSTRO,solvencia_proxy,7.59,porcentaje,mayor_es_mejor
2012-12,BOLIVARIANO,activos_totales,2224.02,millones_usd,mayor_es_tamano
2012-12,BOLIVARIANO,morosidad,85.2,porcentaje,menor_es_mejor
2012-12,BOLIVARIANO,pasivos_totales,2040.17,millones_usd,informativo
2012-12,BOLIVARIANO,patrimonio,183.86,millones_usd,mayor_es_mejor
2012-12,BOLIVARIANO,roe,17.99,porcentaje,mayor_es_mejor
2012-12,BOLIVARIANO,solvencia_proxy,6.9,porcentaje,mayor_es_mejor
2012-12,CAPITAL,activos_totales,147.18,millones_usd,mayor_es_tamano
2012-12,CAPITAL,morosidad,5.2,porcentaje,menor_es_mejor
2012-12,CAPITAL,pasivos_totales,130.47,millones_usd,informativo
2012-12,CAPITAL,patrimonio,16.71,millones_usd,mayor_es_mejor
2012-12,CAPITAL,roe,69.83,porcentaje,mayor_es_mejor
2012-12,CAPITAL,solvencia_proxy,9.79,porcentaje,mayor_es_mejor
2012-12,CITIBANK,activos_totales,523.8,millones_usd,mayor_es_tamano
2012-12,CITIBANK,morosidad,39.64,porcentaje,menor_es_mejor
2012-12,CITIBANK,pasivos_totales,477.87,millones_usd,informativo
2012-12,CITIBANK,patrimonio,45.93,millones_usd,mayor_es_mejor
2012-12,CITIBANK,roe,17.42,porcentaje,mayor_es_mejor
2012-12,CITIBANK,solvencia_proxy,8.2,porcentaje,mayor_es_mejor
2012-12,COFIEC,activos_totales,27.59,millones_usd,mayor_es_tamano
2012-12,COFIEC,morosidad,29.69,porcentaje,menor_es_mejor
2012-12,COFIEC,pasivos_totales,20.9,millones_usd,informativo
2012-12,COFIEC,patrimonio,6.69,millones_usd,mayor_es_mejor
2012-12,COFIEC,roe,-27.76,porcentaje,mayor_es_mejor
2012-12,COFIEC,solvencia_proxy,10.39,porcentaje,mayor_es_mejor
2012-12,COMERCIAL DE MANABI,activos_totales,43.26,millones_usd,mayor_es_tamano
2012-12,COMERCIAL DE MANABI,morosidad,7.96,porcentaje,menor_es_mejor
2012-12,COMERCIAL DE MANABI,pasivos_totales,35.81,millones_usd,informativo
2012-12,COMERCIAL DE MANABI,patrimonio,7.46,millones_usd,mayor_es_mejor
2012-12,COMERCIAL DE MANABI,roe,3.41,porcentaje,mayor_es_mejor
2012-12,COMERCIAL DE MANABI,solvencia_proxy,12.75,porcentaje,mayor_es_mejor
2012-12,COOPNACIONAL,activos_totales,156.56,millones_usd,mayor_es_tamano
2012-12,COOPNACIONAL,morosidad,58.41,porcentaje,menor_es_mejor
2012-12,COOPNACIONAL,pasivos_totales,136.06,millones_usd,informativo
2012-12,COOPNACIONAL,patrimonio,20.5,millones_usd,mayor_es_mejor
2012-12,COOPNACIONAL,roe,9.34,porcentaje,mayor_es_mejor
2012-12,COOPNACIONAL,solvencia_proxy,12.15,porcentaje,mayor_es_mejor
2012-12,D-MIRO,activos_totales,55.3,millones_usd,mayor_es_tamano
2012-12,D-MIRO,morosidad,4.65,porcentaje,menor_es_mejor
2012-12,D-MIRO,pasivos_totales,44.48,millones_usd,informativo
2012-12,D-MIRO,patrimonio,10.82,millones_usd,mayor_es_mejor
2012-12,D-MIRO,roe,1.67,porcentaje,mayor_es_mejor
2012-12,D-MIRO,solvencia_proxy,17.54,porcentaje,mayor_es_mejor
2012-12,DELBANK,activos_totales,20.2,millones_usd,mayor_es_tamano
2012-12,DELBANK,morosidad,2.97,porcentaje,menor_es_mejor
2012-12,DELBANK,pasivos_totales,12.66,millones_usd,informativo
2012-12,DELBANK,patrimonio,7.54,millones_usd,mayor_es_mejor
2012-12,DELBANK,roe,72.29,porcentaje,mayor_es_mejor
2012-12,DELBANK,solvencia_proxy,28.86,porcentaje,mayor_es_mejor
2012-12,FINCA,activos_totales,51.79,millones_usd,mayor_es_tamano
2012-12,FINCA,morosidad,6.8,porcentaje,menor_es_mejor
2012-12,FINCA,pasivos_totales,41.0,millones_usd,informativo
2012-12,FINCA,patrimonio,10.79,millones_usd,mayor_es_mejor
2012-12,FINCA,roe,30.37,porcentaje,mayor_es_mejor
2012-12,FINCA,solvencia_proxy,17.24,porcentaje,mayor_es_mejor
2012-12,GENERAL RUMIÑAHUI,activos_totales,572.07,millones_usd,mayor_es_tamano
2012-12,GENERAL RUMIÑAHUI,morosidad,1.33,porcentaje,menor_es_mejor
2012-12,GENERAL RUMIÑAHUI,pasivos_totales,534.91,millones_usd,informativo
2012-12,GENERAL RUMIÑAHUI,patrimonio,37.16,millones_usd,mayor_es_mejor
2012-12,GENERAL RUMIÑAHUI,roe,17.38,porcentaje,mayor_es_mejor
2012-12,GENERAL RUMIÑAHUI,solvencia_proxy,5.29,porcentaje,mayor_es_mejor
2012-12,GUAYAQUIL,activos_totales,3342.11,millones_usd,mayor_es_tamano
2012-12,GUAYAQUIL,morosidad,2.91,porcentaje,menor_es_mejor
2012-12,GUAYAQUIL,pasivos_totales,3008.56,millones_usd,informativo
2012-12,GUAYAQUIL,patrimonio,333.55,millones_usd,mayor_es_mejor
2012-12,GUAYAQUIL,roe,11.88,porcentaje,mayor_es_mejor
2012-12,GUAYAQUIL,solvencia_proxy,8.4,porcentaje,mayor_es_mejor
2012-12,INTERNACIONAL,activos_totales,2118.82,millones_usd,mayor_es_tamano
2012-12,INTERNACIONAL,morosidad,1.58,porcentaje,menor_es_mejor
2012-12,INTERNACIONAL,pasivos_totales,1928.36,millones_usd,informativo
2012-12,INTERNACIONAL,patrimonio,190.46,millones_usd,mayor_es_mejor
2012-12,INTERNACIONAL,roe,19.87,porcentaje,mayor_es_mejor
2012-12,INTERNACIONAL,solvencia_proxy,7.43,porcentaje,mayor_es_mejor
2012-12,LITORAL,activos_totales,26.7,millones_usd,mayor_es_tamano
2012-12,LITORAL,morosidad,3.97,porcentaje,menor_es_mejor
2012-12,LITORAL,pasivos_totales,22.67,millones_usd,informativo
2012-12,LITORAL,patrimonio,4.03,millones_usd,mayor_es_mejor
2012-12,LITORAL,roe,4.15,porcentaje,mayor_es_mejor
2012-12,LITORAL,solvencia_proxy,11.69,porcentaje,mayor_es_mejor
2012-12,LOJA,activos_totales,409.23,millones_usd,mayor_es_tamano
2012-12,LOJA,morosidad,3.04,porcentaje,menor_es_mejor
2012-12,LOJA,pasivos_totales,373.76,millones_usd,informativo
2012-12,LOJA,patrimonio,35.48,millones_usd,mayor_es_mejor
2012-12,LOJA,roe,19.46,porcentaje,mayor_es_mejor
2012-12,LOJA,solvencia_proxy,6.97,porcentaje,mayor_es_mejor
2012-12,MACHALA,activos_totales,610.18,millones_usd,mayor_es_tamano
2012-12,MACHALA,morosidad,2.31,porcentaje,menor_es_mejor
2012-12,MACHALA,pasivos_totales,564.03,millones_usd,informativo
2012-12,MACHALA,patrimonio,46.15,millones_usd,mayor_es_mejor
2012-12,MACHALA,roe,6.47,porcentaje,mayor_es_mejor
2012-12,MACHALA,solvencia_proxy,6.6,porcentaje,mayor_es_mejor
2012-12,PACIFICO,activos_totales,3319.96,millones_usd,mayor_es_tamano
2012-12,PACIFICO,morosidad,1.51,porcentaje,menor_es_mejor
2012-12,PACIFICO,pasivos_totales,2898.24,millones_usd,informativo
2012-12,PACIFICO,patrimonio,421.72,millones_usd,mayor_es_mejor
2012-12,PACIFICO,roe,12.85,porcentaje,mayor_es_mejor
2012-12,PACIFICO,solvencia_proxy,10.25,porcentaje,mayor_es_mejor
2012-12,PICHINCHA,activos_totales,8092.71,millones_usd,mayor_es_tamano
2012-12,PICHINCHA,morosidad,3.18,porcentaje,menor_es_mejor
2012-12,PICHINCHA,pasivos_totales,7335.49,millones_usd,informativo
2012-12,PICHINCHA,patrimonio,757.21,millones_usd,mayor_es_mejor
2012-12,PICHINCHA,roe,9.54,porcentaje,mayor_es_mejor
2012-12,PICHINCHA,solvencia_proxy,7.9,porcentaje,mayor_es_mejor
2012-12,PROCREDIT,activos_totales,447.47,millones_usd,mayor_es_tamano
2012-12,PROCREDIT,morosidad,1.69,porcentaje,menor_es_mejor
2012-12,PROCREDIT,pasivos_totales,392.88,millones_usd,informativo
2012-12,PROCREDIT,patrimonio,54.6,millones_usd,mayor_es_mejor
2012-12,PROCREDIT,roe,14.42,porcentaje,mayor_es_mejor
2012-12,PROCREDIT,solvencia_proxy,9.27,porcentaje,mayor_es_mejor
2012-12,PRODUBANCO,activos_totales,2601.15,millones_usd,mayor_es_tamano
2012-12,PRODUBANCO,morosidad,1.76,porcentaje,menor_es_mejor
2012-12,PRODUBANCO,pasivos_totales,2356.86,millones_usd,informativo
2012-12,PRODUBANCO,patrimonio,244.29,millones_usd,mayor_es_mejor
2012-12,PRODUBANCO,roe,20.38,porcentaje,mayor_es_mejor
2012-12,PRODUBANCO,solvencia_proxy,7.44,porcentaje,mayor_es_mejor
2012-12,PROMERICA,activos_totales,742.23,millones_usd,mayor_es_tamano
2012-12,PROMERICA,morosidad,2.02,porcentaje,menor_es_mejor
2012-12,PROMERICA,pasivos_totales,687.3,millones_usd,informativo
2012-12,PROMERICA,patrimonio,54.94,millones_usd,mayor_es_mejor
2012-12,PROMERICA,roe,11.57,porcentaje,mayor_es_mejor
2012-12,PROMERICA,solvencia_proxy,6.66,porcentaje,mayor_es_mejor
2012-12,SOLIDARIO,activos_totales,394.76,millones_usd,mayor_es_tamano
2012-12,SOLIDARIO,morosidad,7.82,porcentaje,menor_es_mejor
2012-12,SOLIDARIO,pasivos_totales,337.24,millones_usd,informativo
2012-12,SOLIDARIO,patrimonio,57.51,millones_usd,mayor_es_mejor
2012-12,SOLIDARIO,roe,20.75,porcentaje,mayor_es_mejor
2012-12,SOLIDARIO,solvencia_proxy,10.96,porcentaje,mayor_es_mejor
2012-12,SUDAMERICANO,activos_totales,10.92,millones_usd,mayor_es_tamano
2012-12,SUDAMERICANO,morosidad,2.23,porcentaje,menor_es_mejor
2012-12,SUDAMERICANO,pasivos_totales,4.23,millones_usd,informativo
2012-12,SUDAMERICANO,patrimonio,6.69,millones_usd,mayor_es_mejor
2012-12,SUDAMERICANO,roe,66.14,porcentaje,mayor_es_mejor
2012-12,SUDAMERICANO,solvencia_proxy,41.13,porcentaje,mayor_es_mejor
2012-12,TERRITORIAL,activos_totales,150.27,millones_usd,mayor_es_tamano
2012-12,TERRITORIAL,morosidad,18.76,porcentaje,menor_es_mejor
2012-12,TERRITORIAL,pasivos_totales,133.48,millones_usd,informativo
2012-12,TERRITORIAL,patrimonio,16.79,millones_usd,mayor_es_mejor
2012-12,TERRITORIAL,roe,32.46,porcentaje,mayor_es_mejor
2012-12,TERRITORIAL,solvencia_proxy,7.11,porcentaje,mayor_es_mejor
2012-12,UNIBANCO,activos_totales,415.24,millones_usd,mayor_es_tamano
2012-12,UNIBANCO,morosidad,8.71,porcentaje,menor_es_mejor
2012-12,UNIBANCO,pasivos_totales,341.78,millones_usd,informativo
2012-12,UNIBANCO,patrimonio,73.47,millones_usd,mayor_es_mejor
2012-12,UNIBANCO,roe,8.43,porcentaje,mayor_es_mejor
2012-12,UNIBANCO,solvencia_proxy,15.95,porcentaje,mayor_es_mejor
2013-01,AMAZONAS,activos_totales,153.59,millones_usd,mayor_es_tamano
2013-01,AMAZONAS,morosidad,6.15,porcentaje,menor_es_mejor
2013-01,AMAZONAS,pasivos_totales,136.54,millones_usd,informativo
2013-01,AMAZONAS,patrimonio,16.29,millones_usd,mayor_es_mejor
2013-01,AMAZONAS,roe,56.54,porcentaje,mayor_es_mejor
2013-01,AMAZONAS,solvencia_proxy,9.72,porcentaje,mayor_es_mejor
2013-01,AUSTRO,activos_totales,1188.22,millones_usd,mayor_es_tamano
2013-01,AUSTRO,morosidad,5.46,porcentaje,menor_es_mejor
2013-01,AUSTRO,pasivos_totales,1075.94,millones_usd,informativo
2013-01,AUSTRO,patrimonio,111.18,millones_usd,mayor_es_mejor
2013-01,AUSTRO,roe,11.84,porcentaje,mayor_es_mejor
2013-01,AUSTRO,solvencia_proxy,8.25,porcentaje,mayor_es_mejor
2013-01,BOLIVARIANO,activos_totales,2203.79,millones_usd,mayor_es_tamano
2013-01,BOLIVARIANO,morosidad,90.24,porcentaje,menor_es_mejor
2013-01,BOLIVARIANO,pasivos_totales,2017.95,millones_usd,informativo
2013-01,BOLIVARIANO,patrimonio,184.07,millones_usd,mayor_es_mejor
2013-01,BOLIVARIANO,roe,11.57,porcentaje,mayor_es_mejor
2013-01,BOLIVARIANO,solvencia_proxy,7.11,porcentaje,mayor_es_mejor
2013-01,CAPITAL,activos_totales,148.0,millones_usd,mayor_es_tamano
2013-01,CAPITAL,morosidad,5.13,porcentaje,menor_es_mejor
2013-01,CAPITAL,pasivos_totales,131.13,millones_usd,informativo
2013-01,CAPITAL,patrimonio,16.71,millones_usd,mayor_es_mejor
2013-01,CAPITAL,roe,12.01,porcentaje,mayor_es_mejor
2013-01,CAPITAL,solvencia_proxy,9.96,porcentaje,mayor_es_mejor
2013-01,CITIBANK,activos_totales,483.99,millones_usd,mayor_es_tamano
2013-01,CITIBANK,morosidad,37.58,porcentaje,menor_es_mejor
2013-01,CITIBANK,pasivos_totales,436.92,millones_usd,informativo
2013-01,CITIBANK,patrimonio,45.92,millones_usd,mayor_es_mejor
2013-01,CITIBANK,roe,30.28,porcentaje,mayor_es_mejor
2013-01,CITIBANK,solvencia_proxy,9.24,porcentaje,mayor_es_mejor
2013-01,COFIEC,activos_totales,27.62,millones_usd,mayor_es_tamano
2013-01,COFIEC,morosidad,30.72,porcentaje,menor_es_mejor
2013-01,COFIEC,pasivos_totales,20.89,millones_usd,informativo
2013-01,COFIEC,patrimonio,6.69,millones_usd,mayor_es_mejor
2013-01,COFIEC,roe,6.71,porcentaje,mayor_es_mejor
2013-01,COFIEC,solvencia_proxy,16.98,porcentaje,mayor_es_mejor
2013-01,COMERCIAL DE MANABI,activos_totales,40.08,millones_usd,mayor_es_tamano
2013-01,COMERCIAL DE MANABI,morosidad,8.08,porcentaje,menor_es_mejor
2013-01,COMERCIAL DE MANABI,pasivos_totales,32.62,millones_usd,informativo
2013-01,COMERCIAL DE MANABI,patrimonio,7.46,millones_usd,mayor_es_mejor
2013-01,COMERCIAL DE MANABI,roe,18.19,porcentaje,mayor_es_mejor
2013-01,COMERCIAL DE MANABI,solvencia_proxy,14.66,porcentaje,mayor_es_mejor
2013-01,COOPNACIONAL,activos_totales,154.46,millones_usd,mayor_es_tamano
2013-01,COOPNACIONAL,morosidad,76.23,porcentaje,menor_es_mejor
2013-01,COOPNACIONAL,pasivos_totales,133.76,millones_usd,informativo
2013-01,COOPNACIONAL,patrimonio,20.51,millones_usd,mayor_es_mejor
2013-01,COOPNACIONAL,roe,11.16,porcentaje,mayor_es_mejor
2013-01,COOPNACIONAL,solvencia_proxy,12.86,porcentaje,mayor_es_mejor
2013-01,D-MIRO,activos_totales,55.99,millones_usd,mayor_es_tamano
2013-01,D-MIRO,morosidad,5.08,porcentaje,menor_es_mejor
2013-01,D-MIRO,pasivos_totales,45.14,millones_usd,informativo
2013-01,D-MIRO,patrimonio,10.82,millones_usd,mayor_es_mejor
2013-01,D-MIRO,roe,3.03,porcentaje,mayor_es_mejor
2013-01,D-MIRO,solvencia_proxy,18.24,porcentaje,mayor_es_mejor
2013-01,DELBANK,activos_totales,19.26,millones_usd,mayor_es_tamano
2013-01,DELBANK,morosidad,3.06,porcentaje,menor_es_mejor
2013-01,DELBANK,pasivos_totales,11.71,millones_usd,informativo
2013-01,DELBANK,patrimonio,7.54,millones_usd,mayor_es_mejor
2013-01,DELBANK,roe,51.92,porcentaje,mayor_es_mejor
2013-01,DELBANK,solvencia_proxy,32.68,porcentaje,mayor_es_mejor
2013-01,FINCA,activos_totales,51.52,millones_usd,mayor_es_tamano
2013-01,FINCA,morosidad,8.79,porcentaje,menor_es_mejor
2013-01,FINCA,pasivos_totales,41.0,millones_usd,informativo
2013-01,FINCA,patrimonio,10.79,millones_usd,mayor_es_mejor
2013-01,FINCA,roe,-29.98,porcentaje,mayor_es_mejor
2013-01,FINCA,solvencia_proxy,17.79,porcentaje,mayor_es_mejor
2013-01,GENERAL RUMIÑAHUI,activos_totales,536.95,millones_usd,mayor_es_tamano
2013-01,GENERAL RUMIÑAHUI,morosidad,2.73,porcentaje,menor_es_mejor
2013-01,GENERAL RUMIÑAHUI,pasivos_totales,499.38,millones_usd,informativo
2013-01,GENERAL RUMIÑAHUI,patrimonio,37.17,millones_usd,mayor_es_mejor
2013-01,GENERAL RUMIÑAHUI,roe,13.08,porcentaje,mayor_es_mejor
2013-01,GENERAL RUMIÑAHUI,solvencia_proxy,6.45,porcentaje,mayor_es_mejor
2013-01,GUAYAQUIL,activos_totales,3272.85,millones_usd,mayor_es_tamano
2013-01,GUAYAQUIL,morosidad,2.98,porcentaje,menor_es_mejor
2013-01,GUAYAQUIL,pasivos_totales,2936.23,millones_usd,informativo
2013-01,GUAYAQUIL,patrimonio,333.6,millones_usd,mayor_es_mejor
2013-01,GUAYAQUIL,roe,10.88,porcentaje,mayor_es_mejor
2013-01,GUAYAQUIL,solvencia_proxy,8.95,porcentaje,mayor_es_mejor
2013-01,INTERNACIONAL,activos_totales,2055.23,millones_usd,mayor_es_tamano
2013-01,INTERNACIONAL,morosidad,1.92,porcentaje,menor_es_mejor
2013-01,INTERNACIONAL,pasivos_totales,1862.76,millones_usd,informativo
2013-01,INTERNACIONAL,patrimonio,190.69,millones_usd,mayor_es_mejor
2013-01,INTERNACIONAL,roe,11.2,porcentaje,mayor_es_mejor
2013-01,INTERNACIONAL,solvencia_proxy,8.29,porcentaje,mayor_es_mejor
2013-01,LITORAL,activos_totales,25.55,millones_usd,mayor_es_tamano
2013-01,LITORAL,morosidad,6.99,porcentaje,menor_es_mejor
2013-01,LITORAL,pasivos_totales,21.52,millones_usd,informativo
2013-01,LITORAL,patrimonio,4.03,millones_usd,mayor_es_mejor
2013-01,LITORAL,roe,1.25,porcentaje,mayor_es_mejor
2013-01,LITORAL,solvencia_proxy,12.8,porcentaje,mayor_es_mejor
2013-01,LOJA,activos_totales,357.02,millones_usd,mayor_es_tamano
2013-01,LOJA,morosidad,3.77,porcentaje,menor_es_mejor
2013-01,LOJA,pasivos_totales,321.04,millones_usd,informativo
2013-01,LOJA,patrimonio,35.49,millones_usd,mayor_es_mejor
2013-01,LOJA,roe,16.69,porcentaje,mayor_es_mejor
2013-01,LOJA,solvencia_proxy,8.88,porcentaje,mayor_es_mejor
2013-01,MACHALA,activos_totales,605.64,millones_usd,mayor_es_tamano
2013-01,MACHALA,morosidad,2.29,porcentaje,menor_es_mejor
2013-01,MACHALA,pasivos_totales,559.4,millones_usd,informativo
2013-01,MACHALA,patrimonio,46.14,millones_usd,mayor_es_mejor
2013-01,MACHALA,roe,2.74,porcentaje,mayor_es_mejor
2013-01,MACHALA,solvencia_proxy,6.93,porcentaje,mayor_es_mejor
2013-01,PACIFICO,activos_totales,3251.29,millones_usd,mayor_es_tamano
2013-01,PACIFICO,morosidad,1.43,porcentaje,menor_es_mejor
2013-01,PACIFICO,pasivos_totales,2825.55,millones_usd,informativo
2013-01,PACIFICO,patrimonio,421.65,millones_usd,mayor_es_mejor
2013-01,PACIFICO,roe,11.63,porcentaje,mayor_es_mejor
2013-01,PACIFICO,solvencia_proxy,11.17,porcentaje,mayor_es_mejor
2013-01,PICHINCHA,activos_totales,7859.79,millones_usd,mayor_es_tamano
2013-01,PICHINCHA,morosidad,3.76,porcentaje,menor_es_mejor
2013-01,PICHINCHA,pasivos_totales,7101.43,millones_usd,informativo
2013-01,PICHINCHA,patrimonio,756.12,millones_usd,mayor_es_mejor
2013-01,PICHINCHA,roe,3.56,porcentaje,mayor_es_mejor
2013-01,PICHINCHA,solvencia_proxy,8.75,porcentaje,mayor_es_mejor
2013-01,PROCREDIT,activos_totales,447.62,millones_usd,mayor_es_tamano
2013-01,PROCREDIT,morosidad,1.85,porcentaje,menor_es_mejor
2013-01,PROCREDIT,pasivos_totales,392.34,millones_usd,informativo
2013-01,PROCREDIT,patrimonio,54.64,millones_usd,mayor_es_mejor
2013-01,PROCREDIT,roe,14.03,porcentaje,mayor_es_mejor
2013-01,PROCREDIT,solvencia_proxy,11.24,porcentaje,mayor_es_mejor
